ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
MEAUX,LPEM.HENRI MOISSAN,1,0,0,0,0,0,0,0
MELUN,JACQUES AMYOT,18,2,4,0,3,0,0,0
NEUILLY SUR SEINE,PASTEUR,72,21,61,18,58,17,8,3
ORSAY,BLAISE PASCAL,59,13,32,5,30,4,5,2
PARIS 04,CHARLEMAGNE,77,14,57,9,52,7,9,0
PARIS 05,HENRI IV,86,17,81,16,78,16,13,3
PARIS 05,LOUIS LE GRAND,186,57,141,41,134,39,27,8
PARIS 06,STANISLAS,120,8,80,5,75,5,16,0
PARIS 06,FENELON,64,17,38,7,36,7,9,1
PARIS 06,SAINT LOUIS,248,88,149,53,140,49,46,18
PARIS 08,CHAPTAL,95,9,53,5,52,5,13,1
PARIS 08,SAINTE MARIE FENELON,63,10,20,3,20,3,4,0
PARIS 09,CONDORCET,73,17,48,11,46,11,17,3
PARIS 09,JACQUES DECOUR,36,8,3,0,3,0,0,0
PARIS 12,PAUL VALERY,21,1,5,0,4,0,1,0
PARIS 13,ENSCPB,22,6,6,1,6,1,2,0
PARIS 14,RASPAIL,2,1,0,0,0,0,0,0
PARIS 15,BUFFON,39,9,14,2,14,2,4,0
PARIS 15,OURANIA,2,0,2,0,1,0,1,0
PARIS 16,CLAUDE BERNARD,22,6,5,1,4,1,0,0
PARIS 16,JANSON DE SAILLY,136,22,91,12,88,12,15,2
PARIS 16,JEAN BAPTISTE SAY,7,0,0,0,0,0,0,0
PONTOISE,PISSARO,5,1,1,0,1,0,0,0
SAINT-DENIS,PAUL ELUARD,5,0,1,0,1,0,0,0
SAVIGNY SUR ORGE,J. B. COROT,11,0,4,0,4,0,1,0
SCEAUX,LAKANAL,48,9,12,0,12,0,4,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,15,5,5,2,5,2,1,1
ST MAUR DES FOS.,MARCELIN BERTHELOT,113,16,48,4,47,4,13,0
VANVES,MICHELET,23,6,9,2,8,1,1,0
VERSAILLES,SAINTE GENEVIEVE,149,32,106,25,103,25,19,8
VERSAILLES,HOCHE,98,21,61,11,59,11,12,2
VERSAILLES,JULES FERRY,3,1,0,0,0,0,0,0
LA ROCHELLE,J. DAUTET,4,1,0,0,0,0,0,0
POITIERS,CAMILLE GUERIN,53,10,24,4,22,4,2,0
REIMS,FRANKLIN ROOSEVELT,12,3,0,0,0,0,0,0
REIMS,G. CLEMENCEAU,91,16,40,6,37,5,5,1
TROYES,CHRESTIEN DE TROYES,14,5,2,0,2,0,0,0
BREST,KERICHEN,42,8,17,4,15,4,1,0
BREST,VAUBAN,10,1,0,0,0,0,0,0
BREST,NAVAL,32,4,4,0,1,0,0,0
BREST,SAINTE ANNE,6,1,1,1,1,1,0,0
LORIENT,DUPUY DE LOME,10,3,0,0,0,0,0,0
RENNES,CHATEAUBRIAND,114,29,54,17,51,15,13,3
RENNES,JOLIOT CURIE,4,1,0,0,0,0,0,0
SAINT-BRIEUC,RABELAIS,17,7,1,0,0,0,0,0
VANNES,LESAGE,25,12,8,4,8,4,3,1
LE HAVRE,FRANCOIS 1ER,20,9,7,2,6,2,0,0
ROUEN,CORNEILLE,83,23,50,17,46,15,11,2
MULHOUSE,A. SCHWEITZER,46,9,15,2,14,2,2,0
STRASBOURG,COUFFIGNAL,2,0,0,0,0,0,0,0
STRASBOURG,FUSTEL DE COULANGES,12,2,1,0,1,0,0,0
STRASBOURG,KLEBER,121,26,66,13,65,13,15,2
TOULOUSE,BELLEVUE,34,13,15,7,10,4,3,2
TOULOUSE,DEODAT DE SEVERAC,9,1,0,0,0,0,0,0
BALMA,SALIEGE,3,1,0,0,0,0,0,0
TOULOUSE,PIERRE DE FERMAT,159,48,96,24,91,23,26,6
CLERMONT-FERR.,GODEFROY DE BOUILLON,12,3,0,0,0,0,0,0
MONTBONNOT,PUPILLES DE L'AIR,8,0,1,0,1,0,1,0
ST CYR L'ECOLE,LYCEE MILITAIRE,21,1,5,0,2,0,0,0
MONTPELLIER,LA MERCI,15,5,3,1,2,0,0,0
STRASBOURG,ORT FRANCE,3,0,0,0,0,0,0,0
MARSEILLE,NOTRE DAME DE SION,10,5,4,0,4,0,2,0
ROUBAIX,SAINT REMI,8,3,1,0,1,0,1,0
LYON,JEAN PERRIN,17,4,2,1,2,1,2,1
CHAMBERY,VAUGELAS,20,5,10,4,8,3,1,1
ANGOULEME,GUEZ DE BALZAC,22,4,3,0,2,0,0,0
EVRY,DU PARC DES LOGES,6,1,2,1,2,1,0,0
ANGERS,CHARLES DE FOUCAULD,2,0,0,0,0,0,0,0
JARVILLE,LA MALGRANGE,9,0,1,0,1,0,0,0
AUTUN,LYCEE MILITAIRE,12,0,3,0,2,0,0,0
AIX-EN-PROVENCE,LYCEE MILITAIRE,16,0,1,0,0,0,0,0
MANTES-LA-JOLIE,SAINT-EXUPERY,8,0,2,0,1,0,0,0
ORLEANS,SAINT CHARLES,14,1,0,0,0,0,0,0
SAINT MAUR LES FOSSES,D'ARSONVAL,3,0,0,0,0,0,0,0
NIMES,E. D'ALZON,15,5,2,0,2,0,0,0
MARSEILLE,INSTITUT ST JEAN,1,0,0,0,0,0,0,0
PARIS,URANIE,1,0,1,0,1,0,0,0
SAINT-BRIEUC,SAINT-CHARLES,8,2,0,0,0,0,0,0
TUNIS,IPEST,58,11,51,10,49,9,23,1
BEYROUTH,ECOLE SUP. D'INGENIEURS,26,2,1,0,1,0,1,0
CASABLANCA,MOHAMED V,46,3,20,0,20,0,15,0
MARRAKECH,IBNOU TAIMIYA,30,5,9,1,8,1,7,1
RABAT,MOULAY YOUSSEF,38,11,14,2,14,2,9,2
FES,MOULAY IDRISS,11,1,4,0,4,0,4,0
AGADIR,REDA SLAOUI,15,5,2,0,2,0,0,0
TANGER,CENTRE PEDAGOGIQUE REGION,7,0,0,0,0,0,0,0
BRESSUIRE,SAINT JOSEPH,9,1,0,0,0,0,0,0
QUIMPER,LYCEE BRIZEUX,3,2,0,0,0,0,0,0
CASABLANCA,ECO SUP GALILEE,6,1,1,0,0,0,0,0
OUJDA,OMAR BEN ABDELAZIZ,9,0,2,0,2,0,1,0
SAINTE CLOTILDE,LECONTE DE LISLE,9,2,4,1,3,1,1,0
FORT DE FRANCE,DE BELLEVUE,10,3,0,0,0,0,0,0
POINTE A PITRE,BAIMBRIDGE,19,4,3,1,3,1,0,0
RABAT,AL KHAWARIZMI,9,3,0,0,0,0,0,0
MEKNES,OMAR IBN EL KHATTAB,11,0,3,0,3,0,3,0
CASABLANCA,LYCEE LA RESIDENCE,5,1,0,0,0,0,0,0
BENI-MELLAL,TECHNIQUE MOHAMED V,8,0,0,0,0,0,0,0
RABAT,AL HASSANIA,2,0,0,0,0,0,0,0
