ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),8,2,5,1,2,0,2,0
Agadir,Lycée Reda Slaoui (99926811),9,7,7,5,5,3,1,1
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),12,1,9,1,7,0,2,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),26,7,23,6,22,5,10,2
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),41,10,35,10,25,9,4,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),15,3,14,3,13,3,2,0
Annecy Cedex,Lycée Berthollet (0740003B),30,9,28,9,23,6,6,2
Antony,Lycée Sainte Marie (0920904H),20,5,15,3,14,3,3,2
Arras,Lycée Robespierre (0620006V),16,4,8,4,8,4,4,1
Autun Cedex,Lycée Militaire National (0711064W),14,2,9,0,6,0,5,0
Beni-Mellal,DAY PREPAS (L0038),6,1,1,0,0,0,0,0
Besançon,Lycée Victor Hugo (0250007X),41,17,38,16,33,13,10,3
Blois Cedex,Lycée Dessaignes (0410002E),17,6,15,6,14,6,4,1
Bordeaux Cedex,Lycée Camille Jullian (0330023W),33,9,28,9,23,7,3,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),43,13,33,13,30,13,4,2
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),17,5,12,4,10,3,4,0
Bourg-En-Bresse,Lycée Lalande (0010013J),16,1,16,1,14,1,7,0
Bourges,Lycée Alain-Fournier (0180005H),19,5,15,5,13,5,7,2
Brest,Lycée Naval (0290063L),8,2,7,1,6,1,2,1
Brest,Lycée Sainte Anne (0290338K),13,6,12,6,9,6,3,3
Brest Cedex 2,Lycée de Kerichen (0290007A),33,7,25,7,20,7,3,1
Caen Cedex 4,Lycée Malherbe (0140013N),74,13,56,12,40,7,18,3
Cannes Cedex,Lycée Stanislas (0060673Z),11,1,10,1,10,1,7,1
Casablanca,Centre privé GALILEE (99927511),35,9,15,5,9,3,3,1
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),38,12,18,7,14,7,9,5
Casablanca,ESTEM (E0004),10,4,0,0,0,0,0,0
Casablanca,Groupe ESG MAROC (E0005),17,9,12,8,8,5,7,4
Casablanca,Groupe scolaire La Résidence (3500055H),34,15,16,7,14,7,8,3
Casablanca,Lycée Al Khansaa (3500050C),11,5,6,3,4,3,2,2
Casablanca,Lycée Mohamed V (99926411),5,2,2,1,2,1,1,0
Casablanca,PREPAS ELBILIA (99696011),12,7,8,5,2,1,2,1
Castres,Lycée Borde Basse (0810959C),20,3,18,3,15,2,1,0
Chambéry,Lycée Vaugelas (0730013T),13,3,10,2,10,2,2,0
Chartres,Lycée Marceau (0280007F),25,2,25,2,24,2,8,1
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),26,8,21,7,18,6,7,3
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),12,3,9,2,7,2,5,1
Clermont-Ferrand,Lycée La Fayette (0630021F),18,2,14,2,13,1,7,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),38,7,23,6,21,6,2,0
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),31,11,26,11,16,8,7,3
Dijon,Lycée Carnot (0210015C),50,9,46,9,42,8,10,2
Douai,Lycée Albert Chatelet (0590063Y),24,5,18,2,12,2,4,1
Dunkerque Cedex,Lycée Jean Bart (0590071G),16,4,14,4,12,3,6,2
El Jadida,classes préparatoires Ibn Younes (L0007),4,1,1,0,0,0,0,0
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),30,7,28,7,27,7,9,3
Epinal,Lycée Claude Gellee (0880020U),25,5,25,5,19,4,7,2
Errachidia,FERMAT (L0040),1,0,0,0,0,0,0,0
Evry,Lycée Parc des Loges (0911251R),19,3,17,3,16,3,6,1
Fès,Centre des classes préparatoires Moulay Dris (99926711),12,9,9,6,8,5,1,0
Fès,Etablissement Al Cachy (99695011),39,22,26,13,23,11,19,10
Fès,Ibn Ghazi (L0056),25,10,11,3,6,2,5,2
Fès,Prépas Al Khayyam (99694011),24,9,11,3,8,1,4,1
Fontainebleau,Lycée François 1er (0770927P),34,5,31,5,26,3,3,1
Forbach,Lycée Jean Moulin (0570029X),16,5,13,4,11,2,3,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),17,3,13,3,12,3,9,2
Gabes,ISSATG (99951112),1,1,0,0,0,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),24,9,20,8,17,7,4,1
Kenitra,Lycée Maâmora (99948211),3,1,0,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),11,0,6,0,5,0,0,0
La Rochelle,Lycée Jean Dautet (0170028N),24,4,19,4,16,3,5,1
La Roche-Sur-Yon,Lycée Saint Joseph (0850083D),16,3,14,3,13,3,8,2
Le Havre Cedex,Lycée François 1er (0760052U),28,6,27,6,23,6,8,2
Le Mans Cedex 01,Lycée Montesquieu (0720029R),18,4,15,4,11,4,5,1
Le Raincy,Lycée Albert Schweitzer (0930830X),18,6,14,5,13,5,5,2
Libreville,Lycée LEON MBA (99928511),30,10,29,10,28,10,21,8
Lille Cedex,Lycée Faidherbe (0590119J),67,15,56,13,49,12,4,2
Limoges Cedex,Lycée Gay-Lussac (0870015U),26,4,25,4,20,4,8,0
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),17,1,8,0,6,0,0,0
Lyon,Lycée aux Lazaristes (0690522T),12,1,12,1,12,1,1,1
Lyon,Lycée Jean Perrin (0690082P),12,4,11,3,10,3,2,0
Lyon,Lycée La Martinière Monplaisir (0692866R),31,10,24,9,21,8,3,1
Lyon Cedex 06,Lycée du Parc (0690026D),30,9,22,8,20,8,1,1
Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,1,0,1,0,1,0
Mantes-La-Jolie Cedex,Lycée Saint Exupéry (0782539L),18,4,13,2,11,2,8,1
Marrakech,CPGE privée Koutoubia-Prépas (99697011),10,4,4,1,1,1,1,1
