ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Militaire (0131596P),25,3,25,3,20,2,6,1
Aix-En-Provence,Lycée Vauvenargues (0130003H),31,5,28,4,22,3,9,1
Ajaccio,Lycée Laetitia Bonaparte (6200002H),8,2,8,2,8,2,2,1
Amiens,Lycée Louis Thuillier (0800009A),34,6,29,6,22,5,12,5
Angers,Lycée Henri Bergson (0491966W),33,5,31,4,25,4,15,3
Angers,Lycée Privé Mongazon (0490823D),1,0,0,0,0,0,0,0
Angers,Lycée Saint-Martin (0490824E),25,5,24,5,19,4,12,3
Annecy,Lycée Berthollet (0740003B),14,2,11,2,11,2,1,0
Arras,Lycée Robespierre (0620006V),28,2,21,1,18,1,6,0
Auxerre,Lycée Jacques Amyot (0890003V),22,3,19,3,13,3,4,1
Avignon,Lycée Frédéric Mistral (0840003X),51,10,39,9,34,7,14,1
Balma,Lycée Saliège (0312408Z),39,6,25,4,20,1,8,1
Belfort,Lycée Condorcet (0900002N),10,2,5,1,4,1,0,0
Besançon,Lycée Victor Hugo (0250007X),40,6,36,5,27,4,7,1
Bitche,Lycée St Augustin (0570194B),1,0,0,0,0,0,0,0
Bordeaux,Lycée Gustave Eiffel (0330028B),57,9,45,9,34,6,17,2
Bordeaux,Lycée Michel Montaigne (0330021U),68,15,60,13,53,13,19,4
Brest,Lycée La Croix Rouge (0290335G),2,0,1,0,1,0,0,0
Brest,Lycée Naval (0290063L),17,1,15,1,13,1,3,0
Brest,Lycée Sainte Anne (0290338K),22,5,19,4,15,4,8,2
Brest,Lycée Vauban (0290012F),42,9,36,9,30,8,16,3
Caen,Lycée Victor Hugo (0142059M),33,7,29,7,26,7,9,4
Cannes,Lycée Stanislas (0060673Z),16,5,14,5,14,5,4,3
CASABLANCA,ECO SUP GALILEE (99927511),4,1,0,0,0,0,0,0
CASABLANCA,Etablissement Al Bilia (99696011),6,0,3,0,2,0,2,0
CASABLANCA,Groupe scolaire La Résidence (3500055H),18,5,9,3,8,2,3,2
CASABLANCA,Lycée El Miza Center (99928411),7,3,2,0,2,0,1,0
CASABLANCA,Lycée Mohamed V (99926411),13,7,4,3,1,1,1,1
Chambery,Lycée Vaugelas (0730013T),29,5,25,5,21,4,12,2
Champagne-Sur-Seine,Lycée La Fayette (0770920G),22,3,18,3,16,2,7,1
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),29,4,23,4,20,3,9,3
Clermont-Ferrand,Lycée La Fayette (0630021F),19,1,18,1,13,1,5,1
Dijon,Lycée Carnot (0210015C),21,5,15,4,11,4,6,3
Dijon,Lycée Gustave Eiffel (0211033J),23,4,21,4,18,4,11,3
Douai,Lycée Albert Chatelet (0590063Y),38,9,34,7,32,7,8,1
Dunkerque,Lycée Jean Bart (0590071G),19,3,17,2,13,1,9,1
Evreux,Lycée Aristide Briand (0270016W),34,2,26,2,23,2,9,1
Fort-De-France,Lycée Bellevue (9720003W),32,9,28,9,28,9,11,4
Grenoble,Lycée Champollion (0380027Y),52,11,46,8,41,6,15,3
La Flèche,Prytanée National Militaire (0720896H),12,0,9,0,5,0,1,0
