ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),8,1,3,0,1,0,1,0
Agadir,Lycée Reda Slaoui (99926811),1,1,0,0,0,0,0,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),5,1,4,1,4,1,0,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),18,7,17,6,17,6,5,1
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),32,4,23,3,20,3,6,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),20,4,19,3,16,3,7,1
Annecy Cedex,Lycée Berthollet (0740003B),27,7,25,7,21,6,9,3
Antony,Lycée Sainte Marie (0920904H),28,5,28,5,28,5,6,0
Arras,Lycée Robespierre (0620006V),12,3,7,1,3,0,2,0
Autun Cedex,Lycée Militaire National (0711064W),2,0,1,0,1,0,0,0
Benguérir,LYDEX (L0081),1,0,1,0,1,0,0,0
Beni-Mellal,DAY PREPAS (L0038),2,1,0,0,0,0,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),7,0,2,0,2,0,1,0
Besançon,Lycée Victor Hugo (0250007X),18,9,15,6,13,5,4,2
Beyrouth,Ecole Supérieure d'ingénieurs (99926311),1,0,0,0,0,0,0,0
Blois Cedex,Lycée Dessaignes (0410002E),20,7,20,7,20,7,7,3
Bordeaux Cedex,Institution Sainte Marie Grand Lebrun (0331503E),30,11,27,10,25,9,14,5
Bordeaux Cedex,Lycée Camille Jullian (0330023W),33,12,29,11,26,10,9,3
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),38,12,31,10,30,10,5,1
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),19,5,12,4,5,0,4,0
Bourg-En-Bresse,Lycée Lalande (0010013J),31,8,25,5,23,5,15,3
Bourges,Lycée Alain-Fournier (0180005H),24,3,16,1,11,1,10,1
Brest,Lycée Naval (0290063L),6,2,4,2,2,2,0,0
Brest,Lycée Sainte Anne (0290338K),13,3,12,3,9,1,3,1
Brest Cedex 2,Lycée de Kerichen (0290007A),33,13,26,12,26,12,5,4
Caen Cedex 4,Lycée Malherbe (0140013N),78,15,73,14,64,14,16,3
Cannes Cedex,Lycée Stanislas (0060673Z),20,4,15,4,14,4,8,2
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),30,12,13,4,13,4,9,2
Casablanca,ELBILIA SUP (99696011),8,3,5,3,5,3,4,2
Casablanca,ESTEM (E0004),14,5,9,3,8,3,7,3
Casablanca,Groupe scolaire La Résidence (3500055H),41,9,34,9,30,8,15,3
Casablanca,Lycée Al Khansaa (3500050C),24,8,16,4,13,4,11,4
Casablanca,Lycée Mohamed V (99926411),14,9,9,6,9,6,7,4
Castres,Lycée Borde Basse (0810959C),12,3,10,3,10,3,1,0
Chambéry,Lycée Vaugelas (0730013T),33,11,32,11,31,11,8,0
Chartres,Lycée Marceau (0280007F),36,6,35,6,31,6,22,5
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),28,6,27,6,23,5,7,2
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),20,2,20,2,18,2,11,1
Clermont-Ferrand,Lycée La Fayette (0630021F),21,2,20,2,19,2,12,1
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),26,10,19,9,18,8,0,0
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),38,9,37,9,32,7,16,2
Dijon,Lycée Carnot (0210015C),66,16,54,14,49,13,5,0
Douai,Lycée Albert Chatelet (0590063Y),22,11,20,9,17,6,5,1
Dunkerque Cedex,Lycée Jean Bart (0590071G),14,5,13,5,11,3,7,2
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),25,7,25,7,24,6,19,5
Epinal,Lycée Claude Gellee (0880020U),23,8,21,8,17,6,8,2
Evry,Lycée Parc des Loges (0911251R),22,7,20,7,16,5,11,4
Fès,CAP-GE ALKHYYAM (99694011),4,1,0,0,0,0,0,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),3,2,2,2,2,2,0,0
Fès,Etablissement Al Cachy (99695011),46,24,23,9,13,5,9,3
Fontainebleau,Lycée François 1er (0770927P),28,10,23,8,20,8,7,2
Forbach,Lycée Jean Moulin (0570029X),24,4,18,3,10,1,4,1
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),22,8,19,6,17,6,11,5
Grenoble Cedex 1,Lycée Champollion (0380027Y),25,7,21,6,20,6,3,1
Kenitra,Lycée Mohamed VI (99948211),16,6,6,3,2,1,0,0
Khouribga,Centre des classes péparatoires Ibn Abdoun (99699011),1,1,1,1,1,1,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),25,2,21,1,17,1,5,1
La Rochelle,Lycée Jean Dautet (0170028N),14,5,11,5,10,4,3,2
La Roche-Sur-Yon,Lycée Saint François d'Assise (0851642Y),20,4,19,4,18,4,12,3
Le Havre,Lycée François 1er (0760052U),40,6,38,6,35,6,13,1
Le Mans Cedex 01,Lycée Montesquieu (0720029R),12,2,8,1,6,0,4,0
Le Raincy,Lycée Albert Schweitzer (0930830X),23,4,17,4,17,4,5,0
Libreville,Ecole Supérieure de Management de Commerce et d'Informatique SupManagement (E0023),7,2,0,0,0,0,0,0
Libreville,Lycée LEON MBA (99928511),1,0,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),42,10,32,6,28,6,9,3
Limoges Cedex,Lycée Gay-Lussac (0870015U),22,4,20,4,19,3,4,0
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),13,5,11,5,8,3,1,1
Lyon,Lycée aux Lazaristes (0690522T),1,1,0,0,0,0,0,0
Lyon,Lycée Jean Perrin (0690082P),11,2,8,1,8,1,4,1
Lyon,Lycée La Martinière Monplaisir (0692866R),15,7,10,6,9,6,1,1
Lyon Cedex 06,Lycée du Parc (0690026D),6,1,2,0,2,0,1,0
Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,0,0,0,0,0,0
Mantes-La-Jolie Cedex,Lycée Saint Exupéry (0782539L),22,7,21,7,20,7,11,4
Marrakech,CPGE privée Koutoubia-Prépas (99697011),2,1,1,0,1,0,0,0
Marrakech,Ibn Ghazi (L0057),14,5,3,1,2,1,1,0
Marrakech,Lycée Ibn Timiya (99926511),3,2,2,1,1,1,0,0
Marseille,Lycée Notre Dame de Sion (0131341M),37,9,33,8,26,7,13,2
Marseille Cedex 1,Lycée Thiers (0130040Y),52,13,34,12,32,12,5,0
Maubeuge,Lycée Notre-Dame De Grâce (0592916Z),22,5,14,5,10,3,7,2
Meknès,CARNOT PREPAS (L0006),19,4,10,1,4,0,3,0
Meknès,First Preparatory Classes of High Schools Private (L0099),34,15,31,13,19,9,7,3
Meknès,Lycée Omar Ibn Al Khattab (99928611),5,1,3,1,3,1,2,0
Melun Cedex,Lycée Jacques Amyot (0770933W),36,7,29,5,26,4,7,0
Metz Cedex 1,Lycée Fabert (0570054Z),35,8,30,8,27,8,6,1
Mohammedia,Lycée Omar Khayyam - Mohammadia (99928911),4,0,0,0,0,0,0,0
Mohammedia,Lycée Technique - Mohammadia (99927711),3,1,3,1,2,1,1,1
Montpellier,Lycée Notre Dame de La Merci (0340881Y),8,2,8,2,8,2,2,0
Montpellier Cedex 2,Lycée Joffre (0340038G),19,5,16,5,16,5,4,1
Mulhouse,Lycée Albert Schweitzer (0680031P),33,6,28,6,18,5,9,3
Nabeul,IPEIN (99950811),2,1,1,0,1,0,0,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),9,3,6,2,6,2,1,0
Nantes,Lycée Saint Stanislas (0440163N),10,5,9,5,8,4,2,1
Nantes Cedex 1,Lycée Clémenceau (0440021J),12,5,8,3,8,3,1,0
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),15,6,11,6,9,5,3,0
Nice Cedex 1,Lycée Massena (0060030A),18,6,11,5,11,5,4,2
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),32,6,25,5,22,4,2,0
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),36,5,28,2,24,1,16,1
Nouakchott,Institut Préparatoire aux Grandes Ecoles d'Ingénieurs de Nouakchott (IPGEI) (L0084),3,0,1,0,0,0,0,0
Orléans,Lycée Saint Charles (0450110A),8,2,6,2,5,2,4,1
