ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
AGADIR,Etablissement Socrate (99698011),12,5,5,3,3,2,0,0
AGADIR,Groupe scolaire Al Qalam (99693001),3,0,2,0,2,0,1,0
AGADIR,Lycée Reda Slaoui (99926811),72,14,38,9,15,5,7,3
Aix-En-Provence,Lycée Militaire (0131596P),23,4,22,4,17,3,12,1
Aix-En-Provence,Lycée Paul Cezanne (0130002G),37,10,30,10,28,10,12,6
Amiens,Lycée Louis Thuillier (0800009A),56,16,44,9,37,7,22,4
Angers,Lycée Henri Bergson (0491966W),24,4,13,2,11,1,4,0
Angoulème,Lycée Guez De Balzac (0160002R),20,5,11,2,9,2,5,1
Annecy,Lycée Berthollet (0740003B),48,14,40,12,33,11,13,4
Antony,Lycée Sainte Marie (0920904H),28,3,21,2,21,2,8,0
Arras,Lycée Robespierre (0620006V),15,3,11,3,6,2,2,0
Autun,Lycée Militaire National (0711064W),18,1,8,0,6,0,5,0
BENI-MELLAL,Lycée Technique Mohamed V (99929811),17,5,5,2,4,2,1,1
Besançon,Lycée Victor Hugo (0250007X),61,17,47,13,40,10,9,2
BEYROUTH,Ecole Supérieure d'ingénieurs (99926311),1,0,0,0,0,0,0,0
Blois,Lycée Dessaignes (0410002E),28,10,9,4,8,3,5,3
Bordeaux,Lycée Camille Jullian (0330023W),32,9,32,9,25,8,14,4
Bordeaux,Lycée Michel Montaigne (0330021U),92,21,87,19,74,16,31,4
Boulogne-Sur-Mer,Lycée Mariette (0622949U),25,6,8,1,7,0,4,0
Bourg-En-Bresse,Lycée Lalande (0010013J),18,5,11,5,9,4,3,1
Bourges,Lycée Alain-Fournier (0180005H),23,11,10,3,5,1,2,1
Bressuire,Lycée Saint Joseph (0790080H),12,1,2,0,1,0,0,0
Brest,Lycée de Kerichen (0290007A),82,31,69,28,45,14,18,4
Brest,Lycée Naval (0290063L),25,4,24,3,22,3,16,2
Brest,Lycée Sainte Anne (0290338K),18,3,11,0,8,0,6,0
Caen,Lycée Malherbe (0140013N),87,22,66,18,57,13,22,3
CASABLANCA,ECO SUP GALILEE (99927511),12,4,3,2,1,1,1,1
CASABLANCA,Etablissement Al Bilia (99696011),16,3,4,0,2,0,1,0
CASABLANCA,Groupe scolaire La Résidence (3500055H),43,18,11,3,10,3,7,2
CASABLANCA,Lycée El Miza Center (99928411),26,8,5,1,4,1,3,1
CASABLANCA,Lycée Mohamed V (99926411),133,43,92,24,55,15,26,8
Chambery,Lycée Vaugelas (0730013T),34,10,30,8,22,5,11,2
Chartres,Lycée Marceau (0280007F),27,3,13,1,10,0,4,0
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),30,7,27,6,24,5,10,3
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),59,13,52,10,46,9,9,1
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),31,4,13,3,12,3,8,2
Clermont-Ferrand,Lycée La Fayette (0630021F),24,6,18,5,11,3,5,1
Compiègne,Lycée Pierre d'Ailly (0600014P),14,4,10,2,5,2,4,2
Corenc,ITEC Boisfleury Europe (0381675P),9,3,5,2,5,2,2,1
Dijon,Lycée Carnot (0210015C),101,28,85,22,70,17,19,4
Douai,Lycée Albert Chatelet (0590063Y),24,9,14,6,7,1,3,0
Dunkerque,Lycée Jean Bart (0590071G),17,5,10,2,8,1,3,0
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),24,5,13,4,10,3,4,0
Epinal,Lycée Claude Gellee (0880020U),24,7,17,6,16,6,7,3
Errachidia,Lycée Ibn Taher (99929511),9,4,5,2,3,2,2,1
Evry,Lycée Parc des Loges (0911251R),13,3,8,2,6,1,2,1
FES,Etablissement Al Cachy (99695011),31,7,14,3,9,2,6,1
FES,Lycée Moulay Idriss (99926711),53,13,38,8,26,4,10,1
FES,Prépas Al Khayyam (99694011),6,1,1,1,1,1,1,1
Fontainebleau,Lycée Francois 1er (0770927P),19,3,14,1,12,1,1,0
Forbach,Lycée Jean Moulin (0570029X),14,2,7,0,4,0,3,0
Fort-De-France,Lycée Bellevue (9720003W),24,11,4,3,4,3,2,2
GABES,IPEIG (99951112),1,0,0,0,0,0,0,0
Grenoble,Lycée Champollion (0380027Y),69,23,63,21,54,16,22,6
Jarville-La-Malgrange,Lycée La Malgrange (0541986R),13,2,10,2,7,1,3,1
KHOURIBGA,CPGE Ibn Abdoune (99699011),16,0,9,0,2,0,1,0
La Flèche,Prytanée National Militaire (0720896H),51,8,39,6,33,6,17,3
La Rochelle,Lycée Jean Dautet (0170028N),20,5,15,3,12,1,5,1
La Roche-Sur-Yon,Lycée Saint Joseph (0850083D),11,1,4,1,4,1,0,0
Le Havre,Lycée François 1er (0760052U),32,12,21,7,15,4,9,3
Le Mans,Lycée Montesquieu (0720029R),28,8,22,5,14,1,6,1
Le Raincy,Lycée Albert Schweitzer (0930830X),52,12,36,10,31,9,15,2
Lens,Lycée Condorcet (0620108F),13,3,1,0,1,0,0,0
LIBREVILLE,Lycée LEON MBA (99928511),1,0,0,0,0,0,0,0
Lille,Lycée Faidherbe (0590119J),103,30,91,25,80,19,32,7
Limoges,Lycée Gay-Lussac (0870015U),27,7,25,7,22,7,8,4
Lorient,Lycée Dupuy De Lôme (0560025Y),13,2,12,2,8,2,4,1
Lyon,Institution des Chartreux (0690564N),2,1,0,0,0,0,0,0
Lyon,Lycée Aux Lazaristes (0690522T),33,7,33,7,28,6,3,0
Lyon,Lycée du Parc (0690026D),89,33,84,31,77,29,19,7
Lyon,Lycée Jean Perrin (0690082P),27,7,16,4,12,3,8,1
Lyon,Lycée La Martiniere Monplaisir (0692866R),78,32,70,29,56,24,26,10
Mantes-La-Jolie,Lycée Saint Exupéry (0782539L),15,0,8,0,6,0,4,0
MARRAKECH,BEFRA - Ecole Royale de l'Air (99927811),6,0,0,0,0,0,0,0
MARRAKECH,CPGE privée Koutoubia-Prépas (99697011),16,7,5,3,0,0,0,0
MARRAKECH,Lycée El Amrani II (3500006D),9,1,1,0,0,0,0,0
MARRAKECH,Lycée Ibnou Taimiya (99926511),39,8,26,4,7,0,6,0
Marrakech,Menara-Prépas (99928811),4,2,1,0,0,0,0,0
Marseille,Lycée Notre Dame de Sion (0131341M),22,6,14,4,13,4,5,1
Marseille,Lycée Thiers (0130040Y),91,27,81,24,69,21,12,3
Maubeuge,Lycée Notre-Dame De Grâce (0592916Z),12,1,6,1,5,1,4,1
MEKNES,Prépa - Sup Ibn Ghazi El Meknassi (99901121),10,3,2,1,0,0,0,0
MEKNES,Lycée Omar Ibn El Khattab CPGE (99928611),47,18,24,10,19,8,11,4
Melun,Lycée Jacques Amyot (0770933W),25,9,12,3,10,3,3,0
Metz,Lycée Fabert (0570054Z),75,21,59,15,47,13,13,5
Mohammedia,Omar El Khayyam (99928911),6,1,5,1,2,0,1,0
MONASTIR,I.P.E.I (99949911),2,1,0,0,0,0,0,0
Montpellier,Lycée Jean Mermoz (0340042L),1,0,0,0,0,0,0,0
Montpellier,Lycée Joffre (0340038G),84,20,77,19,65,18,18,4
Montpellier,Lycée Notre Dame de La Merci (0340881Y),28,8,24,7,20,6,11,3
Mulhouse,Lycée Albert Schweitzer (0680031P),51,18,31,12,25,8,15,5
NABEUL,IPEIN (99950811),1,0,0,0,0,0,0,0
Nancy,Lycée Henri Poincaré (0540038Y),54,15,43,12,37,9,17,5
Nantes,Lycée Clémenceau (0440021J),52,12,48,12,39,12,10,3
Nantes,Lycée St Stanislas (0440163N),42,3,30,3,24,2,8,2
