ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
RENNES,CHATEAUBRIAND,67,16,25,5,22,4,7,0
SAINT-BRIEUC,RABELAIS,13,7,3,3,3,3,0,0
EVREUX,ARISTIDE BRIAND,9,3,1,0,1,0,0,0
LE HAVRE,FRANCOIS 1ER,10,2,4,0,4,0,0,0
ROUEN,CORNEILLE,56,15,34,9,31,9,7,2
MULHOUSE,A. SCHWEITZER,14,2,2,0,2,0,0,0
STRASBOURG,KLEBER,73,24,44,9,42,8,13,2
TOULOUSE,BELLEVUE,33,8,20,3,19,3,4,2
TOULOUSE,DEODAT DE SEVERAC,24,8,11,1,10,1,0,0
BALMA,SALIEGE,61,12,30,7,28,7,7,3
TOULOUSE,PIERRE DE FERMAT,62,18,46,12,42,8,8,2
MONTBONNOT,PUPILLES DE L'AIR,4,2,1,0,0,0,0,0
CAEN,SAINTE MARIE,10,2,0,0,0,0,0,0
AVIGNON,SAINT JOSEPH,11,1,1,0,1,0,0,0
TUNIS,I.P.E.I.T,1,0,1,0,0,0,0,0
RENNES,ASSOMPTION,14,4,2,0,2,0,0,0
ALBI,LAPEROUSE,5,0,1,0,1,0,1,0
PERIGUEUX,BERTRAN-DE-BORN,7,1,0,0,0,0,0,0
SAINT-QUENTIN,PIERRE DE LA RAMEE,1,0,0,0,0,0,0,0
PARIS 04,IPESUP,17,3,15,3,15,3,1,0
LYON,JEAN PERRIN,11,2,1,0,1,0,1,0
JARVILLE,LA MALGRANGE,3,1,0,0,0,0,0,0
AIX-EN-PROVENCE,LYCEE MILITAIRE,4,0,2,0,0,0,0,0
ORLEANS,SAINT CHARLES,2,0,0,0,0,0,0,0
PARIS 15,URANIE,17,2,6,1,4,1,0,0
TARBES,THEOPHILE GAUTIER,8,3,0,0,0,0,0,0
TUNIS,IPEST,18,4,17,3,16,2,8,2
QUIMPER,LYCEE BRIZEUX,19,6,4,1,4,1,1,0
SAINTE CLOTILDE,LECONTE DE LISLE,6,0,0,0,0,0,0,0
FORT DE FRANCE,DE BELLEVUE,13,5,1,1,1,1,0,0
POINTE A PITRE,BAIMBRIDGE,18,10,0,0,0,0,0,0
