ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,38,13,24,7,24,7,5,1
MARSEILLE,THIERS,83,20,60,13,52,10,13,2
SALON DE PROVENCE,L'EMPERI,18,3,0,0,0,0,0,0
AMIENS,THUILLIER,16,3,2,1,1,0,1,0
COMPIEGNE,PIERRE D'AILLY,9,3,1,0,1,0,0,0
BELFORT,CONDORCET,16,8,2,1,2,1,0,0
BESANCON,VICTOR HUGO,36,9,21,6,21,6,7,1
BAYONNE,RENE CASSIN,8,1,2,0,2,0,0,0
BORDEAUX,CAMILLE JULLIAN,18,6,8,3,8,3,0,0
BORDEAUX,MICHEL MONTAIGNE,49,16,21,5,18,3,5,0
PAU,LOUIS BARTHOU,35,9,16,4,11,3,1,0
CAEN,VICTOR HUGO,43,11,16,5,15,5,7,2
CLERMONT-FERRAND,BLAISE PASCAL,38,12,16,3,13,3,5,0
DIJON,CARNOT,34,5,8,1,8,1,0,0
ANNECY,BERTHOLLET,38,13,21,8,16,6,6,2
GRENOBLE,CHAMPOLLION,60,28,34,13,32,13,10,4
LA TRONCHE,ITEC- BOISFLEURY,6,0,0,0,0,0,0,0
VALENCE,CAMILLE VERNET,10,0,8,0,7,0,1,0
ARRAS,ROBESPIERRE,19,7,4,1,3,0,0,0
DOUAI,A. CHATELET,18,8,5,2,4,2,1,1
DUNKERQUE,JEAN BART,2,1,1,1,1,1,0,0
LENS,CONDORCET,1,0,0,0,0,0,0,0
LILLE,FAIDHERBE,51,10,34,6,27,6,7,2
TOURCOING,GAMBETTA,12,3,2,0,1,0,1,0
VALENCIENNES,HENRI WALLON,63,11,40,2,36,1,4,0
LIMOGES,GAY LUSSAC,37,12,16,5,13,4,3,1
BOURG EN BRESSE,LALANDE,22,4,2,1,1,1,1,1
LYON,AUX LAZARISTES,26,4,18,2,17,2,0,0
LYON,LE PARC,119,33,99,25,93,25,23,6
LYON,LA MARTINIERE,36,20,23,12,20,10,4,1
SAINT-ETIENNE,FAURIEL,54,21,14,4,14,4,4,1
MONTPELLIER,JOFFRE,62,23,28,9,26,9,8,4
NIMES,ALPHONSE DAUDET,18,4,1,0,1,0,0,0
PERPIGNAN,F. ARAGO,11,4,2,0,2,0,1,0
METZ,FABERT,37,9,15,3,13,2,4,0
NANCY,HENRI POINCARE,74,20,32,8,28,6,10,3
ANGERS,HENRI BERGSON,4,1,0,0,0,0,0,0
LA FLECHE,PRYTANEE MILITAIRE,10,1,2,1,1,1,1,1
LA ROCHE SUR YON,SAINT JOSEPH,1,0,0,0,0,0,0,0
LE MANS,MONTESQUIEU,21,3,14,1,13,1,1,0
NANTES,GEORGES CLEMENCEAU,65,21,34,9,33,9,7,2
NANTES,SAINT STANISLAS,18,7,4,2,3,2,0,0
SAINT-NAZAIRE,ARISTIDE BRIAND,4,3,0,0,0,0,0,0
NICE,MASSENA,22,5,20,5,16,3,6,0
TOULON,DUMONT D'URVILLE,18,4,8,1,7,0,3,0
VALBONNE,CENTRE INTERNATIONAL,28,9,15,3,11,1,1,0
BOURGES,ALAIN FOURNIER,4,2,0,0,0,0,0,0
CHARTRES,MARCEAU,14,2,4,0,4,0,0,0
ORLEANS,POTHIER,39,12,20,8,17,7,3,1
TOURS,DESCARTES,36,7,19,1,15,1,3,0
ANTONY,SAINTE MARIE,23,8,11,4,11,4,1,0
ENGHIEN LES BAINS,GUSTAVE MONOD,8,1,2,0,1,0,1,0
FONTAINEBLEAU,FRANCOIS 1ER,13,6,2,1,2,1,0,0
LE RAINCY,ALBERT SCHWEITZER,10,2,4,1,3,1,1,0
MELUN,JACQUES AMYOT,14,4,1,1,1,1,0,0
NEUILLY SUR SEINE,PASTEUR,63,13,53,9,53,9,8,2
ORSAY,BLAISE PASCAL,31,10,21,5,20,4,4,1
PARIS 03,TURGOT,29,8,7,3,7,3,2,1
PARIS 04,CHARLEMAGNE,78,29,53,17,46,15,5,2
PARIS 05,HENRI IV,47,10,43,9,41,8,2,0
PARIS 05,LAVOISIER,32,14,5,3,4,2,0,0
PARIS 05,LOUIS LE GRAND,126,40,112,37,108,36,12,7
PARIS 06,STANISLAS,36,3,30,3,30,3,6,0
PARIS 06,FENELON,41,14,30,9,28,9,7,3
PARIS 06,SAINT LOUIS,179,69,120,46,110,42,20,7
PARIS 08,CHAPTAL,53,15,31,10,30,9,7,3
PARIS 08,SAINTE MARIE FENELON,24,4,12,0,12,0,2,0
PARIS 09,CONDORCET,26,7,12,1,8,0,2,0
PARIS 09,JACQUES DECOUR,28,6,18,4,16,4,4,3
PARIS 13,ENCPB,16,3,2,0,2,0,1,0
PARIS 15,BUFFON,24,6,11,3,10,2,0,0
PARIS 15,OURANIA,14,2,9,0,9,0,0,0
PARIS 15,FRESNEL,3,0,1,0,0,0,0,0
PARIS 16,JANSON DE SAILLY,100,22,63,12,61,12,17,2
PARIS 17,CARNOT,22,10,2,1,2,1,1,0
PARIS 17,HONORE DE BALZAC,11,4,2,0,2,0,0,0
SAVIGNY SUR ORGE,J. B. COROT,16,7,6,2,6,2,0,0
SCEAUX,LAKANAL,54,16,27,7,23,5,4,1
ST GERMAIN EN LAYE,JEANNE D'ALBRET,21,6,1,0,1,0,0,0
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,36,10,23,4,19,4,0,0
VANVES,MICHELET,16,4,9,2,8,2,1,0
VERSAILLES,SAINTE GENEVIEVE,128,30,121,29,118,28,21,9
VERSAILLES,HOCHE,67,18,59,13,57,12,14,3
LA ROCHELLE,J. DAUTET,3,1,0,0,0,0,0,0
POITIERS,CAMILLE GUERIN,31,9,10,1,8,1,1,0
REIMS,FRANKLIN ROOSEVELT,26,7,9,2,7,2,2,0
BREST,KERICHEN,27,8,9,3,6,3,0,0
BREST,SAINTE ANNE,14,5,0,0,0,0,0,0
LORIENT,DUPUY DE LOME,9,0,1,0,1,0,1,0
