ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Lycée Reda Slaoui (99926811),24,3,12,0,5,0,2,0
Albi,Lycée Louis Rascol (0810004P),35,5,32,4,30,4,13,2
Alès,Lycée Jean-Baptiste Dumas - C.T. (0300002P),29,3,26,3,20,1,13,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),18,1,14,1,7,0,1,0
Aubervilliers,Lycée Le Corbusier (0930117X),14,3,9,3,7,3,2,0
Benguérir,LYDEX (L0081),20,5,20,5,15,3,1,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),16,7,10,4,6,2,1,0
Brive-La-Gaillarde,Lycée Georges Cabanis (0190010H),25,2,25,2,23,2,10,1
Cachan,Lycée Gustave Eiffel (0940111K),34,4,27,2,24,2,8,2
Cannes Cedex,Lycée Jules Ferry (0060014H),30,3,28,3,22,2,18,1
Chambéry,Lycée Monge (0730016W),31,2,27,2,21,0,12,0
Clermont-Ferrand,Lycée La Fayette (0630021F),16,1,14,1,10,1,6,1
Colmar,Lycée Blaise Pascal (0680010S),19,2,17,1,13,1,7,1
Corbeil-Essonnes,Lycée Robert Doisneau (0910620E),23,0,14,0,11,0,2,0
Dijon,Lycée Gustave Eiffel (0211033J),37,0,29,0,26,0,19,0
Fort-De-France,Lycée Joseph Gaillard (9720004X),22,2,2,0,2,0,0,0
Haguenau,Lycée Alphonse Heinrich (0671509B),22,1,21,1,18,1,8,1
La Rochelle,Lycée Léonce Vieljeux (0170029P),34,2,34,2,31,2,19,1
La Roche-Sur-Yon,Lycée Saint François d'Assise (0851642Y),6,0,6,0,6,0,5,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),17,3,13,3,10,2,4,1
Lorient,Lycée Saint Joseph Lorient (0560181T),39,4,34,3,29,1,12,1
Lyon,Lycée aux Lazaristes (0690522T),39,3,36,3,35,3,17,1
Lyon,Lycée Edouard Branly (0690128P),35,1,32,1,26,1,11,0
Marseille,Lycée Antonin Artaud (0132733A),26,1,23,1,18,0,9,0
Meaux,Lycée Pierre de Coubertin (0770931U),25,0,22,0,14,0,7,0
Metz,Lycée Louis Vincent (0570058D),25,3,18,1,12,1,3,1
Mohammedia,Lycée Technique - Mohammadia (99927711),40,11,20,5,10,3,6,2
Montbelliard,Lycée Polyvalent (0251994G),17,0,14,0,12,0,7,0
Montceau-Les-Mines,Lycée Henri Parriat (0710054Y),24,2,20,2,16,2,11,0
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),16,2,8,0,4,0,1,0
Oujda,Lycée Omar Ibn Abdelaziz (99927611),12,4,3,0,1,0,0,0
Paris,Lycée Raspail (0750691U),40,3,38,2,30,2,16,1
Paris 6e,Lycée Saint-Nicolas (0754025T),20,0,19,0,17,0,8,0
Pau,Lycée Saint-Cricq (0640057P),34,2,27,2,20,1,6,0
Rueil-Malmaison,Lycée Richelieu (0920799U),33,1,30,0,24,0,9,0
Safi,Lycée Moulay Abdellah (99929411),38,9,32,7,10,1,5,0
Saint-Benoit,Lycée Amiral Pierre Bouvet (9740471U),20,2,18,2,14,1,7,1
Saint-Brieuc,Lycée Chaptal (0220058U),29,3,28,3,22,2,14,2
Saint-Etienne,Lycée Etienne Mimard (0420046X),23,1,17,0,14,0,6,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),26,1,23,1,17,1,9,0
Saint-Orens-De-Gameville,Lycée Pierre-Paul Riquet (0312289V),22,0,18,0,14,0,7,0
Saint-Ouen-L'Aumone,Lycée Jean Perrin (0951104J),42,3,32,2,26,1,10,0
Sale,Collège Selmane Al-Farissi (L0002),23,6,12,1,4,0,2,0
Settat,Centre des classes préparatoires Settat (E0003),21,2,10,1,6,1,3,1
Sotteville-Lès-Rouen,Lycée Marcel Sembat (0760110G),34,1,24,1,18,1,9,0
Toulon,Lycée Rouvière (0830056K),26,0,24,0,23,0,7,0
Tourcoing,Lycée Colbert (0590214M),16,1,14,1,14,1,6,1
Troyes,Lycée Les Lombards (0100025Y),24,2,18,1,15,1,7,0
Valenciennes,Lycée Du Hainaut (0590223X),29,2,21,2,10,2,3,1
Versailles,Lycée Jules Ferry (0782565P),19,0,17,0,17,0,7,0
