year,concours,prepa,ville,etablissement,inscrits,inscrits dont filles,admissibles,admissibles dont filles,classes,classes dont filles,integres,integres dont filles
2016,centrale-supelec,PC,Paris,Lycée Saint-Louis (0750658H),162,78,126,59,109,53,30,12
2016,centrale-supelec,PC,Paris,Lycée Honoré De Balzac (0750705J),5,0,1,0,1,0,0,0
2016,centrale-supelec,PC,Paris,Lycée Janson de Sailly (0750699C),102,33,65,19,49,14,20,4
2016,centrale-supelec,PC,Paris 4e,Lycée Charlemagne (0750652B),68,19,44,13,27,7,6,2
2016,centrale-supelec,PC,Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),29,6,22,6,19,5,4,2
2016,centrale-supelec,PC,Paris Cedex 03,Lycée Turgot (0750647W),17,5,6,1,4,0,4,0
2016,centrale-supelec,PC,Paris Cedex 05,Lycée Henri IV (0750654D),51,11,50,11,46,11,12,2
2016,centrale-supelec,PC,Paris Cedex 05,Lycée Louis Le Grand (0750655E),114,47,106,44,100,42,21,10
2016,centrale-supelec,PC,Paris Cedex 06,Lycée Stanislas (0753840S),92,27,84,24,83,24,31,4
2016,centrale-supelec,PC,Paris Cedex 09,Lycée Jacques Decour (0750668U),38,14,16,5,11,1,3,0
2016,centrale-supelec,PC,Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),10,4,1,1,1,1,1,1
2016,centrale-supelec,PC,Paris 15e,Lycée Buffon (0750693W),32,7,10,2,4,1,0,0
2016,centrale-supelec,PC,Paris 17e,Lycée Carnot (0750704H),14,5,3,1,2,0,0,0
2016,centrale-supelec,PC,Paris 4e,IPESUP (0753144K),8,7,4,3,3,2,0,0
2016,centrale-supelec,PC,Paris 5e,Lycée Lavoisier (0750656F),27,6,9,1,7,1,2,0
2016,centrale-supelec,PC,Paris 6e,Lycée Fénelon (0750660K),41,24,35,19,31,15,12,5
2016,centrale-supelec,PC,Paris 8e,Lycée Chaptal (0750663N),68,20,30,6,24,6,5,0
2016,centrale-supelec,PC,Paris 9e,Lycée Condorcet (0750667T),16,4,11,3,6,2,1,0
2016,centrale-supelec,PC,Pau Cedex,Lycée Louis Barthou (0640055M),35,16,12,3,8,2,2,0
2016,centrale-supelec,PC,Périgueux Cedex,Lycée Bertran de Born (0240024W),11,2,1,0,1,0,0,0
2016,centrale-supelec,PC,Perpignan,Lycée François Arago (0660010C),3,0,0,0,0,0,0,0
2016,centrale-supelec,PC,Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),9,3,5,0,5,0,2,0
2016,centrale-supelec,PC,Poitiers Cedex,Lycée Camille Guérin (0860035W),36,13,20,10,15,8,5,2
2016,centrale-supelec,PC,Quimper,Lycée Auguste Brizeux (0290069T),1,1,1,1,1,1,1,1
2016,centrale-supelec,PC,Reims Cedex,Lycée Franklin Roosevelt (0510034K),18,6,6,2,4,0,0,0
2016,centrale-supelec,PC,Rennes,Lycée privé Assomption (0350778F),11,4,0,0,0,0,0,0
2016,centrale-supelec,PC,Rennes Cedex 7,Lycée Chateaubriand (0350710G),64,18,33,10,25,8,9,2
2016,centrale-supelec,PC,Rouen Cedex,Lycée Pierre Corneille (0760090K),59,18,28,6,21,3,8,1
2016,centrale-supelec,PC,Saint-Brieuc Cedex,Lycée Francois Rabelais (0220056S),2,1,0,0,0,0,0,0
2016,centrale-supelec,PC,Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),9,3,3,1,3,1,0,0
2016,centrale-supelec,PC,Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),38,15,15,4,10,2,1,1
2016,centrale-supelec,PC,Saint-Germain-En-Laye Cedex,Lycée Jeanne D'Albret (0782132U),5,1,2,1,1,0,0,0
2016,centrale-supelec,PC,Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),13,4,8,3,7,2,2,2
2016,centrale-supelec,PC,Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),64,22,35,10,26,7,6,0
2016,centrale-supelec,PC,Saint-Nazaire,Lycée Aristide Briand (0440069L),8,3,2,0,1,0,1,0
2016,centrale-supelec,PC,Saint-Quentin,Lycée Pierre de La Ramée (0020049T),4,0,3,0,2,0,1,0
2016,centrale-supelec,PC,Salon-De-Provence,Lycée de l'Emperi (0130160D),2,0,0,0,0,0,0,0
2016,centrale-supelec,PC,Savigny-Sur-Orge Cedex,Lycée Jean Baptiste Corot (0910627M),17,4,7,3,4,2,2,1
2016,centrale-supelec,PC,Sceaux Cedex,Lycée Lakanal (0920145H),78,31,60,25,50,20,19,5
2016,centrale-supelec,PC,Sophia Antipolis Cedex,Lycée international de Valbonne (0061642C),12,2,2,0,1,0,1,0
2016,centrale-supelec,PC,Strasbourg Cedex,Lycée Kleber (0670080Y),53,19,33,6,27,5,9,1
2016,centrale-supelec,PC,Tarbes Cedex,Lycée Théophile Gautier (0650025Z),3,0,0,0,0,0,0,0
2016,centrale-supelec,PC,Toulon Cedex,Lycée Dumont D'Urville (0830053G),13,3,0,0,0,0,0,0
2016,centrale-supelec,PC,Toulouse,Lycée Bellevue (0310038Y),25,9,11,1,8,1,1,0
2016,centrale-supelec,PC,Toulouse,Lycée Déodat de Séverac (0310044E),14,4,3,1,2,1,0,0
2016,centrale-supelec,PC,Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),67,21,55,15,50,13,23,5
2016,centrale-supelec,PC,Tours Cedex 1,Lycée Descartes (0370035M),20,6,12,2,10,2,1,0
2016,centrale-supelec,PC,Troyes,Lycée Chrestien De Troyes (0100022V),2,0,1,0,0,0,0,0
2016,centrale-supelec,PC,Tulle,Lycée Edmond Perrier (0190032G),1,0,0,0,0,0,0,0
2016,centrale-supelec,PC,Tunis,IPEST (99926211),2,2,1,1,0,0,0,0
2016,centrale-supelec,PC,Valenciennes Cedex,Lycée Henri Wallon (0590221V),52,10,26,7,21,4,8,2
2016,centrale-supelec,PC,Vanves Cedex,Lycée Michelet (0920149M),33,10,19,5,12,2,3,0
2016,centrale-supelec,PC,Versailles Cedex,Lycée Hoche (0782562L),75,17,71,17,66,15,27,7
2016,centrale-supelec,PC,Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),139,43,137,43,136,43,43,14
2016,ccp,PC,Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),30,11,26,9,19,7,8,3
2016,ccp,PC,Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),88,29,84,28,70,21,21,10
2016,ccp,PC,Albi,Lycée Laperouse (0810006S),28,11,23,10,21,9,14,6
2016,ccp,PC,Amiens Cedex 03,Lycée Louis Thuillier (0800009A),36,10,29,10,27,9,13,2
2016,ccp,PC,Angers Cedex 01,Lycée Henri Bergson (0491966W),26,4,24,4,23,4,9,3
2016,ccp,PC,Annecy Cedex,Lycée Berthollet (0740003B),67,28,63,27,62,26,21,11
2016,ccp,PC,Annonay,Lycée Saint Denis (0071126L),9,5,6,3,5,2,4,2
2016,ccp,PC,Antony,Lycée Sainte Marie (0920904H),29,9,21,5,18,4,6,3
2016,ccp,PC,Arras,Lycée Robespierre (0620006V),19,8,7,4,4,2,2,1
2016,ccp,PC,Avignon,Lycée Saint Joseph (0840072X),18,5,12,5,10,4,3,0
2016,ccp,PC,Balma,Lycée Saliège (0312408Z),74,23,68,23,63,22,23,7
2016,ccp,PC,Bayonne,Lycée René Cassin (0640010N),35,11,31,9,28,7,14,1
2016,ccp,PC,Beaucamps-Ligny,Lycée Sainte Marie (0592932S),21,4,11,4,7,2,0,0
2016,ccp,PC,Belfort,Lycée Raoul Follereau (0900004R),19,9,15,7,14,7,7,4
2016,ccp,PC,Besançon,Lycée Victor Hugo (0250007X),48,15,38,12,37,11,18,8
2016,ccp,PC,Bordeaux Cedex,Lycée Camille Jullian (0330023W),37,15,32,12,29,12,15,6
2016,ccp,PC,Bordeaux Cedex,Lycée Michel Montaigne (0330021U),64,17,62,17,53,17,11,6
2016,ccp,PC,Bourg-En-Bresse,Lycée Lalande (0010013J),27,9,18,6,17,6,7,2
2016,ccp,PC,Brest,Lycée Sainte Anne (0290338K),14,8,6,3,3,2,1,0
2016,ccp,PC,Brest Cedex 2,Lycée de Kerichen (0290007A),37,13,29,10,25,10,10,6
2016,ccp,PC,Caen,Lycée Privé Sainte-Marie (0141164P),8,1,3,0,2,0,0,0
2016,ccp,PC,Caen,Lycée Victor Hugo (0142059M),65,18,45,14,37,12,13,5
2016,ccp,PC,Chartres,Lycée Marceau (0280007F),23,6,10,2,9,2,5,1
2016,ccp,PC,Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),60,12,57,11,50,9,16,3
2016,ccp,PC,Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),20,7,12,3,4,1,2,0
2016,ccp,PC,Dijon,Lycée Carnot (0210015C),67,19,60,16,56,15,33,9
2016,ccp,PC,Douai,Lycée Albert Chatelet (0590063Y),32,12,24,11,14,4,3,0
2016,ccp,PC,Dunkerque Cedex,Lycée Jean Bart (0590071G),17,3,10,2,8,2,3,0
2016,ccp,PC,Enghien-Les-Bains,Lycée Gustave Monod (0952196W),23,7,12,6,11,5,3,1
2016,ccp,PC,Epinay-Sur-Seine,Lycée Jacques Feyder (0930120A),2,0,0,0,0,0,0,0
2016,ccp,PC,Evreux,Lycée Aristide Briand (0270016W),14,0,8,0,7,0,4,0
2016,ccp,PC,Fontainebleau,Lycée François 1er (0770927P),22,7,16,6,16,6,10,3
2016,ccp,PC,Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),22,9,9,6,6,4,4,2
2016,ccp,PC,Grenoble Cedex 1,Lycée Champollion (0380027Y),72,22,70,21,59,19,43,17
2016,ccp,PC,La Flèche Cedex,Prytanée National Militaire (0720896H),19,1,16,1,13,1,7,1
2016,ccp,PC,La Mulatière,Lycée Assomption Bellevue (0690539L),39,24,26,16,15,6,7,2
2016,ccp,PC,La Rochelle,Lycée Jean Dautet (0170028N),16,5,8,4,6,2,4,1
2016,ccp,PC,La Roche-Sur-Yon,Lycée Pierre Mendès-France (0850025R),8,4,7,3,3,0,2,0
2016,ccp,PC,Le Havre,Lycée François 1er (0760052U),19,6,16,6,15,6,8,3
2016,ccp,PC,Le Mans Cedex 01,Lycée Montesquieu (0720029R),29,6,25,5,23,3,10,1
2016,ccp,PC,Le Raincy,Lycée Albert Schweitzer (0930830X),33,13,22,9,16,7,7,3
2016,ccp,PC,Lille,E.H.E.I.L (09000101),1,0,0,0,0,0,0,0
2016,ccp,PC,Lille Cedex,Lycée Faidherbe (0590119J),84,27,81,25,74,25,19,7
2016,ccp,PC,Limoges Cedex,Lycée Gay-Lussac (0870015U),31,16,29,14,29,14,6,4
2016,ccp,PC,Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),30,16,27,15,26,15,7,6
2016,ccp,PC,Lyon,Lycée aux Lazaristes (0690522T),13,3,11,3,10,3,5,2
2016,ccp,PC,Lyon,Lycée Jean Perrin (0690082P),29,10,24,8,22,8,13,5
2016,ccp,PC,Lyon,Lycée La Martinière Monplaisir (0692866R),61,24,56,23,55,23,31,14
2016,ccp,PC,Lyon Cedex 06,Lycée du Parc (0690026D),124,45,123,45,105,41,25,7
2016,ccp,PC,Marseille Cedex 1,Lycée Thiers (0130040Y),87,27,85,26,72,23,25,9
2016,ccp,PC,Melun Cedex,Lycée Jacques Amyot (0770933W),32,15,25,11,20,9,9,3
2016,ccp,PC,Metz Cedex 1,Lycée Fabert (0570054Z),63,19,56,16,53,16,24,9
2016,ccp,PC,Monastir,I.P.E.I (99949911),1,0,0,0,0,0,0,0
2016,ccp,PC,MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),18,5,16,4,15,4,9,2
2016,ccp,PC,Montpellier Cedex 2,Lycée Joffre (0340038G),73,34,65,29,59,28,26,17
2016,ccp,PC,Mulhouse,Lycée Albert Schweitzer (0680031P),18,7,10,5,9,5,5,3
2016,ccp,PC,Nancy Cedex,Lycée Henri Poincaré (0540038Y),73,35,72,35,69,35,34,21
2016,ccp,PC,Nantes,Lycée Saint Stanislas (0440163N),26,10,20,10,16,10,4,4
2016,ccp,PC,Nantes Cedex 1,Lycée Clémenceau (0440021J),79,32,78,32,74,31,25,11
2016,ccp,PC,Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),71,27,70,27,59,25,9,3
2016,ccp,PC,Nice Cedex 1,Lycée Massena (0060030A),95,40,89,36,79,33,26,12
2016,ccp,PC,Nîmes Cedex,Lycée Alphonse Daudet (0300021K),24,11,14,7,14,7,7,3
2016,ccp,PC,Orléans Cedex 1,Lycée Pothier (0450049J),66,25,46,19,43,19,17,7
2016,ccp,PC,Orsay,Lycée Blaise Pascal (0910626L),36,14,34,13,32,13,11,6
2016,ccp,PC,Paris,Lycée Saint-Louis (0750658H),159,79,153,77,140,72,36,25
2016,ccp,PC,Paris,Lycée Honoré De Balzac (0750705J),14,2,10,1,8,0,2,0
2016,ccp,PC,Paris,Lycée Janson de Sailly (0750699C),103,37,96,34,84,32,21,9
2016,ccp,PC,Paris 4e,Lycée Charlemagne (0750652B),71,20,65,19,52,17,18,6
2016,ccp,PC,Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),31,7,29,7,26,5,2,1
2016,ccp,PC,Paris Cedex 03,Lycée Turgot (0750647W),34,14,20,8,15,7,3,2
2016,ccp,PC,Paris Cedex 05,Lycée Henri IV (0750654D),18,5,15,5,13,5,3,1
2016,ccp,PC,Paris Cedex 05,Lycée Louis Le Grand (0750655E),59,27,48,25,35,20,4,2
2016,ccp,PC,Paris Cedex 06,Lycée Stanislas (0753840S),63,22,54,19,42,15,7,5
2016,ccp,PC,Paris Cedex 09,Lycée Jacques Decour (0750668U),39,15,38,15,32,13,7,3
2016,ccp,PC,Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),28,13,20,10,18,9,8,4
2016,ccp,PC,Paris 15e,Lycée Buffon (0750693W),37,10,34,9,32,8,12,3
2016,ccp,PC,Paris 17e,Lycée Carnot (0750704H),24,11,19,7,11,4,6,2
2016,ccp,PC,Paris 4e,IPESUP (0753144K),8,7,6,5,6,5,3,2
2016,ccp,PC,Paris 5e,Lycée Lavoisier (0750656F),38,10,23,8,18,6,5,1
2016,ccp,PC,Paris 6e,Lycée Fénelon (0750660K),40,24,38,23,29,21,9,8
2016,ccp,PC,Paris 8e,Lycée Chaptal (0750663N),76,26,69,22,62,22,25,11
2016,ccp,PC,Paris 9e,Lycée Condorcet (0750667T),18,6,14,4,12,3,3,1
2016,ccp,PC,Pau Cedex,Lycée Louis Barthou (0640055M),66,28,52,22,47,21,19,9
2016,ccp,PC,Périgueux Cedex,Lycée Bertran de Born (0240024W),20,2,11,0,9,0,2,0
2016,ccp,PC,Perpignan,Lycée François Arago (0660010C),24,10,15,6,14,5,8,2
2016,ccp,PC,Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),22,12,12,5,8,5,2,2
2016,ccp,PC,Poitiers Cedex,Lycée Camille Guérin (0860035W),57,20,39,19,36,18,18,9
2016,ccp,PC,Quimper,Lycée Auguste Brizeux (0290069T),28,12,14,4,12,4,5,2
2016,ccp,PC,Reims Cedex,Lycée Franklin Roosevelt (0510034K),56,17,45,14,37,12,11,5
2016,ccp,PC,Rennes,Lycée privé Assomption (0350778F),18,5,10,4,10,4,4,1
2016,ccp,PC,Rennes Cedex 7,Lycée Chateaubriand (0350710G),72,20,67,19,62,18,22,6
2016,ccp,PC,Rouen Cedex,Lycée Pierre Corneille (0760090K),68,19,64,19,59,18,20,8
2016,ccp,PC,Saint-Brieuc Cedex,Lycée Francois Rabelais (0220056S),17,8,11,5,11,5,7,3
2016,ccp,PC,Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),25,11,15,5,13,5,2,1
2016,ccp,PC,Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),59,22,54,21,51,21,32,14
2016,ccp,PC,Saint-Germain-En-Laye Cedex,Lycée Jeanne D'Albret (0782132U),21,9,19,7,17,7,13,5
2016,ccp,PC,Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),13,4,11,4,9,2,4,0
2016,ccp,PC,Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),73,26,64,23,52,21,17,13
2016,ccp,PC,Saint-Nazaire,Lycée Aristide Briand (0440069L),31,13,23,8,23,8,13,3
2016,ccp,PC,Saint-Quentin,Lycée Pierre de La Ramée (0020049T),12,1,8,1,7,1,0,0
2016,ccp,PC,Salon-De-Provence,Lycée de l'Emperi (0130160D),31,9,7,2,5,1,3,1
2016,ccp,PC,Savigny-Sur-Orge Cedex,Lycée Jean Baptiste Corot (0910627M),30,11,28,11,24,8,6,3
2016,ccp,PC,Sceaux Cedex,Lycée Lakanal (0920145H),80,33,76,33,66,31,15,9
2016,ccp,PC,Sophia Antipolis Cedex,Lycée international de Valbonne (0061642C),36,12,23,9,17,7,9,5
2016,ccp,PC,Strasbourg Cedex,Lycée Kleber (0670080Y),83,30,79,28,72,25,26,12
2016,ccp,PC,Tarbes Cedex,Lycée Théophile Gautier (0650025Z),28,7,18,6,12,6,4,2
2016,ccp,PC,Toulon Cedex,Lycée Dumont D'Urville (0830053G),46,15,17,6,12,4,2,2
2016,ccp,PC,Toulouse,Lycée Bellevue (0310038Y),34,15,31,13,29,12,17,9
2016,ccp,PC,Toulouse,Lycée Déodat de Séverac (0310044E),34,10,27,10,27,10,17,6
2016,ccp,PC,Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),70,25,68,25,65,24,13,4
2016,ccp,PC,Tours Cedex 1,Lycée Descartes (0370035M),72,29,60,25,56,24,21,9
2016,ccp,PC,Troyes,Lycée Chrestien De Troyes (0100022V),21,6,13,4,9,3,4,1
2016,ccp,PC,Tulle,Lycée Edmond Perrier (0190032G),17,9,15,7,13,6,5,2
2016,ccp,PC,Tunis,IPEST (99926211),21,13,20,13,18,12,8,6
2016,ccp,PC,Tunis,Université de Tunis (35900002),1,1,0,0,0,0,0,0
2016,ccp,PC,Valence Cedex,Lycée Camille Vernet (0260035X),7,5,4,2,3,1,2,0
2016,ccp,PC,Valenciennes Cedex,Lycée Henri Wallon (0590221V),87,22,71,19,62,15,24,5
2016,ccp,PC,Vanves Cedex,Lycée Michelet (0920149M),35,11,34,10,31,9,11,3
2016,ccp,PC,Versailles Cedex,Lycée Hoche (0782562L),64,17,57,17,40,13,5,1
2016,ccp,PC,Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),129,40,124,39,81,29,4,0
2016,x-ens,PC,Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),7,0,1,0,0,0,0,0
2016,x-ens,PC,Amiens Cedex 03,Lycée Louis Thuillier (0800009A),9,1,1,0,1,0,1,0
2016,x-ens,PC,Angers Cedex 01,Lycée Henri Bergson (0491966W),2,0,0,0,0,0,0,0
2016,x-ens,PC,Annecy Cedex,Lycée Berthollet (0740003B),12,4,1,1,1,1,1,1
2016,x-ens,PC,Antony,Lycée Sainte Marie (0920904H),4,0,0,0,0,0,0,0
2016,x-ens,PC,Arras,Lycée Robespierre (0620006V),1,0,0,0,0,0,0,0
2016,x-ens,PC,Balma,Lycée Saliège (0312408Z),18,4,1,0,0,0,0,0
2016,x-ens,PC,Bayonne,Lycée René Cassin (0640010N),5,0,0,0,0,0,0,0
2016,x-ens,PC,Beaucamps-Ligny,Lycée Sainte Marie (0592932S),3,1,0,0,0,0,0,0
2016,x-ens,PC,Besançon,Lycée Victor Hugo (0250007X),6,0,1,0,1,0,0,0
2016,x-ens,PC,Bordeaux Cedex,Lycée Michel Montaigne (0330021U),35,5,9,1,9,1,4,1
2016,x-ens,PC,Brest,Lycée Sainte Anne (0290338K),1,0,0,0,0,0,0,0
2016,x-ens,PC,Brest Cedex 2,Lycée de Kerichen (0290007A),5,0,0,0,0,0,0,0
2016,x-ens,PC,Caen,Lycée Privé Sainte-Marie (0141164P),2,0,0,0,0,0,0,0
2016,x-ens,PC,Caen,Lycée Victor Hugo (0142059M),9,4,4,1,3,1,3,1
2016,x-ens,PC,Chartres,Lycée Marceau (0280007F),1,0,0,0,0,0,0,0
2016,x-ens,PC,Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),18,3,2,0,2,0,1,0
2016,x-ens,PC,Dijon,Lycée Carnot (0210015C),10,1,2,0,2,0,2,0
2016,x-ens,PC,Douai,Lycée Albert Chatelet (0590063Y),3,0,0,0,0,0,0,0
2016,x-ens,PC,Enghien-Les-Bains,Lycée Gustave Monod (0952196W),1,0,0,0,0,0,0,0
2016,x-ens,PC,Epinay-Sur-Seine,Lycée Jacques Feyder (0930120A),1,0,0,0,0,0,0,0
2016,x-ens,PC,Evreux,Lycée Aristide Briand (0270016W),1,0,0,0,0,0,0,0
2016,x-ens,PC,Fontainebleau,Lycée François 1er (0770927P),2,1,1,0,1,0,0,0
2016,x-ens,PC,Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),1,1,0,0,0,0,0,0
2016,x-ens,PC,Grenoble Cedex 1,Lycée Champollion (0380027Y),32,7,9,3,6,2,3,2
2016,x-ens,PC,La Flèche Cedex,Prytanée National Militaire (0720896H),2,1,0,0,0,0,0,0
2016,x-ens,PC,La Mulatière,Lycée Assomption Bellevue (0690539L),1,0,0,0,0,0,0,0
2016,x-ens,PC,Le Mans Cedex 01,Lycée Montesquieu (0720029R),9,1,0,0,0,0,0,0
2016,x-ens,PC,Le Raincy,Lycée Albert Schweitzer (0930830X),3,1,0,0,0,0,0,0
2016,x-ens,PC,Lille Cedex,Lycée Faidherbe (0590119J),44,14,7,0,4,0,3,0
2016,x-ens,PC,Limoges Cedex,Lycée Gay-Lussac (0870015U),7,2,2,2,2,2,0,0
2016,x-ens,PC,Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),2,1,0,0,0,0,0,0
2016,x-ens,PC,Lyon,Lycée aux Lazaristes (0690522T),20,3,14,2,12,2,5,0
2016,x-ens,PC,Lyon,Lycée Jean Perrin (0690082P),3,1,0,0,0,0,0,0
2016,x-ens,PC,Lyon,Lycée La Martinière Monplaisir (0692866R),15,7,1,1,0,0,0,0
2016,x-ens,PC,Lyon Cedex 06,Lycée du Parc (0690026D),74,23,35,11,27,7,16,6
2016,x-ens,PC,Marseille Cedex 1,Lycée Thiers (0130040Y),34,10,14,4,13,4,8,1
2016,x-ens,PC,Melun Cedex,Lycée Jacques Amyot (0770933W),5,1,0,0,0,0,0,0
2016,x-ens,PC,Metz Cedex 1,Lycée Fabert (0570054Z),17,3,6,0,3,0,3,0
2016,x-ens,PC,MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),1,0,0,0,0,0,0,0
2016,x-ens,PC,Montpellier Cedex 2,Lycée Joffre (0340038G),24,6,7,2,6,2,3,1
2016,x-ens,PC,Mulhouse,Lycée Albert Schweitzer (0680031P),1,0,0,0,0,0,0,0
2016,x-ens,PC,Nancy Cedex,Lycée Henri Poincaré (0540038Y),22,6,4,2,1,1,0,0
2016,x-ens,PC,Nantes,Lycée Saint Stanislas (0440163N),5,3,1,1,1,1,1,1
2016,x-ens,PC,Nantes Cedex 1,Lycée Clémenceau (0440021J),33,13,7,4,6,4,5,4
2016,x-ens,PC,Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),66,22,16,2,14,2,8,2
2016,x-ens,PC,Nice Cedex 1,Lycée Massena (0060030A),59,23,8,2,4,0,2,0
2016,x-ens,PC,Nîmes Cedex,Lycée Alphonse Daudet (0300021K),1,0,0,0,0,0,0,0
2016,x-ens,PC,Orléans Cedex 1,Lycée Pothier (0450049J),6,2,2,1,1,1,1,1
2016,x-ens,PC,Orsay,Lycée Blaise Pascal (0910626L),17,7,1,0,0,0,0,0
2016,x-ens,PC,Paris,Lycée Saint-Louis (0750658H),109,47,20,4,15,2,7,0
2016,x-ens,PC,Paris,Lycée Janson de Sailly (0750699C),70,25,16,1,12,1,4,0
2016,x-ens,PC,Paris 4e,Lycée Charlemagne (0750652B),42,9,3,1,2,1,0,0
2016,x-ens,PC,Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),4,0,0,0,0,0,0,0
2016,x-ens,PC,Paris Cedex 03,Lycée Turgot (0750647W),3,0,0,0,0,0,0,0
2016,x-ens,PC,Paris Cedex 05,Lycée Henri IV (0750654D),51,11,31,7,26,5,20,4
2016,x-ens,PC,Paris Cedex 05,Lycée Louis Le Grand (0750655E),113,47,72,26,67,23,51,16
2016,x-ens,PC,Paris Cedex 06,Lycée Stanislas (0753840S),75,19,42,9,34,9,18,7
2016,x-ens,PC,Paris Cedex 09,Lycée Jacques Decour (0750668U),21,4,2,0,1,0,0,0
2016,x-ens,PC,Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),3,2,0,0,0,0,0,0
2016,x-ens,PC,Paris 15e,Lycée Buffon (0750693W),2,0,0,0,0,0,0,0
2016,x-ens,PC,Paris 17e,Lycée Carnot (0750704H),2,1,0,0,0,0,0,0
2016,x-ens,PC,Paris 4e,IPESUP (0753144K),8,7,0,0,0,0,0,0
2016,x-ens,PC,Paris 5e,Lycée Lavoisier (0750656F),9,0,0,0,0,0,0,0
2016,x-ens,PC,Paris 6e,Lycée Fénelon (0750660K),30,15,8,3,6,3,3,1
2016,x-ens,PC,Paris 8e,Lycée Chaptal (0750663N),26,7,1,0,1,0,0,0
2016,x-ens,PC,Paris 9e,Lycée Condorcet (0750667T),7,2,0,0,0,0,0,0
2016,x-ens,PC,Pau Cedex,Lycée Louis Barthou (0640055M),8,1,2,0,1,0,0,0
2016,x-ens,PC,Périgueux Cedex,Lycée Bertran de Born (0240024W),3,0,0,0,0,0,0,0
2016,x-ens,PC,Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),3,1,1,0,1,0,1,0
2016,x-ens,PC,Poitiers Cedex,Lycée Camille Guérin (0860035W),11,4,1,0,0,0,0,0
2016,x-ens,PC,Reims Cedex,Lycée Franklin Roosevelt (0510034K),5,1,2,0,2,0,1,0
2016,x-ens,PC,Rennes Cedex 7,Lycée Chateaubriand (0350710G),23,7,4,0,2,0,1,0
2016,x-ens,PC,Rouen Cedex,Lycée Pierre Corneille (0760090K),29,5,3,0,1,0,0,0
2016,x-ens,PC,Saint-Brieuc Cedex,Lycée Francois Rabelais (0220056S),3,0,0,0,0,0,0,0
2016,x-ens,PC,Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),5,2,0,0,0,0,0,0
2016,x-ens,PC,Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),5,1,1,0,0,0,0,0
2016,x-ens,PC,Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),27,9,2,0,2,0,1,0
2016,x-ens,PC,Saint-Quentin,Lycée Pierre de La Ramée (0020049T),2,0,0,0,0,0,0,0
2016,x-ens,PC,Salon-De-Provence,Lycée de l'Emperi (0130160D),3,0,0,0,0,0,0,0
2016,x-ens,PC,Savigny-Sur-Orge Cedex,Lycée Jean Baptiste Corot (0910627M),3,0,1,0,0,0,0,0
2016,x-ens,PC,Sceaux Cedex,Lycée Lakanal (0920145H),42,16,18,4,16,3,3,1
2016,x-ens,PC,Sophia Antipolis Cedex,Lycée international de Valbonne (0061642C),3,0,0,0,0,0,0,0
2016,x-ens,PC,Strasbourg Cedex,Lycée Kleber (0670080Y),28,6,14,2,10,1,8,0
2016,x-ens,PC,Tarbes Cedex,Lycée Théophile Gautier (0650025Z),3,0,0,0,0,0,0,0
2016,x-ens,PC,Toulon Cedex,Lycée Dumont D'Urville (0830053G),1,0,0,0,0,0,0,0
2016,x-ens,PC,Toulouse,Lycée Bellevue (0310038Y),9,3,1,0,0,0,0,0
