year,concours,prepa,ville,etablissement,inscrits,inscrits dont filles,admissibles,admissibles dont filles,classes,classes dont filles,integres,integres dont filles
2007,e3a,PSI,Le Mans,Lycée Montesquieu (0720029R),26,6,21,4,19,4,4,0
2007,e3a,PSI,Le Raincy,Lycée Albert Schweitzer (0930830X),28,4,24,3,18,2,2,0
2007,e3a,PSI,Lille,Lycée César Baggio (0590121L),56,6,35,6,29,6,11,3
2007,e3a,PSI,Lille,Lycée Faidherbe (0590119J),21,1,17,1,15,0,2,0
2007,e3a,PSI,Limoges,Lycée Gay-Lussac (0870015U),43,10,40,10,33,8,7,2
2007,e3a,PSI,Lorient,Lycée Dupuy De Lôme (0560025Y),27,5,24,4,20,4,8,1
2007,e3a,PSI,Lyon,Institution des Chartreux (0690564N),2,0,0,0,0,0,0,0
2007,e3a,PSI,Lyon,Lycée Aux Lazaristes (0690522T),15,2,9,1,9,1,3,1
2007,e3a,PSI,Lyon,Lycée du Parc (0690026D),17,3,15,2,15,2,3,0
2007,e3a,PSI,Lyon,Lycée Jean Perrin (0690082P),35,8,32,6,29,5,13,4
2007,e3a,PSI,Lyon,Lycée La Martiniere Monplaisir (0692866R),38,5,32,5,27,5,11,2
2007,e3a,PSI,MARRAKECH,CPGE privée Koutoubia-Prépas (99697011),5,2,0,0,0,0,0,0
2007,e3a,PSI,MARRAKECH,Lycée Ibnou Taimiya (99926511),3,1,1,0,0,0,0,0
2007,e3a,PSI,Marseille,Lycée Jean Perrin (0130053M),31,8,29,8,19,5,6,3
2007,e3a,PSI,Marseille,Lycée Thiers (0130040Y),33,4,30,4,29,4,17,4
2007,e3a,PSI,Meaux,Lycée Henri Moissan (0770930T),23,4,21,4,16,4,8,1
2007,e3a,PSI,Metz,Lycée Fabert (0570054Z),39,4,32,4,24,3,9,1
2007,e3a,PSI,Montpellier,Lycée Joffre (0340038G),73,16,65,13,51,8,17,3
2007,e3a,PSI,Mulhouse,Lycée Albert Schweitzer (0680031P),27,7,23,5,22,5,10,1
2007,e3a,PSI,Nancy,Lycée Henri Loritz (0540042C),66,12,53,10,46,8,14,2
2007,e3a,PSI,Nantes,Lycée Clémenceau (0440021J),83,14,70,12,63,11,19,3
2007,e3a,PSI,Neuilly-Sur-Seine,Lycée Louis Pasteur (0920142E),16,1,11,0,8,0,1,0
2007,e3a,PSI,Nice,LGT Les Eucalyptus (0060075Z),26,5,24,4,21,4,10,2
2007,e3a,PSI,Nice,Lycée Massena (0060030A),46,10,35,8,28,6,9,2
2007,e3a,PSI,Nimes,Lycée Alphonse Daudet (0300021K),44,15,41,14,33,8,14,3
2007,e3a,PSI,NOUMEA,Lycée Jules Garnier (9830003L),12,5,10,4,9,4,1,0
2007,e3a,PSI,Ollioules,Lycée Saint Joseph (0830098F),6,1,2,0,2,0,1,0
2007,e3a,PSI,Orléans,Lycée Pothier (0450049J),54,7,44,7,33,7,9,4
2007,e3a,PSI,Orsay,Lycée Blaise Pascal (0910626L),27,6,22,3,21,3,9,1
2007,e3a,PSI,Paris,Lycée Jacques Decour (0750668U),84,14,77,13,69,10,22,0
2007,e3a,PSI,Paris,Lycée Paul Valery (0750679F),46,13,39,11,32,8,13,2
2007,e3a,PSI,Paris,Lycée Raspail (0750691U),30,5,26,5,22,4,7,0
2007,e3a,PSI,Paris,Lycée Stanislas (0753840S),32,2,29,2,28,2,9,1
2007,e3a,PSI,Paris 5e,Lycée Louis Le Grand (0750655E),14,6,8,3,8,3,0,0
2007,e3a,PSI,Paris 6e,Lycée Saint-Louis (0750658H),135,34,117,28,113,28,26,3
2007,e3a,PSI,Paris 8e,Lycée Chaptal (0750663N),84,16,68,13,63,12,22,3
2007,e3a,PSI,Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),40,7,36,7,35,7,15,4
2007,e3a,PSI,Paris 9e,Lycée Condorcet (0750667T),30,9,26,7,25,7,7,3
2007,e3a,PSI,Paris 13e,ENCPB (0750685M),35,14,30,13,28,12,8,6
2007,e3a,PSI,Paris 15e,Lycée Buffon (0750693W),35,7,30,7,23,6,7,0
2007,e3a,PSI,Paris 16e,Lycée Claude Bernard (0750698B),34,9,29,7,23,4,11,0
2007,e3a,PSI,Paris 16e,Lycée Janson de Sailly (0750699C),92,30,79,26,76,25,23,6
2007,e3a,PSI,Paris 16e,Lycée Jean-Baptiste Say (0750700D),33,7,26,6,22,6,10,4
2007,e3a,PSI,Pau,Lycée Louis Barthou (0640055M),42,6,39,6,31,4,13,1
2007,e3a,PSI,Perpignan,Lycée François Arago (0660010C),36,5,28,5,22,4,8,1
2007,e3a,PSI,Pointe-à-Pitre,L.G.T.Baimbridge (9710003B),26,9,25,9,25,9,11,3
2007,e3a,PSI,Poitiers,Lycée Camille Guérin (0860035W),46,10,42,10,40,8,19,4
2007,e3a,PSI,Quimper,Lycée Auguste Brizeux (0290069T),27,4,25,3,21,2,7,1
2007,e3a,PSI,Reims,Lycée F. Roosevelt (0510034K),71,13,60,12,45,9,18,3
2007,e3a,PSI,Rennes,Lycée Chateaubriand (0350710G),37,9,33,9,29,7,6,1
2007,e3a,PSI,Rennes,Lycée Joliot-Curie (0350029S),28,3,22,3,17,2,5,1
2007,e3a,PSI,Rennes,Lycée privé Assomption (0350778F),6,1,4,1,2,0,2,0
2007,e3a,PSI,Rouen,Lycée Pierre Corneille (0760090K),28,5,22,5,20,5,6,1
2007,e3a,PSI,Saint-Brieuc,Lycée Francois Rabelais (0220056S),26,7,22,6,19,3,2,1
2007,e3a,PSI,Saint-Cyr-L'Ecole,Lycée Militaire (0780015T),12,5,9,4,9,4,2,2
2007,e3a,PSI,Saint-Denis,Lycée Paul Eluard (0930125F),23,5,13,2,12,1,5,0
2007,e3a,PSI,Sainte-Clotilde,Lycée Leconte de Lisle (9740001H),27,4,27,4,24,4,10,2
2007,e3a,PSI,Saint-Etienne,Lycée Etienne Mimard (0420046X),51,6,46,5,36,3,9,1
2007,e3a,PSI,Saint-Germain-en-Laye,Lycée Jeanne D'Albret (0782132U),44,10,41,9,38,9,15,2
2007,e3a,PSI,Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),5,1,2,1,2,1,0,0
2007,e3a,PSI,Saint-Maur-Des-Fosses,Lycée D'Arsonval (0940121W),29,6,22,5,20,5,8,2
2007,e3a,PSI,Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),79,20,68,18,59,17,17,4
2007,e3a,PSI,Sceaux,Lycée Lakanal (0920145H),31,8,29,7,28,6,9,2
2007,e3a,PSI,Strasbourg,Lycée Kleber (0670080Y),51,12,46,12,43,12,22,5
2007,e3a,PSI,Strasbourg,Lycée Louis Couffignal (0670085D),30,3,27,3,20,3,9,1
2007,e3a,PSI,Strasbourg,ORT (0671636P),20,5,18,5,14,4,5,0
2007,e3a,PSI,TANGER,Centre Pédagogique Régional (99926911),7,2,1,0,1,0,1,0
2007,e3a,PSI,Toulon,Lycée Dumont D'Urville (0830053G),36,4,35,3,32,3,18,3
2007,e3a,PSI,Toulouse,Lycée Bellevue (0310038Y),48,14,37,9,33,7,11,2
2007,e3a,PSI,Toulouse,Lycée Déodat de Séverac (0310044E),36,3,26,3,23,3,12,2
2007,e3a,PSI,Toulouse,Lycée Pierre de Fermat (0310036W),26,3,14,3,12,3,0,0
2007,e3a,PSI,Tours,Lycée Descartes (0370035M),61,9,45,8,37,7,14,2
2007,e3a,PSI,Tours,Lycée J. de Vaucanson (0371418R),12,2,9,1,9,1,6,0
2007,e3a,PSI,Troyes,Lycée Chrestien De Troyes (0100022V),18,0,14,0,14,0,7,0
2007,e3a,PSI,TUNIS,IPEST (99926211),2,1,0,0,0,0,0,0
2007,e3a,PSI,Valbonne,C.I.V. Valbonne (0061642C),24,3,22,3,18,3,11,3
2007,e3a,PSI,Valenciennes,Lycée Henri Wallon (0590221V),35,4,32,4,28,4,14,1
2007,e3a,PSI,Vanves,Lycée Michelet (0920149M),36,9,34,9,34,9,9,3
2007,e3a,PSI,Versailles,Lycée Hoche (0782562L),26,9,22,8,18,7,1,0
2007,e3a,PSI,Versailles,Lycée Jules Ferry (0782565P),40,8,38,7,33,6,7,2
2007,e3a,PSI,Versailles,Lycée Sainte Geneviève (0783053V),35,5,26,5,22,5,0,0
2007,centrale-supelec,MP,AGADIR,Etablissement Socrate (99698011),1,0,0,0,0,0,0,0
2007,centrale-supelec,MP,AGADIR,Groupe scolaire Al Qalam (99693001),2,0,1,0,1,0,0,0
2007,centrale-supelec,MP,AGADIR,Lycée Reda Slaoui (99926811),3,1,0,0,0,0,0,0
2007,centrale-supelec,MP,Aix-En-Provence,Lycée Militaire (0131596P),9,2,0,0,0,0,0,0
2007,centrale-supelec,MP,Aix-En-Provence,Lycée Paul Cezanne (0130002G),33,8,8,2,5,1,1,1
2007,centrale-supelec,MP,Amiens,Lycée Louis Thuillier (0800009A),42,9,14,3,11,3,4,1
2007,centrale-supelec,MP,Angers,Lycée Henri Bergson (0491966W),21,2,9,0,7,0,5,0
2007,centrale-supelec,MP,Angoulème,Lycée Guez De Balzac (0160002R),11,5,3,1,3,1,2,0
2007,centrale-supelec,MP,Annecy,Lycée Berthollet (0740003B),32,10,16,2,14,2,7,2
2007,centrale-supelec,MP,Antony,Lycée Sainte Marie (0920904H),24,2,15,1,9,1,6,1
2007,centrale-supelec,MP,Arras,Lycée Robespierre (0620006V),2,1,0,0,0,0,0,0
2007,centrale-supelec,MP,Autun,Lycée Militaire National (0711064W),3,0,0,0,0,0,0,0
2007,centrale-supelec,MP,Besançon,Lycée Victor Hugo (0250007X),50,9,28,3,24,1,15,0
2007,centrale-supelec,MP,Blois,Lycée Dessaignes (0410002E),8,3,1,1,1,1,0,0
2007,centrale-supelec,MP,Bordeaux,Lycée Camille Jullian (0330023W),21,5,6,0,4,0,0,0
2007,centrale-supelec,MP,Bordeaux,Lycée Michel Montaigne (0330021U),94,18,57,11,42,6,13,1
2007,centrale-supelec,MP,Boulogne-Sur-Mer,Lycée Mariette (0622949U),11,2,3,0,3,0,1,0
2007,centrale-supelec,MP,Bourg-En-Bresse,Lycée Lalande (0010013J),7,2,2,1,2,1,0,0
2007,centrale-supelec,MP,Bourges,Lycée Alain-Fournier (0180005H),8,2,1,0,1,0,1,0
2007,centrale-supelec,MP,Bressuire,Lycée Saint Joseph (0790080H),6,0,0,0,0,0,0,0
2007,centrale-supelec,MP,Brest,Lycée de Kerichen (0290007A),39,10,23,5,18,4,10,2
2007,centrale-supelec,MP,Brest,Lycée Naval (0290063L),5,0,1,0,1,0,0,0
2007,centrale-supelec,MP,Brest,Lycée Sainte Anne (0290338K),3,0,1,0,0,0,0,0
2007,centrale-supelec,MP,Caen,Lycée Malherbe (0140013N),55,14,33,6,27,6,16,3
2007,centrale-supelec,MP,CASABLANCA,ECO SUP GALILEE (99927511),1,0,0,0,0,0,0,0
2007,centrale-supelec,MP,CASABLANCA,Etablissement Al Bilia (99696011),1,0,0,0,0,0,0,0
2007,centrale-supelec,MP,CASABLANCA,Groupe scolaire La Résidence (3500055H),10,5,2,1,1,0,0,0
2007,centrale-supelec,MP,CASABLANCA,Lycée El Miza Center (99928411),2,0,1,0,1,0,0,0
2007,centrale-supelec,MP,CASABLANCA,Lycée Mohamed V (99926411),48,20,7,4,7,4,2,1
2007,centrale-supelec,MP,Chambery,Lycée Vaugelas (0730013T),16,5,8,3,4,2,2,1
2007,centrale-supelec,MP,Chartres,Lycée Marceau (0280007F),15,2,5,0,5,0,4,0
2007,centrale-supelec,MP,Cherbourg-Octeville,Lycée Victor Grignard (0501828R),20,4,14,3,9,2,3,0
2007,centrale-supelec,MP,Clermont-Ferrand,Lycée Blaise Pascal (0630018C),63,12,44,8,35,6,12,1
2007,centrale-supelec,MP,Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),22,3,9,1,6,1,2,0
2007,centrale-supelec,MP,Clermont-Ferrand,Lycée La Fayette (0630021F),15,4,7,2,3,0,1,0
2007,centrale-supelec,MP,Compiègne,Lycée Pierre d'Ailly (0600014P),5,0,1,0,0,0,0,0
2007,centrale-supelec,MP,Corenc,ITEC Boisfleury Europe (0381675P),4,1,1,1,1,1,0,0
2007,centrale-supelec,MP,Dijon,Lycée Carnot (0210015C),84,22,54,15,50,14,18,7
2007,centrale-supelec,MP,Douai,Lycée Albert Chatelet (0590063Y),15,3,6,2,2,0,0,0
2007,centrale-supelec,MP,Dunkerque,Lycée Jean Bart (0590071G),7,3,2,1,1,0,1,0
2007,centrale-supelec,MP,Enghien-Les-Bains,Lycée Gustave Monod (0950644J),12,2,4,2,3,1,1,0
2007,centrale-supelec,MP,Epinal,Lycée Claude Gellee (0880020U),6,1,5,1,5,1,2,0
2007,centrale-supelec,MP,Evry,Lycée Parc des Loges (0911251R),9,2,4,1,4,1,1,0
2007,centrale-supelec,MP,FES,Etablissement Al Cachy (99695011),2,1,0,0,0,0,0,0
2007,centrale-supelec,MP,FES,Lycée Moulay Idriss (99926711),3,3,0,0,0,0,0,0
2007,centrale-supelec,MP,Fontainebleau,Lycée Francois 1er (0770927P),17,1,7,0,7,0,5,0
2007,centrale-supelec,MP,Forbach,Lycée Jean Moulin (0570029X),9,0,4,0,3,0,0,0
2007,centrale-supelec,MP,Fort-De-France,Lycée Bellevue (9720003W),3,1,0,0,0,0,0,0
2007,centrale-supelec,MP,Grenoble,Lycée Champollion (0380027Y),62,16,41,10,35,10,13,4
2007,centrale-supelec,MP,Jarville-La-Malgrange,Lycée La Malgrange (0541986R),9,1,4,0,2,0,1,0
2007,centrale-supelec,MP,La Flèche,Prytanée National Militaire (0720896H),24,5,4,1,3,1,3,1
2007,centrale-supelec,MP,La Rochelle,Lycée Jean Dautet (0170028N),6,1,1,0,1,0,0,0
2007,centrale-supelec,MP,La Roche-Sur-Yon,Lycée Saint Joseph (0850083D),2,1,1,0,1,0,1,0
2007,centrale-supelec,MP,Le Havre,Lycée François 1er (0760052U),22,7,4,1,3,1,0,0
2007,centrale-supelec,MP,Le Mans,Lycée Montesquieu (0720029R),8,3,4,1,4,1,2,0
2007,centrale-supelec,MP,Le Raincy,Lycée Albert Schweitzer (0930830X),41,8,20,4,14,3,5,0
2007,centrale-supelec,MP,Lens,Lycée Condorcet (0620108F),2,0,0,0,0,0,0,0
2007,centrale-supelec,MP,Lille,Lycée Faidherbe (0590119J),93,26,42,7,33,6,9,2
2007,centrale-supelec,MP,Limoges,Lycée Gay-Lussac (0870015U),8,2,1,0,0,0,0,0
2007,centrale-supelec,MP,Lorient,Lycée Dupuy De Lôme (0560025Y),9,1,4,0,3,0,2,0
2007,centrale-supelec,MP,Lyon,Institution des Chartreux (0690564N),2,1,0,0,0,0,0,0
2007,centrale-supelec,MP,Lyon,Lycée Aux Lazaristes (0690522T),34,7,23,4,21,4,11,1
2007,centrale-supelec,MP,Lyon,Lycée du Parc (0690026D),112,33,89,25,71,22,21,5
2007,centrale-supelec,MP,Lyon,Lycée Jean Perrin (0690082P),20,6,2,0,2,0,1,0
2007,centrale-supelec,MP,Lyon,Lycée La Martiniere Monplaisir (0692866R),55,17,28,9,25,9,9,3
2007,centrale-supelec,MP,Mantes-La-Jolie,Lycée Saint Exupéry (0782539L),12,0,1,0,1,0,0,0
2007,centrale-supelec,MP,Marseille,Lycée Notre Dame de Sion (0131341M),15,5,3,1,1,1,1,1
2007,centrale-supelec,MP,Marseille,Lycée Thiers (0130040Y),94,27,56,12,46,11,18,5
2007,centrale-supelec,MP,MEKNES,Prépa - Sup Ibn Ghazi El Meknassi (99901121),1,0,0,0,0,0,0,0
2007,centrale-supelec,MP,MEKNES,Lycée Omar Ibn El Khattab CPGE (99928611),2,1,0,0,0,0,0,0
2007,centrale-supelec,MP,Melun,Lycée Jacques Amyot (0770933W),12,2,6,1,1,1,1,1
2007,centrale-supelec,MP,Metz,Lycée Fabert (0570054Z),68,13,41,9,35,8,15,3
2007,centrale-supelec,MP,Montpellier,Lycée Jean Mermoz (0340042L),1,0,0,0,0,0,0,0
2007,centrale-supelec,MP,Montpellier,Lycée Joffre (0340038G),89,17,62,13,51,12,20,3
2007,centrale-supelec,MP,Montpellier,Lycée Notre Dame de La Merci (0340881Y),15,4,6,1,5,1,2,1
2007,centrale-supelec,MP,Mulhouse,Lycée Albert Schweitzer (0680031P),24,5,11,4,9,4,3,1
2007,centrale-supelec,MP,Nancy,Lycée Henri Poincaré (0540038Y),56,16,39,10,31,8,10,4
2007,centrale-supelec,MP,Nantes,Lycée Clémenceau (0440021J),71,10,50,7,44,5,15,2
2007,centrale-supelec,MP,Nantes,Lycée St Stanislas (0440163N),30,2,5,0,3,0,0,0
2007,centrale-supelec,MP,Neuilly-Sur-Seine,Lycée Louis Pasteur (0920142E),69,16,52,12,44,11,19,2
2007,centrale-supelec,MP,Nice,Lycée Massena (0060030A),65,12,43,3,38,3,16,1
2007,centrale-supelec,MP,Nimes,Lycée Alphonse Daudet (0300021K),35,10,16,3,12,3,5,1
2007,centrale-supelec,MP,Nimes,Lycée Emmanuel d'Alzon (0300080Z),7,1,2,0,0,0,0,0
2007,centrale-supelec,MP,Orléans,Lycée Pothier (0450049J),58,14,34,8,29,7,12,2
2007,centrale-supelec,MP,Orléans,Lycée Saint Charles (0450110A),2,1,1,0,1,0,0,0
2007,centrale-supelec,MP,Orsay,Lycée Blaise Pascal (0910626L),36,11,33,11,30,9,10,3
2007,centrale-supelec,MP,OUJDA,Lycée Omar Ben Abdelaziz (99927611),1,1,0,0,0,0,0,0
2007,centrale-supelec,MP,OUJDA,Pythagore Prépas (99700011),1,1,0,0,0,0,0,0
2007,centrale-supelec,MP,Paris,Lycée Jacques Decour (0750668U),27,3,6,0,5,0,3,0
2007,centrale-supelec,MP,Paris,Lycée Paul Valery (0750679F),27,5,5,0,5,0,1,0
2007,centrale-supelec,MP,Paris,Lycée Stanislas (0753840S),107,14,78,12,69,8,29,4
2007,centrale-supelec,MP,Paris 4e,Lycée Charlemagne (0750652B),77,13,57,10,49,8,13,3
2007,centrale-supelec,MP,Paris 5e,Lycée Henri IV (0750654D),82,23,67,18,58,16,24,6
2007,centrale-supelec,MP,Paris 5e,Lycée Louis Le Grand (0750655E),157,39,135,38,119,35,38,17
2007,centrale-supelec,MP,Paris 6e,Lycée Fénelon (0750660K),70,16,38,8,30,7,14,4
2007,centrale-supelec,MP,Paris 6e,Lycée Saint-Louis (0750658H),199,69,135,45,109,36,34,13
2007,centrale-supelec,MP,Paris 8e,Lycée Chaptal (0750663N),77,17,37,8,21,2,9,1
2007,centrale-supelec,MP,Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),52,7,30,5,23,4,7,0
2007,centrale-supelec,MP,Paris 9e,Lycée Condorcet (0750667T),70,19,59,15,53,14,28,7
2007,centrale-supelec,MP,Paris 13e,ENCPB (0750685M),24,7,8,2,5,2,2,1
2007,centrale-supelec,MP,Paris 15e,Lycée Buffon (0750693W),26,3,10,0,10,0,3,0
2007,centrale-supelec,MP,Paris 16e,Lycée Claude Bernard (0750698B),23,3,2,0,0,0,0,0
2007,centrale-supelec,MP,Paris 16e,Lycée Janson de Sailly (0750699C),175,41,126,29,99,26,36,7
2007,centrale-supelec,MP,Pau,Lycée Louis Barthou (0640055M),39,8,23,3,13,2,3,1
2007,centrale-supelec,MP,Perpignan,Lycée François Arago (0660010C),16,3,3,2,1,0,0,0
2007,centrale-supelec,MP,Pointe-à-Pitre,L.G.T.Baimbridge (9710003B),14,3,1,1,1,1,0,0
2007,centrale-supelec,MP,Poitiers,Lycée Camille Guérin (0860035W),53,14,25,7,23,6,11,3
2007,centrale-supelec,MP,Pontoise,Lycée Camille Pissarro (0950649P),15,0,6,0,6,0,4,0
2007,centrale-supelec,MP,RABAT,Lycée Ibn Al Ghazhi (99951011),8,4,1,0,1,0,0,0
2007,centrale-supelec,MP,RABAT,Lycée Moulay Youssef (99926611),15,7,2,2,1,1,0,0
2007,centrale-supelec,MP,RABAT,Lycée privé Al Khawarizmi CPGE (99928311),2,1,0,0,0,0,0,0
2007,centrale-supelec,MP,RABAT,THALES-PREPAS (99948222),2,0,0,0,0,0,0,0
2007,centrale-supelec,MP,Reims,Lycée Clémenceau (0510031G),50,10,32,4,28,3,11,1
2007,centrale-supelec,MP,Rennes,Lycée Chateaubriand (0350710G),85,12,70,8,58,7,23,3
2007,centrale-supelec,MP,Roubaix,Lycée privé Saint Rémi (0592921E),4,2,0,0,0,0,0,0
2007,centrale-supelec,MP,Rouen,Lycée Pierre Corneille (0760090K),71,18,48,10,41,8,18,6
2007,centrale-supelec,MP,Saint-Brieuc,Lycée Francois Rabelais (0220056S),6,4,3,2,0,0,0,0
2007,centrale-supelec,MP,Saint-Denis,Lycée Paul Eluard (0930125F),9,2,1,0,0,0,0,0
2007,centrale-supelec,MP,Sainte-Clotilde,Lycée Leconte de Lisle (9740001H),25,9,19,8,14,5,7,0
2007,centrale-supelec,MP,Saint-Etienne,Lycée Claude Fauriel (0420041S),47,8,21,5,16,3,7,1
2007,centrale-supelec,MP,Saint-Germain-en-Laye,Lycée Jeanne D'Albret (0782132U),32,4,15,2,11,1,4,0
2007,centrale-supelec,MP,Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),50,9,30,3,24,1,8,0
2007,centrale-supelec,MP,Savigny-Sur-Orge,Lycée Jean Baptiste Corot (0910627M),28,4,12,0,11,0,5,0
2007,centrale-supelec,MP,Sceaux,Lycée Lakanal (0920145H),26,2,15,0,11,0,7,0
2007,centrale-supelec,MP,Strasbourg,Lycée Kleber (0670080Y),125,30,78,15,58,11,18,3
2007,centrale-supelec,MP,TANGER,Centre Pédagogique Régional (99926911),4,0,0,0,0,0,0,0
2007,centrale-supelec,MP,Toulon,Lycée Dumont D'Urville (0830053G),23,4,8,0,5,0,1,0
2007,centrale-supelec,MP,Toulouse,Lycée Bellevue (0310038Y),21,10,11,5,9,4,4,2
2007,centrale-supelec,MP,Toulouse,Lycée Pierre de Fermat (0310036W),108,26,74,19,67,17,22,3
2007,centrale-supelec,MP,Tours,Lycée Descartes (0370035M),59,14,30,5,23,2,11,1
2007,centrale-supelec,MP,Troyes,Lycée Chrestien De Troyes (0100022V),10,2,2,0,1,0,0,0
2007,centrale-supelec,MP,TUNIS,I.P.E.I.T (99922211),2,0,0,0,0,0,0,0
2007,centrale-supelec,MP,TUNIS,IPEST (99926211),2,0,0,0,0,0,0,0
2007,centrale-supelec,MP,Valbonne,C.I.V. Valbonne (0061642C),19,6,10,3,5,3,1,1
2007,centrale-supelec,MP,Valence,Lycée Camille Vernet (0260035X),10,0,0,0,0,0,0,0
2007,centrale-supelec,MP,Valenciennes,Lycée Henri Wallon (0590221V),65,15,33,8,24,5,11,2
2007,centrale-supelec,MP,Vannes,Lycée Alain René Lesage (0560051B),19,9,7,1,6,1,4,1
2007,centrale-supelec,MP,Vanves,Lycée Michelet (0920149M),26,5,18,2,14,2,9,1
2007,centrale-supelec,MP,Versailles,Lycée Hoche (0782562L),73,18,65,17,60,14,18,5
2007,centrale-supelec,MP,Versailles,Lycée Sainte Geneviève (0783053V),116,21,108,19,104,19,32,7
2007,x,MP,Aix-En-Provence,Lycée Militaire (0131596P),3,1,0,0,0,0,0,0
2007,x,MP,Amiens,Lycée Louis Thuillier (0800009A),1,0,0,0,0,0,0,0
2007,x,MP,Angers,Lycée Henri Bergson (0491966W),2,0,0,0,0,0,0,0
2007,x,MP,Annecy,Lycée Berthollet (0740003B),10,1,1,0,1,0,1,0
2007,x,MP,Antony,Lycée Sainte Marie (0920904H),3,0,0,0,0,0,0,0
2007,x,MP,Autun,Lycée Militaire National (0711064W),2,0,0,0,0,0,0,0
2007,x,MP,Besançon,Lycée Victor Hugo (0250007X),20,1,1,0,0,0,0,0
2007,x,MP,Blois,Lycée Dessaignes (0410002E),1,0,0,0,0,0,0,0
2007,x,MP,Bordeaux,Lycée Michel Montaigne (0330021U),36,0,5,0,4,0,4,0
2007,x,MP,Brest,Lycée de Kerichen (0290007A),2,1,0,0,0,0,0,0
2007,x,MP,Brest,Lycée Naval (0290063L),3,0,0,0,0,0,0,0
2007,x,MP,Caen,Lycée Malherbe (0140013N),3,0,1,0,1,0,0,0
2007,x,MP,Cherbourg-Octeville,Lycée Victor Grignard (0501828R),7,2,1,1,1,1,1,1
2007,x,MP,Clermont-Ferrand,Lycée Blaise Pascal (0630018C),20,3,0,0,0,0,0,0
2007,x,MP,Clermont-Ferrand,Lycée La Fayette (0630021F),1,0,0,0,0,0,0,0
2007,x,MP,Dijon,Lycée Carnot (0210015C),39,7,2,0,0,0,0,0
2007,x,MP,Douai,Lycée Albert Chatelet (0590063Y),3,0,0,0,0,0,0,0
2007,x,MP,Epinal,Lycée Claude Gellee (0880020U),1,0,0,0,0,0,0,0
2007,x,MP,Fontainebleau,Lycée Francois 1er (0770927P),1,0,0,0,0,0,0,0
2007,x,MP,Grenoble,Lycée Champollion (0380027Y),21,5,5,1,5,1,4,1
2007,x,MP,La Flèche,Prytanée National Militaire (0720896H),21,1,1,0,1,0,0,0
2007,x,MP,Le Raincy,Lycée Albert Schweitzer (0930830X),6,0,0,0,0,0,0,0
2007,x,MP,Lille,Lycée Faidherbe (0590119J),31,6,6,1,4,1,3,1
2007,x,MP,Limoges,Lycée Gay-Lussac (0870015U),1,0,0,0,0,0,0,0
2007,x,MP,Lyon,Lycée Aux Lazaristes (0690522T),27,4,2,0,2,0,2,0
2007,x,MP,Lyon,Lycée du Parc (0690026D),82,17,25,4,18,4,10,2
2007,x,MP,Lyon,Lycée La Martiniere Monplaisir (0692866R),15,3,3,0,1,0,1,0
2007,x,MP,Mantes-La-Jolie,Lycée Saint Exupéry (0782539L),1,0,0,0,0,0,0,0
2007,x,MP,Marseille,Lycée Thiers (0130040Y),49,8,9,0,5,0,4,0
2007,x,MP,Melun,Lycée Jacques Amyot (0770933W),1,0,0,0,0,0,0,0
2007,x,MP,Metz,Lycée Fabert (0570054Z),19,4,1,0,1,0,0,0
2007,x,MP,Montpellier,Lycée Jean Mermoz (0340042L),1,0,0,0,0,0,0,0
2007,x,MP,Montpellier,Lycée Joffre (0340038G),29,4,2,0,0,0,0,0
2007,x,MP,Mulhouse,Lycée Albert Schweitzer (0680031P),4,1,0,0,0,0,0,0
2007,x,MP,Nancy,Lycée Henri Poincaré (0540038Y),14,4,1,0,1,0,1,0
2007,x,MP,Nantes,Lycée Clémenceau (0440021J),30,2,9,0,7,0,5,0
2007,x,MP,Nantes,Lycée St Stanislas (0440163N),4,0,0,0,0,0,0,0
2007,x,MP,Neuilly-Sur-Seine,Lycée Louis Pasteur (0920142E),37,9,7,0,3,0,3,0
2007,x,MP,Nice,Lycée Massena (0060030A),33,3,11,0,6,0,4,0
2007,x,MP,Orléans,Lycée Pothier (0450049J),17,2,2,0,2,0,2,0
2007,x,MP,Orsay,Lycée Blaise Pascal (0910626L),18,5,4,1,3,1,1,0
2007,x,MP,Paris,Lycée Paul Valery (0750679F),3,0,0,0,0,0,0,0
2007,x,MP,Paris,Lycée Stanislas (0753840S),52,10,10,1,8,1,6,0
2007,x,MP,Paris 4e,Lycée Charlemagne (0750652B),39,5,8,1,6,0,6,0
2007,x,MP,Paris 5e,Lycée Henri IV (0750654D),77,20,25,4,19,4,15,3
2007,x,MP,Paris 5e,Lycée Louis Le Grand (0750655E),122,29,56,9,53,9,41,7
2007,x,MP,Paris 6e,Lycée Fénelon (0750660K),24,2,1,0,0,0,0,0
2007,x,MP,Paris 6e,Lycée Saint-Louis (0750658H),98,24,20,3,17,3,9,2
2007,x,MP,Paris 8e,Lycée Chaptal (0750663N),22,3,2,0,0,0,0,0
2007,x,MP,Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),12,0,1,0,1,0,1,0
