ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Lycée Reda Slaoui (99926811),1,0,0,0,0,0,0,0
Aix-En-Provence,Lycée Vauvenargues (0130003H),13,5,4,2,2,1,0,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),44,6,23,4,11,2,2,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),7,2,2,0,1,0,1,0
Albi,Lycée Laperouse (0810006S),9,1,2,0,1,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),12,1,1,0,0,0,0,0
Angers,Lycée Saint-Martin (0490824E),8,1,3,1,1,1,1,1
Angers Cedex 01,Lycée Henri Bergson (0491966W),4,0,1,0,1,0,1,0
Annecy Cedes,Lycée Berthollet (0740003B),28,5,14,3,8,2,3,0
Annonay,Lycée Saint Denis (0071126L),1,0,1,0,0,0,0,0
Antony,Lycée Sainte Marie (0920904H),16,3,4,1,3,1,2,1
Argenteuil,Lycée Jean Jaurès (0950641F),10,2,2,0,1,0,0,0
Arras,Lycée Robespierre (0620006V),12,2,5,0,2,0,0,0
Auxerre,Lycée Jacques Amyot (0890003V),7,1,0,0,0,0,0,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),20,3,6,2,3,1,1,0
Balma,Lycée Saliège (0312408Z),25,5,12,3,5,1,2,0
Belfort,Lycée Condorcet (0900002N),8,0,3,0,0,0,0,0
Besançon,Lycée Victor Hugo (0250007X),21,7,5,0,4,0,2,0
Bordeaux,Lycée Gustave Eiffel (0330028B),62,9,39,6,26,6,14,3
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),68,19,42,13,36,11,15,2
Brest,Lycée Naval (0290063L),28,6,13,3,8,2,3,0
Brest,Lycée Sainte Anne (0290338K),5,0,1,0,1,0,0,0
Brest Cedex 2,Lycée Vauban (0290012F),18,5,5,1,1,0,1,0
Caen,Lycée Victor Hugo (0142059M),16,2,2,0,1,0,0,0
Cannes Cedex,Lycée Stanislas (0060673Z),26,3,8,1,5,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),3,0,0,0,0,0,0,0
Chambéry,Lycée Vaugelas (0730013T),3,0,2,0,1,0,1,0
Clermont-Ferrand,Lycée La Fayette (0630021F),21,2,7,0,6,0,4,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),33,3,14,3,8,2,3,0
Dijon,Lycée Carnot (0210015C),29,8,16,4,10,2,2,0
Dijon,Lycée Gustave Eiffel (0211033J),17,4,7,0,1,0,1,0
Douai,Lycée Albert Chatelet (0590063Y),39,9,22,2,15,1,1,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),14,4,5,1,1,0,0,0
Evreux,Lycée Aristide Briand (0270016W),9,1,0,0,0,0,0,0
Evry,Lycée Parc des Loges (0911251R),17,4,5,1,4,1,4,1
Fès,Lycée Moulay Idriss (99926711),1,1,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),9,3,3,0,1,0,1,0
Fort-De-France Cedex,Lycée de Bellevue (9720003W),4,2,3,1,2,1,1,1
Grenoble Cedex 1,Lycée Champollion (0380027Y),86,18,55,9,42,6,18,3
Guelmim - Agadir,Lycée Bab Essahra (L0041),1,0,0,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),28,3,12,1,6,1,4,0
La Rochelle,Lycée Jean Dautet (0170028N),9,0,4,0,3,0,1,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),16,2,6,1,5,1,4,1
Le Raincy,Lycée Albert Schweitzer (0930830X),20,0,5,0,3,0,0,0
Les Ulis,Lycée L'Essouriau (0911492C),2,0,0,0,0,0,0,0
Lille,Lycée César Baggio (0590121L),30,10,13,2,9,2,4,0
Lille Cedex,Lycée Faidherbe (0590119J),44,13,43,13,39,11,21,4
Limoges Cedex,Lycée Gay-Lussac (0870015U),15,4,4,1,3,0,2,0
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),6,2,4,2,2,1,2,1
Lyon,Lycée aux Lazaristes (0690522T),23,6,20,5,18,5,3,1
Lyon,Lycée Jean Perrin (0690082P),26,3,8,1,6,0,3,0
Lyon,Lycée La Martinière Monplaisir (0692866R),47,8,30,6,22,3,9,2
Lyon Cedex 06,Lycée du Parc (0690026D),45,12,38,10,35,8,15,2
Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,0,0,0,0,0,0
Marrakech - Menara,Lycée IBN TIMIYA (99926511),3,0,0,0,0,0,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),43,12,36,11,27,10,13,5
Marseille Cedex 10,Lycée Jean Perrin (0130053M),34,10,17,4,9,2,4,0
Meaux,Lycée Henri Moissan (0770930T),11,2,3,1,3,1,2,0
Metz,Lycée Louis De Cormontaigne (0573227Y),12,2,6,1,5,1,2,0
Metz Cedex 1,Lycée Fabert (0570054Z),27,3,9,1,6,1,2,0
Montpellier Cedex 2,Lycée Joffre (0340038G),69,13,33,5,24,3,9,1
Montreuil,Lycée Jean Jaurès (0930121B),10,4,4,3,4,3,0,0
Mulhouse,Lycée Albert Schweitzer (0680031P),9,2,2,1,1,0,0,0
Nancy,Lycée Henri Loritz (0540042C),46,13,19,5,10,2,4,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),16,8,5,4,4,3,0,0
Nantes,Lycée Saint Stanislas (0440163N),13,2,1,1,1,1,1,1
Nantes Cedex 1,Lycée Clémenceau (0440021J),109,19,69,15,52,11,21,4
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),46,8,36,5,27,4,8,1
Nice,Lycée Les Eucalyptus (0060075Z),19,7,6,2,5,2,3,1
Nice Cedex 1,Lycée Massena (0060030A),49,7,36,4,21,1,8,0
Nimes Cedex,Lycée Alphonse Daudet (0300021K),14,6,4,2,1,1,0,0
Nouméa,Lycée Jules Garnier (9830003L),16,2,12,1,10,0,5,0
Orléans Cedex 1,Lycée Pothier (0450049J),51,8,28,3,17,2,5,1
Orsay,Lycée Blaise Pascal (0910626L),41,5,29,4,28,4,10,2
Paris,Lycée Raspail (0750691U),30,4,15,2,11,1,3,0
