ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
MARSEILLE,THIERS,48,13,4,0,1,0,1,0
AMIENS,THUILLIER,7,1,0,0,0,0,0,0
BESANCON,VICTOR HUGO,20,4,5,2,5,2,3,2
BORDEAUX,MICHEL MONTAIGNE,32,3,5,1,4,1,3,1
CAEN,MALHERBE,11,2,0,0,0,0,0,0
CHERBOURG,VICTOR GRIGNARD,1,0,0,0,0,0,0,0
CLERMONT-FERRAND,BLAISE PASCAL,18,3,3,1,2,1,0,0
DIJON,CARNOT,17,1,6,0,3,0,2,0
ANNECY,BERTHOLLET,14,1,3,1,3,1,2,0
GRENOBLE,CHAMPOLLION,24,2,8,0,6,0,4,0
ARRAS,ROBESPIERRE,2,1,0,0,0,0,0,0
DUNKERQUE,JEAN BART,4,0,0,0,0,0,0,0
LILLE,FAIDHERBE,27,8,7,1,5,1,3,0
VALENCIENNES,HENRI WALLON,22,3,0,0,0,0,0,0
LYON,AUX LAZARISTES,16,1,1,0,0,0,0,0
LYON,DU PARC,78,11,21,1,14,1,7,1
LYON,INSTITUT DES CHARTRX,2,1,0,0,0,0,0,0
LYON,LA MARTINIERE,14,2,4,0,3,0,1,0
SAINT-ETIENNE,FAURIEL,9,2,1,0,0,0,0,0
MONTPELLIER,JOFFRE,23,2,1,0,0,0,0,0
NIMES,ALPHONSE DAUDET,2,0,0,0,0,0,0,0
EPINAL,C. GELLEE,4,0,1,0,0,0,0,0
FORBACH,JEAN MOULIN,1,0,0,0,0,0,0,0
METZ,FABERT,13,0,2,0,2,0,2,0
NANCY,HENRI POINCARE,22,2,1,0,1,0,1,0
LA FLECHE,PRYTANEE MILITAIRE,26,1,5,0,3,0,2,0
NANTES,GEORGES CLEMENCEAU,33,2,8,0,7,0,4,0
NANTES,SAINT STANISLAS,1,0,0,0,0,0,0,0
NICE,MASSENA,34,9,4,0,3,0,2,0
TOULON,DUMONT D'URVILLE,2,0,0,0,0,0,0,0
VALBONNE,CENTRE INTERNATIONAL,3,1,0,0,0,0,0,0
BOURGES,ALAIN FOURNIER,1,1,0,0,0,0,0,0
CHARTRES,MARCEAU,1,1,0,0,0,0,0,0
ORLEANS,POTHIER,23,4,4,0,3,0,2,0
TOURS,DESCARTES,18,2,4,0,3,0,2,0
ANTONY,SAINTE MARIE,5,1,0,0,0,0,0,0
FONTAINEBLEAU,FRANCOIS 1ER,2,0,1,0,1,0,1,0
LE RAINCY,ALBERT SCHWEITZER,7,0,0,0,0,0,0,0
NEUILLY SUR SEINE,PASTEUR,41,15,4,2,4,2,4,2
ORSAY,BLAISE PASCAL,17,1,3,0,3,0,2,0
PARIS 04,CHARLEMAGNE,42,4,6,0,3,0,2,0
PARIS 05,HENRI IV,82,15,32,3,29,2,26,2
