ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Lycée Reda Slaoui (99926811),5,3,0,0,0,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),90,66,49,36,46,34,27,23
AMILLY,Lycée Le Chesnoy - Les Barres (0450094H),28,20,13,8,12,7,9,5
Angers,Lycée Angers le Fresne (0490946M),24,16,17,11,16,10,9,6
Arras,Lycée Robespierre (0620006V),23,14,10,6,10,6,7,4
Auzeville Tolosane,Lycée Toulouse Auzeville (0311262D),36,32,29,25,27,24,20,19
Besançon,Lycée Victor Hugo (0250007X),41,30,34,27,34,27,28,22
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),87,62,72,53,70,53,44,33
BOULOGNE-BILLANCOURT,Lycée Jacques Prévert (0920134W),34,21,19,11,16,9,7,5
Caen Cedex 4,Lycée Malherbe (0140013N),87,55,66,44,63,43,41,28
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),47,27,42,23,41,23,29,18
Dijon,Lycée Carnot (0210015C),40,25,33,23,32,22,26,20
Douai,Lycée Albert Chatelet (0590063Y),42,31,22,13,16,11,10,7
DUCOS,Lycée Polyvalent Centre Sud (9720825P),14,11,4,4,3,3,2,2
Fontainebleau,Lycée François 1er (0770927P),44,33,34,24,34,24,22,16
Grenoble Cedex 1,Lycée Champollion (0380027Y),73,58,67,53,65,53,51,40
Kenitra,Lycée Maâmora (99948211),1,1,0,0,0,0,0,0
La Mulatière,Lycée Assomption Bellevue (0690539L),34,25,17,10,15,10,7,5
Le Raincy,Lycée Albert Schweitzer (0930830X),28,13,9,2,8,2,6,2
Le Tampon,Lycée Roland Garros (9740002J),28,19,19,15,19,15,10,9
Lempdes,Legta Louis Pasteur - Lempdes (0630984C),34,20,30,17,27,17,18,13
Lille Cedex,Lycée Faidherbe (0590119J),88,64,76,58,66,51,50,38
Limoges,Lycée Léonard Limosin (0870016V),27,18,4,3,4,3,4,3
Lyon,Lycée La Martinière Monplaisir (0692866R),43,29,32,20,29,18,21,13
Lyon Cedex 06,Lycée du Parc (0690026D),136,103,126,96,119,90,93,69
Marseille Cedex 1,Lycée Thiers (0130040Y),117,85,103,74,91,65,61,44
Metz Cedex 1,Lycée Georges de La Tour (0572757M),36,32,23,21,20,18,13,13
Montpellier Cedex 2,Lycée Joffre (0340038G),36,28,36,28,34,26,27,21
Nancy Cedex,Lycée Henri Poincaré (0540038Y),80,55,68,50,61,46,51,37
Nantes Cedex 1,Externat des Enfants Nantais (0440160K),29,18,11,5,11,5,8,4
Nantes Cedex 1,Lycée Clémenceau (0440021J),85,54,77,50,74,47,62,40
Nice Cedex 1,Lycée Massena (0060030A),46,33,33,22,28,21,22,17
Nimes Cedex,Lycée Emmanuel d'Alzon (0300080Z),37,30,29,23,26,20,23,17
Orléans Cedex 1,Lycée Pothier (0450049J),40,26,32,20,30,20,20,15
Paris Cedex 05,Lycée Henri IV (0750654D),40,25,40,25,40,25,22,15
Paris Cedex 06,Lycée Saint-Louis (0750658H),129,88,124,83,119,79,101,65
Paris Cedex 16,Lycée Janson de Sailly (0750699C),75,52,70,49,68,48,57,39
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),19,12,3,2,2,1,2,1
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),27,19,13,9,12,8,8,5
Paris 16e,Lycée Jean-Baptiste Say (0750700D),32,25,25,19,23,17,20,14
Paris 6e,Lycée Fénelon (0750660K),47,39,44,36,42,35,30,27
Paris 8e,Lycée Chaptal (0750663N),73,48,41,26,40,26,25,18
Pau Cedex,Lycée Louis Barthou (0640055M),42,28,27,18,23,17,11,8
Pointe-à-Pitre Cedex (guadeloupe),Lycée général et technologique de Baimbridge (9710003B),21,17,3,2,2,2,2,2
Poitiers Cedex,Lycée Camille Guérin (0860035W),81,57,42,28,38,24,27,16
Reims Cedex 2,Lycée Clémenceau (0510031G),45,30,40,25,39,25,27,19
Rennes Cedex 7,Lycée Chateaubriand (0350710G),130,85,118,77,114,74,85,53
Rouen Cedex,Lycée Pierre Corneille (0760090K),41,26,37,23,36,22,25,15
Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),39,25,28,17,26,15,14,7
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),126,82,94,58,86,50,61,32
Sceaux Cedex,Lycée Lakanal (0920145H),91,59,63,42,57,38,35,26
Strasbourg,Lycée Jean Rostand (0670084C),45,32,45,32,43,31,37,26
Toulouse Cedex,Lycée Ozenne (0310047H),43,30,35,24,34,23,27,18
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),84,59,83,58,76,55,60,45
Tours Cedex 1,Lycée Descartes (0370035M),44,37,34,27,27,20,16,11
Versailles Cedex,Lycée Hoche (0782562L),90,59,76,47,71,45,58,37
Versailles Cedex,Lycée Sainte Geneviève (0783053V),43,28,43,28,43,28,36,24
