ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),90,62,63,46,58,42,32,25
AMILLY,Lycée Le Chesnoy - Les Barres (0450094H),31,22,15,12,14,11,11,9
Angers,Lycée Angers le Fresne (0490946M),32,20,21,13,20,12,14,8
Arras,Lycée Robespierre (0620006V),28,19,11,7,10,6,4,2
Auzeville Tolosane,Lycée Toulouse Auzeville (0311262D),35,24,31,20,31,20,25,16
Besançon,Lycée Victor Hugo (0250007X),45,34,41,31,39,29,27,19
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),76,55,61,45,60,45,40,33
BOULOGNE-BILLANCOURT,Lycée Jacques Prévert (0920134W),42,31,38,29,37,28,19,15
Caen Cedex 4,Lycée Malherbe (0140013N),81,55,67,45,62,42,38,30
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),41,22,33,19,28,17,26,16
Dijon,Lycée Carnot (0210015C),45,24,38,20,35,18,28,15
Douai,Lycée Albert Chatelet (0590063Y),32,22,17,11,12,10,10,8
DUCOS,Lycée Polyvalent Centre Sud (9720825P),24,14,10,6,7,5,3,2
Fontainebleau,Lycée François 1er (0770927P),46,33,30,21,29,20,19,14
Grenoble Cedex 1,Lycée Champollion (0380027Y),86,58,82,54,79,52,61,37
La Mulatière,Lycée Assomption Bellevue (0690539L),44,30,21,13,18,11,10,6
Le Raincy,Lycée Albert Schweitzer (0930830X),20,13,5,3,4,2,1,1
Le Tampon,Lycée Roland Garros (9740002J),42,32,23,19,21,17,15,12
Lempdes,Legta Louis Pasteur - Lempdes (0630984C),28,18,25,16,23,15,13,8
Lille Cedex,Lycée Faidherbe (0590119J),80,53,61,45,56,41,33,27
Limoges,Lycée Léonard Limosin (0870016V),32,22,14,6,13,6,11,6
Lyon,Lycée La Martinière Monplaisir (0692866R),47,29,38,27,37,27,23,18
Lyon Cedex 06,Lycée du Parc (0690026D),122,94,110,85,107,83,78,61
Marseille Cedex 1,Lycée Thiers (0130040Y),133,86,108,71,94,66,53,35
Metz Cedex 1,Lycée Georges de La Tour (0572757M),34,26,21,14,19,13,11,7
Montpellier Cedex 2,Lycée Joffre (0340038G),40,26,37,24,36,23,26,16
Nancy Cedex,Lycée Henri Poincaré (0540038Y),80,57,57,37,57,37,45,32
Nantes,Externat des Enfants Nantais (0440160K),36,18,11,6,8,4,3,1
Nantes Cedex 1,Lycée Clémenceau (0440021J),95,72,83,63,83,63,61,46
Nice Cedex 1,Lycée Massena (0060030A),34,24,22,16,18,12,8,6
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),39,25,23,15,19,12,12,8
Orléans Cedex 1,Lycée Pothier (0450049J),43,34,34,27,32,26,21,18
Paris,Lycée Saint-Louis (0750658H),140,101,131,98,130,97,92,72
Paris,Lycée Janson de Sailly (0750699C),86,59,77,54,73,50,53,39
Paris Cedex 05,Lycée Henri IV (0750654D),45,38,45,38,45,38,31,27
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),18,14,2,2,1,1,0,0
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),32,21,18,12,18,12,10,7
Paris 16e,Lycée Jean-Baptiste Say (0750700D),39,25,38,25,36,24,20,14
Paris 6e,Lycée Fénelon (0750660K),43,36,33,27,33,27,20,17
Paris 8e,Lycée Chaptal (0750663N),86,60,59,41,56,39,37,26
Pau Cedex,Lycée Louis Barthou (0640055M),37,25,19,11,18,10,10,5
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),23,15,1,1,1,1,0,0
Poitiers Cedex,Lycée Camille Guérin (0860035W),86,60,35,25,31,22,24,17
Reims Cedex 2,Lycée Clémenceau (0510031G),37,25,24,17,23,16,18,12
Rennes Cedex 7,Lycée Chateaubriand (0350710G),127,88,108,75,103,70,71,47
Rouen Cedex,Lycée Pierre Corneille (0760090K),48,32,43,29,43,29,28,19
Saint-Cyr-L'Ecole Cedex,Lycée Militaire de Saint-Cyr (0780015T),1,1,0,0,0,0,0,0
Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),44,27,35,22,32,21,15,9
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),112,89,97,75,92,72,60,49
Sceaux Cedex,Lycée Lakanal (0920145H),87,62,71,50,67,48,43,32
Strasbourg,Lycée Jean Rostand (0670084C),44,35,42,34,39,32,30,23
Toulouse Cedex,Lycée Ozenne (0310047H),48,31,39,26,38,25,22,12
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),95,70,89,65,87,64,59,45
Tours Cedex 1,Lycée Descartes (0370035M),46,33,45,32,44,32,30,22
Versailles Cedex,Lycée Hoche (0782562L),90,60,86,58,83,57,63,48
Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),41,27,41,27,41,27,33,23
