ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Paul Cezanne (0130002G),51,18,19,5,19,5,8,3
Albi,Laperouse (0810006S),1,0,0,0,0,0,0,0
Amiens,Louis Thuillier (0800009A),13,3,5,2,5,2,2,0
Angers,Henri Bergson (0491966W),9,3,5,2,5,2,1,1
Annecy,Lycée Berthollet (0740003B),39,13,14,4,12,3,4,0
Antony,Sainte Marie (0920904H),26,4,10,1,9,1,1,0
Arras,Robespierre (0620006V),5,2,2,1,2,1,0,0
Avignon,St Joseph (0840072X),3,2,2,1,1,1,0,0
Balma,Saliège (0312408Z),45,7,17,2,16,1,2,0
Bayonne,Rene Cassin (0640010N),8,1,3,0,3,0,1,0
Besançon,Victor Hugo (0250007X),23,8,9,2,8,2,5,1
Bordeaux,Camille Jullian (0330023W),15,5,4,2,4,2,1,1
Bordeaux,Michel Montaigne (0330021U),41,12,17,4,15,3,5,2
Bourg-En-Bresse,Lycée Lalande (0010013J),11,2,2,0,2,0,0,0
Bourges,Alain-Fournier (0180005H),2,1,0,0,0,0,0,0
Brest,de Kerichen (0290007A),14,5,4,0,4,0,0,0
Caen,Lycée Privé Sainte-Marie (0141164P),4,0,1,0,1,0,1,0
Caen,Lycée VICTOR HUGO (0142059M),26,7,11,3,10,2,7,2
Chartres,Marceau (0280007F),7,1,2,0,2,0,0,0
Clermont-Ferrand,Blaise Pascal (0630018C),30,8,17,5,16,5,4,1
Compiègne,Pierre d'Ailly (0600014P),2,1,1,1,1,1,1,1
Corenc,ITEC Boisfleury Europe (0381675P),7,1,3,0,2,0,0,0
Dijon,Lycée Carnot (0210015C),26,6,7,1,5,1,3,0
Douai,Albert Chatelet (0590063Y),11,3,2,0,2,0,0,0
Dunkerque,Jean Bart (0590071G),5,1,0,0,0,0,0,0
Enghien-Les-Bains,Gustave Monod (0950644J),7,1,2,0,2,0,1,0
Evreux,Aristide Briand (0270016W),5,0,1,0,1,0,1,0
Fontainebleau,Francois Ier (0770927P),6,2,0,0,0,0,0,0
Fort-De-France,Bellevue (9720003W),5,4,0,0,0,0,0,0
Grenoble,Champollion (0380027Y),56,17,24,6,23,6,4,1
La Flèche,Prytanee National Militaire (0720896H),1,0,0,0,0,0,0,0
La Rochelle,Jean Dautet (0170028N),3,0,0,0,0,0,0,0
La Roche-Sur-Yon,Saint Joseph (0850083D),2,0,0,0,0,0,0,0
Le Havre,François 1er (0760052U),20,5,5,1,5,1,1,0
Le Mans,Montesquieu (0720029R),46,5,13,2,12,2,4,0
Le Raincy,Albert Schweitzer (0930830X),15,7,2,1,2,1,1,1
Lens,Condorcet (0620108F),1,0,0,0,0,0,0,0
Lille,Faidherbe (0590119J),46,18,17,5,17,5,7,3
Limoges,Lycée Gay-Lussac (0870015U),16,4,8,1,8,1,2,0
Lorient,Dupuy De Lôme (0560025Y),1,0,0,0,0,0,0,0
Lyon,Aux Lazaristes (0690522T),37,7,28,5,25,4,5,0
Lyon,Jean Perrin (0690082P),16,3,2,0,2,0,0,0
Lyon,La Martiniere Monplaisir (0692866R),39,17,22,7,19,7,0,0
Lyon,Lycée du Parc (0690026D),110,35,77,26,73,25,13,2
Marseille,Thiers (0130040Y),71,19,33,7,33,7,9,2
Melun,Jacques Amyot (0770933W),12,2,2,0,2,0,1,0
Metz,Fabert (0570054Z),43,16,26,10,25,9,4,1
Montpellier,Joffre (0340038G),53,29,18,8,17,8,3,2
Mulhouse,Lyçée Albert Schweitzer (0680031P),5,1,1,0,1,0,1,0
