ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,10,1,3,0,3,0,1,0
MARSEILLE,THIERS,38,8,14,1,13,1,8,1
SALON DE PROVENCE,L'EMPERI,2,0,0,0,0,0,0,0
BELFORT,CONDORCET,1,0,0,0,0,0,0,0
BESANCON,VICTOR HUGO,14,5,2,1,2,1,1,0
BAYONNE,RENE CASSIN,1,0,1,0,1,0,0,0
BORDEAUX,CAMILLE JULLIAN,2,0,0,0,0,0,0,0
BORDEAUX,MICHEL MONTAIGNE,31,11,4,0,4,0,2,0
PAU,LOUIS BARTHOU,5,1,0,0,0,0,0,0
CAEN,VICTOR HUGO,9,3,3,0,2,0,0,0
CLERMONT-FERRAND,BLAISE PASCAL,5,1,0,0,0,0,0,0
DIJON,CARNOT,14,4,2,0,1,0,1,0
ANNECY,BERTHOLLET,13,5,3,0,3,0,2,0
GRENOBLE,CHAMPOLLION,28,8,8,0,6,0,4,0
LILLE,FAIDHERBE,26,4,10,2,7,2,5,2
VALENCIENNES,HENRI WALLON,27,1,7,0,7,0,4,0
LIMOGES,GAY LUSSAC,10,1,2,0,1,0,1,0
BOURG EN BRESSE,LALANDE,1,1,0,0,0,0,0,0
LYON,AUX LAZARISTES,17,2,6,1,5,1,4,1
LYON,LE PARC,87,23,34,8,33,7,21,5
LYON,LA MARTINIERE,20,10,3,1,2,0,2,0
SAINT-ETIENNE,FAURIEL,13,4,1,1,1,1,1,1
MONTPELLIER,JOFFRE,26,9,3,1,3,1,0,0
METZ,FABERT,18,5,5,1,4,1,2,1
NANCY,HENRI POINCARE,23,3,4,0,4,0,3,0
ANGERS,HENRI BERGSON,1,1,0,0,0,0,0,0
LE MANS,MONTESQUIEU,8,0,6,0,6,0,3,0
NANTES,GEORGES CLEMENCEAU,38,14,6,1,6,1,4,1
NICE,MASSENA,15,1,5,0,4,0,3,0
TOULON,DUMONT D'URVILLE,2,0,0,0,0,0,0,0
VALBONNE,CENTRE INTERNATIONAL,4,0,0,0,0,0,0,0
BOURGES,ALAIN FOURNIER,1,0,0,0,0,0,0,0
ORLEANS,POTHIER,12,3,5,1,4,1,3,1
TOURS,DESCARTES,20,7,6,1,5,1,3,1
ANTONY,SAINTE MARIE,5,2,1,0,1,0,0,0
FONTAINEBLEAU,FRANCOIS 1ER,1,0,1,0,1,0,1,0
LE RAINCY,ALBERT SCHWEITZER,4,2,0,0,0,0,0,0
NEUILLY SUR SEINE,PASTEUR,40,8,13,2,12,2,8,2
ORSAY,BLAISE PASCAL,18,7,4,0,4,0,0,0
PARIS 03,TURGOT,3,2,0,0,0,0,0,0
PARIS 04,CHARLEMAGNE,54,11,10,2,10,2,7,2
PARIS 05,HENRI IV,45,10,26,4,25,3,18,2
PARIS 05,LAVOISIER,5,1,0,0,0,0,0,0
PARIS 05,LOUIS LE GRAND,127,39,58,10,57,10,30,4
PARIS 06,STANISLAS,27,2,7,1,6,1,2,1
PARIS 06,FENELON,33,7,6,0,4,0,1,0
PARIS 06,SAINT LOUIS,127,46,22,5,20,5,13,4
PARIS 08,CHAPTAL,29,8,7,0,3,0,1,0
PARIS 08,SAINTE MARIE FENELON,8,1,0,0,0,0,0,0
PARIS 09,CONDORCET,6,0,0,0,0,0,0,0
PARIS 09,JACQUES DECOUR,17,4,1,0,1,0,1,0
PARIS 13,ENCPB,3,0,0,0,0,0,0,0
PARIS 15,BUFFON,9,2,0,0,0,0,0,0
PARIS 15,OURANIA,8,1,0,0,0,0,0,0
PARIS 16,JANSON DE SAILLY,54,10,13,3,11,3,5,2
PARIS 17,HONORE DE BALZAC,1,0,0,0,0,0,0,0
SAVIGNY SUR ORGE,J. B. COROT,3,0,1,0,0,0,0,0
SCEAUX,LAKANAL,24,6,6,1,4,1,4,1
ST GERMAIN EN LAYE,JEANNE D'ALBRET,2,0,0,0,0,0,0,0
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,15,3,7,1,7,1,3,1
VANVES,MICHELET,8,3,0,0,0,0,0,0
VERSAILLES,SAINTE GENEVIEVE,111,26,53,4,43,3,31,1
VERSAILLES,HOCHE,39,10,20,3,19,3,10,2
POITIERS,CAMILLE GUERIN,8,3,1,1,1,1,0,0
REIMS,FRANKLIN ROOSEVELT,7,5,0,0,0,0,0,0
BREST,KERICHEN,3,0,0,0,0,0,0,0
RENNES,CHATEAUBRIAND,34,8,6,1,4,1,2,1
SAINT-BRIEUC,RABELAIS,2,2,0,0,0,0,0,0
LE HAVRE,FRANCOIS 1ER,1,0,1,0,1,0,0,0
ROUEN,CORNEILLE,25,8,6,2,5,2,3,2
MULHOUSE,A. SCHWEITZER,3,0,1,0,1,0,1,0
STRASBOURG,KLEBER,27,6,9,0,6,0,3,0
TOULOUSE,BELLEVUE,7,0,3,0,3,0,3,0
TOULOUSE,DEODAT DE SEVERAC,4,0,1,0,0,0,0,0
BALMA,SALIEGE,24,5,4,0,2,0,0,0
TOULOUSE,PIERRE DE FERMAT,38,9,24,6,21,5,9,2
AVIGNON,SAINT JOSEPH,3,1,0,0,0,0,0,0
TUNIS,I.P.E.I.T,1,0,0,0,0,0,0,0
RENNES,ASSOMPTION,1,1,0,0,0,0,0,0
ALBI,LAPEROUSE,1,0,0,0,0,0,0,0
PARIS 04,IPESUP,17,3,5,0,5,0,3,0
JARVILLE,LA MALGRANGE,1,1,0,0,0,0,0,0
TUNIS,IPEST,7,1,2,0,2,0,2,0
QUIMPER,LYCEE BRIZEUX,1,0,0,0,0,0,0,0
