ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),1,0,1,0,1,0,0,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),44,19,35,15,32,13,13,5
Albi,Lycée Laperouse (0810006S),21,13,21,13,16,9,3,1
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),37,10,28,9,27,9,4,1
Angers Cedex 01,Lycée Henri Bergson (0491966W),18,8,15,8,13,6,9,4
Annecy Cedex,Lycée Berthollet (0740003B),33,14,29,14,24,11,7,2
Annonay,Lycée Saint Denis (0071126L),10,7,10,7,8,6,4,3
Antony,Lycée Sainte Marie (0920904H),18,5,17,4,16,4,5,2
Arras,Lycée Robespierre (0620006V),21,6,16,5,11,2,5,2
Avignon,Lycée Saint Joseph (0840072X),29,5,28,5,24,4,16,3
Balma,Lycée Saliège (0312408Z),44,19,40,18,39,18,22,12
Bayonne,Lycée René Cassin (0640010N),20,5,18,5,15,3,7,0
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),35,10,29,9,26,9,13,4
Belfort,Lycée Raoul Follereau (0900004R),11,6,10,6,8,5,6,3
Besançon,Lycée Victor Hugo (0250007X),37,11,32,9,32,9,11,6
Bordeaux Cedex,Lycée Camille Jullian (0330023W),31,11,31,11,29,10,12,6
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),7,1,6,1,6,1,2,0
Bourg-En-Bresse,Lycée Lalande (0010013J),25,13,24,12,21,12,14,7
Brest,Lycée Sainte Anne (0290338K),12,6,12,6,12,6,9,4
Brest Cedex 2,Lycée de Kerichen (0290007A),40,14,31,11,27,9,15,5
Caen,Lycée Privé Sainte-Marie (0141164P),17,1,17,1,16,1,11,1
Caen,Lycée Victor Hugo (0142059M),44,16,36,13,29,12,11,5
Chartres,Lycée Marceau (0280007F),28,8,28,8,25,7,8,2
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),23,10,20,7,19,7,3,1
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),22,8,20,7,19,7,5,2
Dijon,Lycée Carnot (0210015C),29,8,27,8,27,8,9,2
Douai,Lycée Albert Chatelet (0590063Y),31,15,30,15,26,14,10,5
Dunkerque Cedex,Lycée Jean Bart (0590071G),13,5,10,3,5,2,3,2
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),23,11,22,11,21,10,14,8
Evreux,Lycée Aristide Briand (0270016W),24,2,22,2,20,2,8,1
Fontainebleau,Lycée François 1er (0770927P),16,11,13,8,12,8,6,5
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),26,15,18,12,15,9,4,2
Grenoble Cedex 1,Lycée Champollion (0380027Y),26,12,25,12,24,12,5,3
La Flèche Cedex,Prytanée National Militaire (0720896H),12,1,10,1,9,1,0,0
La Mulatière,Lycée Assomption Bellevue (0690539L),30,18,26,17,18,9,9,6
Le Havre,Lycée François 1er (0760052U),17,4,16,4,15,3,6,2
Le Mans Cedex 01,Lycée Montesquieu (0720029R),25,9,23,9,20,7,7,1
Le Raincy,Lycée Albert Schweitzer (0930830X),19,8,17,8,12,6,6,3
Lille Cedex,Lycée Faidherbe (0590119J),55,15,45,12,38,12,9,4
Limoges Cedex,Lycée Gay-Lussac (0870015U),31,12,26,12,24,11,6,1
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),18,13,17,12,15,10,1,1
Lyon,Lycée Jean Perrin (0690082P),17,8,16,8,16,8,5,2
Lyon,Lycée La Martinière Monplaisir (0692866R),35,19,26,15,26,15,9,7
Lyon Cedex 06,Lycée du Parc (0690026D),15,5,11,3,11,3,1,1
Marseille Cedex 1,Lycée Thiers (0130040Y),32,13,24,9,23,8,9,3
Melun Cedex,Lycée Jacques Amyot (0770933W),25,3,23,3,23,3,13,0
Metz Cedex 1,Lycée Fabert (0570054Z),34,6,31,6,28,6,12,2
Monastir,I.P.E.I (99949911),1,1,0,0,0,0,0,0
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),17,6,14,6,13,5,5,1
Montpellier Cedex 2,Lycée Joffre (0340038G),30,10,29,10,26,10,6,4
Mulhouse,Lycée Albert Schweitzer (0680031P),27,13,20,12,16,10,4,2
Nancy Cedex,Lycée Henri Poincaré (0540038Y),26,13,23,11,23,11,9,4
Nantes,Lycée Saint Stanislas (0440163N),21,4,19,3,15,2,3,1
Nantes Cedex 1,Lycée Clémenceau (0440021J),14,7,11,7,9,6,3,3
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),38,16,32,15,30,14,12,5
Nice Cedex 1,Lycée Massena (0060030A),36,17,35,17,34,16,6,3
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),26,12,21,10,19,10,7,5
Orléans Cedex 1,Lycée Pothier (0450049J),33,14,28,14,26,13,14,7
Orsay,Lycée Blaise Pascal (0910626L),13,9,12,9,11,8,4,2
Paris,Lycée Saint-Louis (0750658H),42,23,33,21,31,20,12,10
Paris,Lycée Honoré De Balzac (0750705J),27,2,21,1,20,1,15,1
Paris,Lycée Janson de Sailly (0750699C),48,20,33,14,30,14,6,2
Paris 4e,Lycée Charlemagne (0750652B),36,20,32,19,31,18,7,3
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),30,10,29,9,29,9,6,2
Paris Cedex 03,Lycée Turgot (0750647W),25,9,25,9,25,9,12,5
Paris Cedex 05,Lycée Henri IV (0750654D),5,3,4,2,4,2,0,0
Paris Cedex 05,Lycée Louis Le Grand (0750655E),7,3,4,1,4,1,0,0
Paris Cedex 06,Lycée Stanislas (0753840S),17,8,11,6,10,6,2,1
Paris Cedex 09,Lycée Jacques Decour (0750668U),18,8,12,7,12,7,3,3
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),44,18,39,16,36,14,14,5
Paris 15e,Lycée Buffon (0750693W),14,6,14,6,12,6,6,2
Paris 17e,Lycée Carnot (0750704H),28,10,24,9,24,9,5,1
Paris 5e,Lycée Lavoisier (0750656F),40,15,34,13,30,12,22,8
Paris 6e,Lycée Fénelon (0750660K),11,5,6,3,5,3,1,1
Paris 8e,Lycée Chaptal (0750663N),45,21,40,19,38,18,4,2
