ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),60,42,27,16,21,12,6,3
AMILLY,Lycée Le Chesnoy - Les Barres (0450094H),25,15,7,4,4,2,3,2
Angers,Lycée Angers le Fresne (0490946M),14,9,10,5,8,4,2,1
Arras,Lycée Robespierre (0620006V),33,22,6,3,5,3,2,1
Besançon,Lycée Victor Hugo (0250007X),29,23,12,10,8,7,5,4
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),38,24,28,18,23,15,5,4
BOULOGNE-BILLANCOURT,Lycée Jacques Prévert (0920134W),15,8,9,5,9,5,2,1
Caen Cedex 4,Lycée Malherbe (0140013N),78,66,36,29,30,24,10,6
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),22,16,13,10,10,8,3,2
Dijon,Lycée Carnot (0210015C),9,8,2,1,1,0,1,0
Douai,Lycée Albert Chatelet (0590063Y),28,24,15,13,15,13,7,6
DUCOS,Lycée Polyvalent Centre Sud (9720825P),11,10,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),4,3,1,0,1,0,1,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),33,30,20,17,15,12,5,4
La Mulatière,Lycée Assomption Bellevue (0690539L),33,22,18,10,17,9,2,1
Le Raincy,Lycée Albert Schweitzer (0930830X),20,10,10,5,9,4,3,2
Le Tampon,Lycée Roland Garros (9740002J),21,15,12,7,11,6,2,2
Lempdes,Legta Louis Pasteur - Lempdes (0630984C),24,20,14,11,5,5,2,2
Lille Cedex,Lycée Faidherbe (0590119J),55,37,25,15,9,7,6,5
Limoges,Lycée Léonard Limosin (0870016V),24,16,10,7,9,6,6,3
Lyon,Lycée La Martinière Monplaisir (0692866R),16,13,8,6,7,5,4,2
Lyon Cedex 06,Lycée du Parc (0690026D),38,22,28,17,20,11,5,0
Marseille Cedex 1,Lycée Thiers (0130040Y),68,57,20,19,14,13,7,6
Metz Cedex 1,Lycée Georges de La Tour (0572757M),15,12,10,7,8,5,4,2
Montpellier Cedex 2,Lycée Joffre (0340038G),6,4,5,3,2,1,0,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),66,33,37,19,19,10,7,2
Nantes,Externat-Chavagnes (0440160K),27,17,9,6,5,3,1,1
Nantes Cedex 1,Lycée Clémenceau (0440021J),18,12,13,10,11,9,4,3
Nice Cedex 1,Lycée Massena (0060030A),26,16,18,10,11,6,2,0
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),36,26,17,10,16,10,0,0
Orléans Cedex 1,Lycée Pothier (0450049J),26,19,18,12,14,9,9,7
Paris,Lycée Saint-Louis (0750658H),45,33,27,20,22,16,10,10
Paris,Lycée Janson de Sailly (0750699C),30,23,20,15,12,10,4,4
Paris Cedex 05,Lycée Henri IV (0750654D),27,23,17,14,12,10,1,1
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),27,20,19,13,19,13,7,5
Paris 16e,Lycée Jean-Baptiste Say (0750700D),39,31,18,14,11,10,1,1
Paris 6e,Lycée Fénelon (0750660K),31,22,18,14,15,12,4,3
Paris 8e,Lycée Chaptal (0750663N),48,37,25,17,21,14,3,1
Pau Cedex,Lycée Louis Barthou (0640055M),23,15,16,11,15,10,7,5
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),19,16,6,4,5,3,4,2
Poitiers Cedex,Lycée Camille Guérin (0860035W),67,52,27,21,20,15,9,6
Reims Cedex 2,Lycée Clémenceau (0510031G),24,17,6,2,4,1,1,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),34,22,25,19,21,15,6,3
Rouen Cedex,Lycée Pierre Corneille (0760090K),38,26,25,17,8,5,2,0
Saint-Amand-Les-Eaux,Institution Notre Dame des Anges (0592913W),4,3,1,1,1,1,0,0
Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),38,29,19,13,6,3,2,1
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),56,40,32,22,19,15,4,3
Sceaux Cedex,Lycée Lakanal (0920145H),69,46,35,27,25,21,8,5
Strasbourg,Lycée Jean Rostand (0670084C),12,9,8,6,7,5,3,2
Toulouse Cedex,Lycée Ozenne (0310047H),12,9,5,3,4,2,2,2
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),12,8,7,6,5,4,2,1
Tours Cedex 1,Lycée Descartes (0370035M),11,9,6,6,3,3,0,0
Versailles Cedex,Lycée Hoche (0782562L),38,30,15,14,13,12,3,3
Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),39,24,10,4,4,2,0,0
