ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Albi,Lycée Louis Rascol (0810004P),28,2,24,2,12,1,6,0
Alès,Lycée Jean-Baptiste Dumas - C.T. (0300002P),22,1,15,0,9,0,5,0
Amiens,Lycée Edouard Branly (0801327H),14,3,10,3,1,0,0,0
Aubervilliers,Lycée Le Corbusier (0930117X),14,0,10,0,3,0,2,0
Brive-La-Gaillarde,Lycée Georges Cabanis (0190010H),24,1,17,1,6,0,4,0
Cachan,Lycée Gustave Eiffel (0940111K),23,0,18,0,7,0,4,0
Chambery,Lycée Monge (0730016W),23,2,19,2,7,0,2,0
Clermont-Ferrand,Lycée La Fayette (0630021F),11,0,9,0,5,0,3,0
Colmar,Lycée Blaise Pascal (0680010S),13,1,8,1,8,1,4,1
Dijon,Lycée Gustave Eiffel (0211033J),23,0,19,0,8,0,4,0
Fort-De-France,Lycée Pointe des Nègres (9720004X),9,1,0,0,0,0,0,0
La Rochelle,Lycée Léonce Vieljeux (0170029P),37,1,32,1,21,1,9,1
Lorient,Lycée St Joseph Lorient (0560181T),16,1,13,1,6,1,1,0
Lyon,Lycée Edouard Branly (0690128P),11,2,10,2,4,1,2,0
Marseille,Lycée Antonin Artaud (0132733A),23,2,13,2,7,0,2,0
Metz,Lycée Louis Vincent (0570058D),20,1,5,0,4,0,0,0
MOHAMMEDIA,LNTA (99927711),2,0,0,0,0,0,0,0
Montbéliard,Lycée Viette (0250032Z),14,0,6,0,2,0,2,0
OUJDA,Lycée Omar Ben Abdelaziz (99927611),2,1,0,0,0,0,0,0
Paris,Lycée Raspail (0750691U),31,7,27,5,23,4,14,2
Pau,Lycée Saint-Cricq (0640057P),15,1,8,1,5,1,5,1
Rueil-Malmaison,Lycée Richelieu (0920799U),25,3,23,3,19,3,5,0
SAFI,Lycée Technique Al Khawarizmi (99929411),5,0,0,0,0,0,0,0
Saint-Brieuc,Lycée Chaptal (0220058U),21,0,10,0,8,0,2,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),22,0,21,0,11,0,7,0
Saint-Ouen-L'Aumone,Lycée Jean Perrin (0951104J),29,2,14,1,6,0,3,0
Sotteville-Lès-Rouen,Lycée Marcel Sembat (0760110G),15,0,8,0,4,0,2,0
Toulon,Lycée Rouvière (0830056K),27,4,19,3,9,2,5,1
Tourcoing,Lycée Colbert (0590214M),24,0,18,0,9,0,2,0
Troyes,Lycée Les Lombards (0100025Y),22,1,18,1,4,1,3,0
Valenciennes,Lycée Du Hainaut (0590223X),22,1,11,1,4,0,3,0
