ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,23,8,18,6,17,5,10,2
BLOIS,F. PH. DESSAIGNES,25,6,13,5,9,3,3,1
MARSEILLE,THIERS,97,34,88,30,74,29,13,6
AMIENS,THUILLIER,57,11,26,8,20,6,9,4
COMPIEGNE,PIERRE D'AILLY,18,4,4,1,3,1,1,0
BESANCON,VICTOR HUGO,60,19,53,15,41,9,12,3
BORDEAUX,CAMILLE JULLIAN,35,9,27,6,21,4,6,2
BORDEAUX,MICHEL MONTAIGNE,98,22,94,22,76,17,22,3
PAU,LOUIS BARTHOU,23,3,17,3,13,2,9,0
CAEN,MALHERBE,77,18,51,14,44,13,20,6
CHERBOURG,VICTOR GRIGNARD,32,7,29,5,22,3,12,2
CLERMONT-FERRAND,BLAISE PASCAL,62,14,56,12,49,8,11,0
CLERMONT-FERRAND,LA FAYETTE,25,3,12,2,6,0,4,0
DIJON,CARNOT,87,22,72,15,59,12,20,5
ANNECY,BERTHOLLET,45,8,34,7,27,7,8,2
GRENOBLE,CHAMPOLLION,66,18,63,17,49,13,23,8
LA TRONCHE,ITEC- BOISFLEURY,9,2,5,2,4,2,3,2
VALENCE,CAMILLE VERNET,30,4,19,3,15,3,10,2
ARRAS,ROBESPIERRE,25,8,5,2,4,2,2,1
BOULOGNE SUR MER,MARIETTE,24,4,11,2,11,2,8,1
DOUAI,A. CHATELET,22,8,6,0,5,0,3,0
DUNKERQUE,JEAN BART,20,7,12,3,10,2,5,0
LENS,CONDORCET,17,5,3,1,1,0,1,0
LILLE,FAIDHERBE,84,25,72,20,62,18,15,7
MAUBEUGE,NOTRE DAME DE GRACE,17,5,2,0,2,0,1,0
VALENCIENNES,HENRI WALLON,84,24,63,16,49,10,15,5
LIMOGES,GAY LUSSAC,21,9,15,6,11,3,7,1
BOURG EN BRESSE,LALANDE,30,4,16,2,13,2,6,0
LYON,AUX LAZARISTES,26,1,23,1,18,1,2,0
LYON,COURS PASCAL,12,0,2,0,0,0,0,0
LYON,DU PARC,83,18,76,16,69,14,16,3
LYON,INSTITUT DES CHARTRX,17,1,12,0,12,0,9,0
LYON,LA MARTINIERE,50,14,45,10,35,8,10,4
SAINT-ETIENNE,FAURIEL,63,19,50,16,44,14,14,6
MONTPELLIER,JOFFRE,67,17,57,15,47,13,11,3
NIMES,ALPHONSE DAUDET,29,13,15,7,9,6,5,3
PERPIGNAN,F. ARAGO,26,6,15,5,9,3,6,2
EPINAL,C. GELLEE,29,7,16,4,10,3,4,1
FORBACH,JEAN MOULIN,23,5,7,1,3,1,2,1
METZ,FABERT,63,15,49,11,37,9,9,4
NANCY,HENRI POINCARE,69,19,66,17,59,14,24,6
ANGERS,HENRI BERGSON,26,7,23,7,21,7,9,1
LA FLECHE,PRYTANEE MILITAIRE,41,3,34,3,25,2,12,2
LA ROCHE SUR YON,SAINT JOSEPH,23,4,6,1,4,1,0,0
LE MANS,MONTESQUIEU,14,4,11,4,10,4,4,1
NANTES,GEORGES CLEMENCEAU,47,9,45,9,40,6,7,1
NANTES,SAINT STANISLAS,19,3,14,3,7,2,1,0
NICE,MASSENA,58,13,55,12,45,11,11,3
TOULON,DUMONT D'URVILLE,29,9,18,5,17,5,7,1
VALBONNE,CENTRE INTERNATIONAL,24,5,21,5,17,3,5,1
