ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
BOURGES,ALAIN FOURNIER,25,8,15,3,10,2,5,2
CHARTRES,MARCEAU,36,13,12,4,8,2,3,1
ORLEANS,POTHIER,87,31,74,26,59,20,22,8
TOURS,DESCARTES,78,14,59,11,44,7,16,2
ANTONY,SAINTE MARIE,31,8,22,5,19,5,10,2
ENGHIEN LES BAINS,GUSTAVE MONOD,21,4,6,1,5,1,2,0
FONTAINEBLEAU,FRANCOIS 1ER,23,6,12,3,7,2,2,1
LE RAINCY,ALBERT SCHWEITZER,40,12,24,6,17,4,9,2
MELUN,JACQUES AMYOT,24,3,11,0,9,0,5,0
NEUILLY SUR SEINE,PASTEUR,65,20,63,19,58,17,3,3
ORSAY,BLAISE PASCAL,40,8,39,8,35,7,7,2
PARIS 04,CHARLEMAGNE,50,11,48,10,39,8,7,1
PARIS 05,HENRI IV,19,7,14,7,10,5,0,0
PARIS 05,LOUIS LE GRAND,86,30,60,24,53,23,3,1
PARIS 06,STANISLAS,96,2,90,2,72,2,18,0
PARIS 06,FENELON,58,16,54,14,48,12,11,4
PARIS 06,SAINT LOUIS,153,62,134,55,113,46,21,13
PARIS 08,CHAPTAL,70,6,60,5,56,5,10,1
PARIS 08,SAINTE MARIE FENELON,52,7,31,5,21,5,4,2
PARIS 09,CONDORCET,56,15,50,14,42,14,5,4
PARIS 09,JACQUES DECOUR,19,2,11,1,8,1,1,0
PARIS 12,PAUL VALERY,42,7,26,3,21,1,7,0
PARIS 13,ENSCPB,23,7,15,5,13,4,3,1
PARIS 15,BUFFON,31,8,29,7,23,6,2,0
PARIS 15,OURANIA,2,0,2,0,1,0,0,0
PARIS 16,CLAUDE BERNARD,25,7,16,7,12,7,2,2
PARIS 16,JANSON DE SAILLY,120,25,106,23,79,18,14,4
PONTOISE,PISSARO,10,1,6,1,4,1,0,0
SAINT-DENIS,PAUL ELUARD,10,0,1,0,1,0,1,0
SAVIGNY SUR ORGE,J. B. COROT,23,5,14,3,13,3,5,2
SCEAUX,LAKANAL,29,5,28,5,25,4,6,3
ST GERMAIN EN LAYE,JEANNE D'ALBRET,20,5,13,3,13,3,3,0
ST MAUR DES FOS.,MARCELIN BERTHELOT,68,14,54,10,44,9,12,1
VANVES,MICHELET,27,6,16,4,12,2,6,1
VERSAILLES,SAINTE GENEVIEVE,84,22,80,22,64,19,6,1
VERSAILLES,HOCHE,45,10,41,10,37,9,4,1
LA ROCHELLE,J. DAUTET,21,4,6,1,5,0,2,0
POITIERS,CAMILLE GUERIN,59,10,48,9,42,9,16,5
REIMS,G. CLEMENCEAU,100,20,79,14,62,9,26,5
TROYES,CHRESTIEN DE TROYES,28,8,12,2,8,2,0,0
BREST,KERICHEN,61,18,43,12,31,10,14,4
BREST,NAVAL,33,4,22,1,20,1,7,1
BREST,SAINTE ANNE,16,4,7,1,5,1,4,0
LORIENT,DUPUY DE LOME,16,2,9,1,6,0,4,0
RENNES,CHATEAUBRIAND,85,25,80,25,71,21,30,7
SAINT-BRIEUC,RABELAIS,30,12,14,5,12,5,6,1
VANNES,LESAGE,31,16,23,11,23,11,7,2
LE HAVRE,FRANCOIS 1ER,29,11,18,8,13,5,6,2
ROUEN,CORNEILLE,65,21,57,18,41,15,9,5
MULHOUSE,A. SCHWEITZER,62,16,39,10,28,4,14,4
STRASBOURG,FUSTEL DE COULANGES,34,9,15,5,11,4,8,3
STRASBOURG,KLEBER,83,25,77,22,67,19,30,9
TOULOUSE,BELLEVUE,33,11,26,11,21,8,7,2
TOULOUSE,PIERRE DE FERMAT,110,42,104,40,90,34,35,16
CLERMONT-FERR.,GODEFROY DE BOUILLON,20,4,3,0,2,0,1,0
MONTBONNOT,PUPILLES DE L'AIR,20,4,16,3,10,2,3,0
ST CYR L'ECOLE,LYCEE MILITAIRE,22,2,19,0,17,0,11,0
MONTPELLIER,LA MERCI,27,6,10,2,9,2,1,0
MARSEILLE,NOTRE DAME DE SION,21,10,9,3,7,3,5,3
ROUBAIX,SAINT REMI,28,6,7,3,5,3,2,1
LYON,JEAN PERRIN,31,9,18,5,11,3,3,0
CHAMBERY,VAUGELAS,29,6,24,5,21,5,19,4
ANGOULEME,GUEZ DE BALZAC,25,5,9,0,7,0,2,0
EVRY,DU PARC DES LOGES,18,2,10,1,7,1,2,1
JARVILLE,LA MALGRANGE,8,1,2,0,2,0,1,0
AUTUN,LYCEE MILITAIRE,19,1,11,0,9,0,2,0
AIX-EN-PROVENCE,LYCEE MILITAIRE,24,2,21,1,16,1,10,0
MANTES-LA-JOLIE,SAINT-EXUPERY,33,7,9,1,8,1,4,1
ORLEANS,SAINT CHARLES,22,2,3,0,1,0,0,0
NIMES,E. D'ALZON,22,6,3,1,2,0,1,0
MARSEILLE,INSTITUT ST JEAN,1,0,1,0,1,0,1,0
PARIS,URANIE,1,0,1,0,1,0,1,0
SAINT-BRIEUC,SAINT-CHARLES,15,4,5,2,1,0,0,0
TUNIS,IPEST,106,37,86,26,81,24,39,13
CASABLANCA,MOHAMED V,80,14,65,10,56,8,23,3
MARRAKECH,IBNOU TAIMIYA,58,11,37,10,26,7,16,5
RABAT,MOULAY YOUSSEF,54,16,46,15,37,11,17,7
FES,MOULAY IDRISS,33,4,22,1,19,1,7,0
AGADIR,REDA SLAOUI,32,6,19,5,13,4,7,2
TANGER,CENTRE PEDAGOGIQUE REGION,20,5,14,3,6,0,2,0
BRESSUIRE,SAINT JOSEPH,15,4,2,0,1,0,1,0
CASABLANCA,ECO SUP GALILEE,12,4,5,1,5,1,5,1
OUJDA,OMAR BEN ABDELAZIZ,16,3,12,1,7,1,2,0
SAINTE CLOTILDE,LECONTE DE LISLE,19,5,13,4,10,4,6,3
FORT DE FRANCE,DE BELLEVUE,18,5,2,1,1,0,0,0
POINTE A PITRE,BAIMBRIDGE,26,6,10,2,9,2,5,1
RABAT,AL KHAWARIZMI,14,6,8,3,2,1,2,1
MEKNES,OMAR IBN EL KHATTAB,20,2,16,1,14,1,6,0
CASABLANCA,LYCEE LA RESIDENCE,11,1,5,1,2,0,2,0
BENI-MELLAL,TECHNIQUE MOHAMED V,12,2,5,0,4,0,1,0
YAMOUSSOUKRO,INP HOUPHOUET-BOIGNY,81,10,13,2,9,1,9,1
RABAT,AL HASSANIA,5,0,1,0,0,0,0,0
