ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),43,10,28,6,28,6,3,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),22,7,17,5,15,4,0,0
Angers,Lycée Chevrollier (0490003M),42,1,37,0,34,0,4,0
Argonay,Lycée Louis Lachenal (0740006E),35,3,26,3,25,3,7,0
Armentières,Lycée Gustave Eiffel (0590011S),28,0,22,0,21,0,2,0
Aubervilliers,Lycée Le Corbusier (0930117X),15,3,1,0,1,0,0,0
Avignon,Lycée Philippe de Girard (0840005Z),24,0,10,0,9,0,2,0
Belfort,Lycée Raoul Follereau (0900004R),29,2,15,1,13,0,1,0
Besançon,Lycée Jules Haag (0250011B),28,1,17,1,16,1,2,0
Bordeaux,Lycée Gustave Eiffel (0330028B),96,10,55,7,52,6,12,3
Brest,Lycée La Croix Rouge (0290335G),30,0,17,0,14,0,3,0
Brest,Lycée Vauban (0290012F),27,2,12,0,12,0,6,0
Cachan,Lycée Gustave Eiffel (0940111K),24,4,21,3,20,3,1,0
Caen,Lycée Jules Dumont d'Urville (0142131R),30,8,15,5,13,4,2,0
Châlons-en-Champagne,Lycée Etienne Oehmichen (0510007F),24,4,8,1,6,0,1,0
Chalon-Sur-Saône,Lycée Nicephore Niepce (0710012C),22,1,5,1,5,1,0,0
Champagne-Sur-Seine,Lycée La Fayette (0770920G),19,1,7,1,7,1,2,0
Champigny-Sur-Marne,Lycée Langevin-Wallon (0940113M),26,4,11,2,11,2,4,1
Clichy,Lycée Newton-Enrea (0920136Y),25,2,7,1,3,0,0,0
Cluny,Lycée La Prat's (0710023P),35,5,21,2,17,2,1,0
Dijon,Lycée Gustave Eiffel (0211033J),39,5,13,0,12,0,1,0
Dunkerque,Lycée De L'Europe (0590072H),15,3,4,0,4,0,1,0
Grenoble,Lycée Vaucanson (0380033E),84,14,29,6,28,5,8,1
Le Havre,Lycée Robert Schuman (0760058A),14,4,7,2,4,1,1,0
Le Mans,Lycée Gabriel Touchard (0720033V),17,1,15,1,15,1,6,0
Les Abymes,Lycée Charles Coeffin (9710004C),15,2,3,0,2,0,1,0
Lille,Lycée César Baggio (0590121L),48,6,15,1,13,0,1,0
Limoges,Lycée Turgot (0870056N),33,2,18,2,17,2,0,0
Lyon,Lycée aux Lazaristes (0690522T),2,0,1,0,1,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),72,10,57,7,57,7,7,0
Marseille,Lycée Jean Perrin (0130053M),68,5,47,1,44,1,4,0
Massy,Lycée Parc de Vilgenis (0910727W),29,3,11,1,7,0,2,0
Meaux,Lycée Pierre de Coubertin (0770931U),14,2,1,0,1,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),33,0,18,0,17,0,1,0
Montluçon,Lycée Paul Constans (0030026M),21,5,15,3,15,3,2,1
Montpellier,Lycée Jean Mermoz (0340042L),34,3,28,1,27,1,0,0
Nancy,Lycée Henri Loritz (0540042C),28,2,20,1,17,1,2,1
Nantes,Lycée Eugène Livet (0440029T),79,9,67,7,64,5,6,1
Nevers,Lycée Jules Renard (0580031U),19,6,8,3,7,3,2,1
Nice,Lycée Les Eucalyptus (0060075Z),63,10,30,4,26,3,4,0
Nimes,Lycée Dhuoda (0300026R),34,6,13,2,11,2,2,0
Nogent sur Oise,Lycée Marie Curie (0600020W),43,7,38,7,37,7,5,1
Nouméa,Lycée Jules Garnier (9830003L),18,5,11,3,10,3,1,0
Orléans,Lycée Benjamin Franklin (0450051L),37,2,19,0,18,0,2,0
Paris,Lycée Raspail (0750691U),74,10,37,6,36,5,3,1
Paris,Lycée Voltaire (0750675B),39,4,14,2,13,1,1,0
Paris 8e,Lycée Chaptal (0750663N),44,2,33,2,32,2,2,0
Paris 11e,Lycée Dorian (0750676C),34,3,26,3,25,2,3,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),29,3,28,3,28,3,0,0
Poitiers,Lycée Louis Armand (0860037Y),29,5,9,2,8,2,1,0
Reims,Lycée F. Roosevelt (0510034K),20,2,6,1,6,1,0,0
Rennes,Lycée Joliot-Curie (0350029S),46,5,35,4,35,4,5,0
Rouen,Lycée Blaise Pascal (0760095R),22,1,5,0,5,0,4,0
RUEIL-MALMAISON,Lycée Passy Buzenval (0920928J),25,1,13,0,13,0,1,0
Sainte-Clotilde,Lycée Lislet-Geoffroy (9740054R),20,6,0,0,0,0,0,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),43,1,23,1,22,1,1,0
Saint-Sylvain-D'Anjou,Lycée Saint Julien La Baronnerie (0490888Z),15,6,12,5,12,5,1,1
Strasbourg,Lycée Louis Couffignal (0670085D),49,4,20,2,20,2,4,1
Tarbes,Lycée Jean Dupuy (0650027B),41,8,15,3,13,3,3,0
Thiers,Lycée Jean Zay (0630069H),19,3,8,1,7,1,3,1
Toulon,Lycée Rouvière (0830056K),32,6,27,4,27,4,3,1
Toulouse,Lycée Déodat de Séverac (0310044E),33,5,26,4,26,4,1,0
Toulouse,Lycée Saint-Joseph (0311145B),1,1,0,0,0,0,0,0
Tours,Lycée J. de Vaucanson (0371418R),22,3,7,2,7,2,4,2
Tunis,IPEI El Manar (99951211),2,0,0,0,0,0,0,0
Valenciennes,Lycée Du Hainaut (0590223X),18,1,2,0,2,0,0,0
Vannes,Lycée Alain René Lesage (0560051B),18,3,7,2,6,2,2,2
Versailles,Lycée Jules Ferry (0782565P),93,9,67,7,61,5,10,0
Voiron,Lycée Ferdinand Buisson (0380092U),29,4,17,0,15,0,3,0
