ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),19,6,3,2,2,1,1,1
Agadir,Lycée Reda Slaoui (99926811),63,16,29,5,23,4,9,1
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),29,7,28,7,23,6,12,2
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),31,11,26,9,19,6,8,3
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),53,15,30,6,25,4,11,2
Angers Cedex 01,Lycée Henri Bergson (0491966W),23,2,21,1,14,1,6,0
Annecy Cedex,Lycée Berthollet (0740003B),61,10,48,7,42,6,15,0
Antony,Lycée Sainte Marie (0920904H),37,7,32,4,28,4,5,1
Arras,Lycée Robespierre (0620006V),19,5,9,3,2,0,1,0
Autun Cedex,Lycée Militaire National (0711064W),18,5,15,3,11,3,6,1
Benguérir,LYDEX (L0081),78,28,73,26,68,25,24,8
Beni-Mellal,DAY PREPAS (L0038),6,3,0,0,0,0,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),23,10,11,3,8,1,4,0
Besançon,Lycée Victor Hugo (0250007X),70,19,61,18,54,17,9,3
Blois Cedex,Lycée Dessaignes (0410002E),35,6,26,3,21,3,3,0
Bordeaux Cedex,Institution Sainte Marie Grand Lebrun (0331503E),40,8,30,6,19,3,6,1
Bordeaux Cedex,Lycée Camille Jullian (0330023W),39,17,30,11,22,8,7,3
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),95,25,88,25,79,24,18,5
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),21,10,12,4,5,2,2,1
Bourg-En-Bresse,Lycée Lalande (0010013J),38,10,24,8,15,6,6,1
Bourges,Lycée Alain-Fournier (0180005H),27,7,5,1,2,0,2,0
Brest,Lycée Naval (0290063L),30,11,26,9,23,7,5,0
Brest,Lycée Sainte Anne (0290338K),21,4,15,3,8,1,5,0
Brest Cedex 2,Lycée de Kerichen (0290007A),72,20,59,16,49,13,17,4
Caen Cedex 4,Lycée Malherbe (0140013N),89,21,73,15,55,8,23,3
