ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Abymes/guadeloupe,L G T de Baimbridge (9710003B),20,15,3,3,3,3,2,2
Agadir,Lycée Reda Slaoui (99926811),6,5,0,0,0,0,0,0
Amiens,Lycée Louis Thuillier (0800009A),70,43,48,29,44,29,28,19
AMILLY,Lycée Le Chesnoy - Les Barres (0450094H),24,16,15,9,13,7,12,6
Angers,Lycée Angers le Fresne (0490946M),28,19,17,10,15,9,4,2
Arras,Lycée Robespierre (0620006V),31,22,8,5,6,3,5,3
Auzeville Tolosane,Lycée Toulouse Auzeville (0311262D),29,21,27,19,25,17,21,14
Besançon,Lycée Victor Hugo (0250007X),43,28,34,21,32,20,19,12
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),68,51,66,49,63,46,38,30
BOULOGNE-BILLANCOURT,Lycée Jacques Prévert (0920134W),45,34,21,16,20,15,14,11
Caen,Lycée Malherbe (0140013N),70,43,52,30,50,29,32,19
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),37,20,33,18,32,18,26,16
Dijon,Lycée Carnot (0210015C),41,20,33,18,27,14,16,9
Douai,Lycée Albert Chatelet (0590063Y),38,22,18,7,13,4,11,4
DUCOS,Lycée Polyvalent Centre Sud (9720825P),20,14,6,4,6,4,4,2
Evreux,Faculté des Sciences et des Techniques (E0012),9,8,2,2,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),41,28,26,18,23,16,21,14
Gabes,IPEIG (99951112),1,1,0,0,0,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),83,55,73,46,68,41,45,29
Kenitra,Lycée Abdelmalek Essaâdi (99948211),2,1,0,0,0,0,0,0
La Mulatière,Lycée Assomption Bellevue (0690539L),36,30,23,18,17,13,16,12
Le Raincy,Lycée Albert Schweitzer (0930830X),26,20,10,8,10,8,6,4
Le Tampon,Lycée Roland Garros (9740002J),32,19,21,11,20,10,16,7
Lempdes,Legta Louis Pasteur - Lempdes (0630984C),29,24,23,19,22,18,17,14
Lille,Lycée Faidherbe (0590119J),85,58,66,46,59,42,36,27
Lyon,Lycée La Martinière Monplaisir (0692866R),33,23,23,16,23,16,12,9
Lyon Cedex 06,Lycée du Parc (0690026D),138,107,135,104,133,102,85,66
Marseille Cedex 1,Lycée Thiers (0130040Y),120,91,95,73,82,64,46,36
Metz,Lycée Georges de La Tour (0572757M),32,25,19,13,18,13,11,7
Montpellier Cedex 2,Lycée Joffre (0340038G),31,17,28,15,28,15,17,9
Nancy,Lycée Henri Poincaré (0540038Y),68,50,55,40,52,37,35,25
Nantes Cedex 1,Externat des Enfants Nantais (0440160K),41,27,18,11,14,9,9,8
Nantes Cedex 1,Lycée Clémenceau (0440021J),80,57,76,54,73,53,56,44
Nice,Lycée Massena (0060030A),39,31,34,27,32,26,22,18
Nimes,Lycée Emmanuel d'Alzon (0300080Z),33,23,24,16,21,14,15,11
Orléans Cedex 1,Lycée Pothier (0450049J),45,25,36,21,34,20,22,16
Paris Cedex 05,Lycée Henri IV (0750654D),47,26,45,25,44,24,21,14
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),13,10,5,2,5,2,3,1
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),39,32,29,23,26,21,16,14
Paris 16e,Lycée Janson de Sailly (0750699C),86,62,81,58,79,56,61,42
Paris 16e,Lycée Jean-Baptiste Say (0750700D),31,24,23,17,22,16,17,12
Paris 6e,Lycée Fénelon (0750660K),38,25,32,23,31,22,21,15
Paris 6e,Lycée Saint-Louis (0750658H),126,92,125,91,123,90,88,68
Paris 8e,Lycée Chaptal (0750663N),86,55,52,32,46,26,29,17
Pau,Lycée Louis Barthou (0640055M),45,33,25,19,24,18,18,14
Poitiers,Lycée Camille Guérin (0860035W),78,56,46,28,36,21,23,15
Reims,Lycée Clémenceau (0510031G),47,32,36,27,32,25,18,13
Rennes Cedex 7,Lycée Chateaubriand (0350710G),130,83,110,70,96,61,63,42
Rouen,Lycée Pierre Corneille (0760090K),45,34,40,30,39,29,25,18
Saint-Etienne,Lycée Claude Fauriel (0420041S),38,26,29,19,25,18,19,15
Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),112,70,84,52,81,49,52,33
Sceaux Cedex,Lycée Lakanal (0920145H),86,65,67,50,64,47,43,30
Strasbourg,Lycée Jean Rostand (0670084C),42,27,30,20,27,18,21,16
Toulouse Cedex,Lycée Ozenne (0310047H),35,21,28,16,26,15,19,11
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),92,73,86,68,82,64,60,47
Tours Cedex 1,Lycée Descartes (0370035M),44,35,40,31,40,31,17,14
Versailles,Lycée Hoche (0782562L),93,64,83,55,80,52,61,41
Versailles,Lycée Sainte Geneviève (0783053V),43,28,42,27,42,27,34,23
