ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),1,0,0,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),17,5,2,0,2,0,0,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),34,6,22,5,15,4,3,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),29,6,9,2,1,0,0,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),9,0,1,0,1,0,0,0
Albi,Lycée Laperouse (0810006S),3,1,0,0,0,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),4,1,1,0,0,0,0,0
Angers,Lycée Saint-Martin (0490824E),11,1,3,1,2,0,0,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),11,0,4,0,2,0,0,0
Annecy Cedex,Lycée Berthollet (0740003B),32,7,14,2,11,1,6,1
Annonay,Lycée Saint Denis (0071126L),2,1,2,1,0,0,0,0
Antony,Lycée Sainte Marie (0920904H),39,4,23,1,15,1,2,0
Argenteuil,Lycée Jean Jaurès (0950641F),20,6,2,2,2,2,0,0
Arras,Lycée Robespierre (0620006V),15,2,1,0,0,0,0,0
Auxerre,Lycée Jacques Amyot (0890003V),7,3,2,1,2,1,1,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),24,6,2,1,1,0,1,0
Balma,Lycée Saliège (0312408Z),25,5,10,1,9,1,2,1
Belfort,Lycée Raoul Follereau (0900004R),5,1,1,0,1,0,1,0
Benguérir,LYDEX (L0081),17,10,1,0,1,0,1,0
Besançon,Lycée Victor Hugo (0250007X),15,2,7,1,6,1,2,0
Bordeaux,Lycée Gustave Eiffel (0330028B),79,14,53,11,38,5,18,2
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),78,25,54,13,49,12,23,7
Brest,Lycée Naval (0290063L),32,5,18,1,12,1,6,0
Brest,Lycée Sainte Anne (0290338K),7,1,2,1,2,1,1,0
Brest Cedex 2,Lycée Vauban (0290012F),16,2,11,2,5,2,2,1
Caen,Lycée Victor Hugo (0142059M),15,4,6,1,3,1,0,0
Cannes Cedex,Lycée Stanislas (0060673Z),32,7,15,4,10,2,4,2
Casablanca,ELBILIA SUP (99696011),3,1,0,0,0,0,0,0
Casablanca,ESG Prépas (E0005),1,0,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),6,1,0,0,0,0,0,0
Casablanca,Lycée Mohamed V (99926411),14,4,2,0,1,0,0,0
Chambéry,Lycée Vaugelas (0730013T),16,0,5,0,4,0,1,0
Clermont-Ferrand,Lycée La Fayette (0630021F),12,0,8,0,6,0,2,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),34,2,16,1,11,1,3,1
Dijon,Lycée Carnot (0210015C),33,4,16,1,12,1,4,0
Dijon,Lycée Gustave Eiffel (0211033J),13,4,5,1,3,1,1,1
Douai,Lycée Albert Chatelet (0590063Y),21,4,15,3,7,0,2,0
