ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),17,3,0,0,0,0,0,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),4,1,0,0,0,0,0,0
Angers Cedex 01,Lycée Chevrollier (0490003M),7,0,1,0,0,0,0,0
Armentières,Lycée Gustave Eiffel (0590011S),4,0,0,0,0,0,0,0
Aubervilliers,Lycée Le Corbusier (0930117X),1,0,0,0,0,0,0,0
Besançon,Lycée Jules Haag (0250011B),3,0,0,0,0,0,0,0
Bordeaux,Lycée Gustave Eiffel (0330028B),16,3,0,0,0,0,0,0
Brest,Lycée La Croix Rouge (0290335G),3,0,0,0,0,0,0,0
Brest Cedex 2,Lycée Vauban (0290012F),1,0,0,0,0,0,0,0
Cachan,Lycée Polyvalent de Cachan (0940580V),13,2,0,0,0,0,0,0
Caen,Lycée Jules Dumont d'Urville (0142131R),3,1,0,0,0,0,0,0
Chalon-Sur-Saône,Lycée Nicephore Niepce (0710012C),3,0,0,0,0,0,0,0
Champagne-Sur-Seine,Lycée La Fayette (0770920G),2,1,0,0,0,0,0,0
Champigny-Sur-Marne,Lycée Langevin-Wallon (0940113M),4,0,0,0,0,0,0,0
Clichy,Lycée Newton-Enrea (0920136Y),1,0,0,0,0,0,0,0
Cluny,Lycée La Prat's (0710023P),2,0,0,0,0,0,0,0
Dijon,Lycée Gustave Eiffel (0211033J),1,0,0,0,0,0,0,0
Dunkerque,Lycée De L'Europe (0590072H),3,0,0,0,0,0,0,0
Grenoble,Lycée Vaucanson (0380033E),14,2,0,0,0,0,0,0
Le Havre,Lycée Robert Schuman (0760058A),2,0,0,0,0,0,0,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),1,0,0,0,0,0,0,0
Lille,Lycée César Baggio (0590121L),11,2,0,0,0,0,0,0
Limoges,Lycée Turgot (0870056N),2,0,1,0,0,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),14,0,3,0,2,0,2,0
Marseille,Lycée Jean Perrin (0130053M),16,0,0,0,0,0,0,0
Massy Cedex,Lycée Parc de Vilgenis (0910727W),4,1,0,0,0,0,0,0
Meaux,Lycée Pierre de Coubertin (0770931U),3,0,0,0,0,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),1,1,0,0,0,0,0,0
Montauban,Lycée Bourdelle (0820021C),3,1,0,0,0,0,0,0
Montluçon,Lycée Paul Constans (0030026M),1,0,0,0,0,0,0,0
Montpellier,Lycée Jean Mermoz (0340042L),2,0,0,0,0,0,0,0
Nancy,Lycée Henri Loritz (0540042C),2,0,0,0,0,0,0,0
Nantes,Lycée Eugène Livet (0440029T),8,0,0,0,0,0,0,0
Nevers,Lycée Jules Renard (0580031U),2,0,0,0,0,0,0,0
Nice,Lycée Les Eucalyptus (0060075Z),12,0,0,0,0,0,0,0
Nimes,Lycée Dhuoda (0300026R),5,0,0,0,0,0,0,0
Nogent Sur Oise,Lycée Marie Curie (0600020W),15,3,0,0,0,0,0,0
Orléans,Lycée Benjamin Franklin (0450051L),1,0,0,0,0,0,0,0
Paris,Lycée Raspail (0750691U),3,0,0,0,0,0,0,0
Paris,Lycée Voltaire (0750675B),4,0,0,0,0,0,0,0
Paris 11e,Lycée Dorian (0750676C),9,0,0,0,0,0,0,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),31,5,7,0,4,0,4,0
Paris 8e,Lycée Chaptal (0750663N),11,1,0,0,0,0,0,0
Poitiers,Lycée Louis Armand (0860037Y),3,0,0,0,0,0,0,0
Pringy,Lycée Louis Lachenal (0740006E),5,0,0,0,0,0,0,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),2,0,0,0,0,0,0,0
Rennes,Lycée Joliot-Curie (0350029S),5,0,0,0,0,0,0,0
Rouen,Lycée Blaise Pascal (0760095R),1,0,0,0,0,0,0,0
Rueil-Malmaison,Lycée Passy Buzenval (0920928J),4,0,0,0,0,0,0,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),1,0,0,0,0,0,0,0
Saint-Sebastien-Sur-Loire,Lycée Saint Joseph La Joliverie (0441653H),1,0,0,0,0,0,0,0
Saint-Sylvain D'Anjou,Lycée Saint Aubin La Salle (0492420P),2,0,0,0,0,0,0,0
Ste Clotilde/la Reunion,Lycée Lislet-Geoffroy (9740054R),3,0,0,0,0,0,0,0
Strasbourg,Lycée Louis Couffignal (0670085D),11,2,1,0,0,0,0,0
Thiers,Lycée Jean Zay (0630069H),1,0,0,0,0,0,0,0
Toulon,Lycée Rouvière (0830056K),5,1,0,0,0,0,0,0
Toulouse,Lycée Déodat de Séverac (0310044E),9,0,0,0,0,0,0,0
Tours,Lycée J. de Vaucanson (0371418R),6,0,0,0,0,0,0,0
Versailles,Lycée Jules Ferry (0782565P),24,0,2,0,0,0,0,0
Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),26,4,6,0,4,0,4,0
Voiron,Lycée Ferdinand Buisson (0380092U),3,0,0,0,0,0,0,0
