ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
LA FLECHE,PRYTANEE MILITAIRE,31,3,20,2,17,2,11,0
LA ROCHELLE,J. DAUTET,28,3,21,3,16,3,8,2
LE MANS,MONTESQUIEU,25,8,17,6,13,4,4,1
LE RAINCY,ALBERT SCHWEITZER,27,4,15,2,15,2,7,0
LILLE,CESAR BAGGIO,57,7,22,4,15,3,4,0
LILLE,FAIDHERBE,35,5,35,5,22,4,4,0
LILLE,OZANAM,3,0,0,0,0,0,0,0
LIMOGES,GAY LUSSAC,33,7,29,7,24,7,10,3
LORIENT,DUPUY DE LOME,22,4,13,3,12,2,8,1
LYON,AUX LAZARISTES,39,6,38,6,31,5,4,1
LYON,JEAN PERRIN,37,5,17,2,14,2,5,1
LYON,LA MARTINIERE,80,13,72,10,67,10,31,2
LYON,LE PARC,36,5,36,5,25,4,8,0
MARRAKECH,IBNOU TAIMIYA,10,4,3,1,1,0,0,0
MARSEILLE,JEAN PERRIN,23,7,17,6,14,5,4,1
MARSEILLE,THIERS,40,7,38,7,23,7,6,3
MEAUX,LPEM.HENRI MOISSAN,12,4,7,2,5,2,3,1
METZ,FABERT,39,5,33,3,30,3,11,1
MONTBONNOT,PUPILLES DE L'AIR,23,4,18,3,9,1,4,1
MONTPELLIER,JOFFRE,93,13,72,10,57,8,23,3
MULHOUSE,A. SCHWEITZER,24,1,13,0,12,0,8,0
NANCY,LORITZ,68,13,47,7,44,6,26,4
NANTES,GEORGES CLEMENCEAU,112,28,103,27,87,22,21,7
NICE,LES EUCALYPTUS,27,7,13,5,11,5,4,1
NICE,MASSENA,42,12,38,10,33,8,4,0
NIMES,ALPHONSE DAUDET,34,11,19,5,16,4,5,2
NOUMEA,JULES GARNIER,11,6,8,6,8,6,2,2
OLLIOULES,SAINT-JOSEPH,2,0,0,0,0,0,0,0
ORLEANS,POTHIER,81,22,66,16,62,15,24,6
ORSAY,BLAISE PASCAL,38,5,38,5,34,4,10,1
PARIS 05,E.S.T.P.,1,0,0,0,0,0,0,0
PARIS 05,LOUIS LE GRAND,26,8,24,7,17,5,0,0
PARIS 06,SAINT LOUIS,122,30,116,29,97,27,15,3
PARIS 06,STANISLAS,37,2,36,2,28,1,3,0
PARIS 08,CHAPTAL,83,12,74,9,62,9,15,2
PARIS 08,SAINTE MARIE FENELON,38,4,38,4,36,4,8,0
PARIS 09,CONDORCET,33,12,30,11,26,10,1,0
PARIS 09,JACQUES DECOUR,80,27,56,22,51,20,15,7
PARIS 12,PAUL VALERY,23,8,17,7,16,7,9,5
PARIS 13,ENCPB,38,7,20,4,18,3,8,1
PARIS 14,RASPAIL,23,6,11,2,8,1,4,1
PARIS 15,BUFFON,46,12,25,8,21,6,3,0
PARIS 15,OURANIA,1,0,1,0,1,0,0,0
PARIS 15,URANIE,9,1,7,1,5,1,2,0
PARIS 16,CLAUDE BERNARD,28,5,8,1,6,1,2,0
PARIS 16,JANSON DE SAILLY,75,18,68,14,54,13,10,5
PARIS 16,JEAN BAPTISTE SAY,38,7,36,7,31,4,5,1
PAU,LOUIS BARTHOU,31,6,21,5,21,5,9,3
PERPIGNAN,F. ARAGO,27,6,13,2,10,1,4,1
POINTE A PITRE,BAIMBRIDGE,28,7,6,1,5,1,0,0
POITIERS,CAMILLE GUERIN,42,7,29,5,25,4,13,3
QUIMPER,LYCEE BRIZEUX,25,4,13,4,11,3,7,0
REIMS,FRANKLIN ROOSEVELT,66,9,42,3,37,3,17,1
RENNES,ASSOMPTION,9,1,2,0,1,0,0,0
RENNES,CHATEAUBRIAND,69,18,63,15,57,15,18,5
RENNES,JOLIOT CURIE,35,9,32,9,31,8,12,3
ROUEN,CORNEILLE,33,4,33,4,30,4,6,1
SAINT MAUR LES FOSSES,D'ARSONVAL,32,6,19,2,16,2,7,1
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,35,8,29,6,18,5,1,0
SAINT-BRIEUC,RABELAIS,26,7,13,5,13,5,8,4
SAINT-DENIS,PAUL ELUARD,9,2,2,1,1,1,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,29,5,16,3,15,3,10,1
SAINT-ETIENNE,E. MIMARD,27,8,22,6,19,5,11,3
SCEAUX,LAKANAL,26,4,24,4,22,3,3,0
ST CYR L'ECOLE,LYCEE MILITAIRE,29,3,18,1,13,1,9,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,38,6,20,2,18,2,6,1
STRASBOURG,COUFFIGNAL,30,4,16,0,15,0,7,0
STRASBOURG,KLEBER,63,9,53,6,49,6,14,1
STRASBOURG,ORT FRANCE,21,5,11,0,8,0,4,0
TANGER,CENTRE PEDAGOGIQUE REGION,9,0,0,0,0,0,0,0
TOULON,DUMONT D'URVILLE,39,10,27,3,21,1,9,0
TOULOUSE,BELLEVUE,39,10,36,9,31,9,17,4
TOULOUSE,DEODAT DE SEVERAC,47,9,39,6,36,6,23,3
TOULOUSE,PIERRE DE FERMAT,47,13,47,13,38,12,5,1
TOURS,DESCARTES,17,4,17,4,11,3,2,0
TOURS,VAUCANSON,42,6,33,4,24,3,15,2
TROYES,CHRESTIEN DE TROYES,22,5,12,4,11,3,5,2
TUNIS,IPEI El Manar,3,0,0,0,0,0,0,0
TUNIS,I.P.E.I.T,1,0,1,0,1,0,0,0
VALBONNE,CENTRE INTERNATIONAL,24,6,22,4,21,3,9,3
VALENCIENNES,HENRI WALLON,50,6,40,4,38,4,15,2
VANVES,MICHELET,37,8,34,7,29,7,9,2
VERSAILLES,HOCHE,34,8,34,8,26,5,2,1
VERSAILLES,JULES FERRY,24,8,19,6,17,5,2,0
VERSAILLES,SAINTE GENEVIEVE,26,8,21,8,15,7,1,0
VIERZON,HENRI BRISSON,11,1,5,0,3,0,1,0
