ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),26,10,14,5,11,3,3,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),58,17,34,8,20,2,9,1
Albi,Lycée Laperouse (0810006S),7,2,1,0,1,0,1,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),8,0,2,0,2,0,1,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),7,1,2,0,1,0,0,0
Annecy Cedex,Lycée Berthollet (0740003B),47,14,14,5,12,4,5,0
Annonay,Lycée Saint Denis (0071126L),2,0,1,0,1,0,1,0
Antony,Lycée Sainte Marie (0920904H),17,3,8,1,5,0,3,0
Arras,Lycée Robespierre (0620006V),1,1,0,0,0,0,0,0
Avignon,Lycée Saint Joseph (0840072X),12,1,1,0,0,0,0,0
Balma,Lycée Saliège (0312408Z),52,14,24,4,16,2,3,1
Bayonne,Lycée René Cassin (0640010N),4,1,2,1,2,1,0,0
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),11,2,4,0,3,0,0,0
Belfort,Lycée Raoul Follereau (0900004R),2,1,1,0,1,0,0,0
Besançon,Lycée Victor Hugo (0250007X),19,5,4,0,2,0,0,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),18,3,10,0,6,0,1,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),64,25,45,16,37,14,12,6
Bourg-En-Bresse,Lycée Lalande (0010013J),6,2,0,0,0,0,0,0
Brest,Lycée Sainte Anne (0290338K),3,0,0,0,0,0,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),39,7,12,2,6,2,2,0
Caen,Lycée Privé Sainte-Marie (0141164P),8,0,0,0,0,0,0,0
Caen,Lycée Victor Hugo (0142059M),41,16,12,3,8,3,3,3
Chartres,Lycée Marceau (0280007F),10,1,4,0,1,0,0,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),61,14,33,7,27,7,5,0
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),5,2,1,1,0,0,0,0
Dijon,Lycée Carnot (0210015C),29,10,10,3,10,3,5,2
Douai,Lycée Albert Chatelet (0590063Y),5,0,2,0,1,0,0,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),3,0,1,0,1,0,0,0
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),7,0,3,0,2,0,2,0
Evreux,Lycée Aristide Briand (0270016W),6,0,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),4,1,0,0,0,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),48,18,27,8,24,7,9,2
La Flèche Cedex,Prytanée National Militaire (0720896H),20,2,6,0,0,0,0,0
La Mulatière,Lycée Assomption Bellevue (0690539L),3,0,2,0,1,0,0,0
La Roche-Sur-Yon,Lycée Pierre Mendès-France (0850025R),4,3,0,0,0,0,0,0
Le Havre,Lycée François 1er (0760052U),3,1,1,1,1,1,0,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),24,5,11,1,8,1,1,0
Le Raincy,Lycée Albert Schweitzer (0930830X),13,4,5,0,4,0,2,0
Lille Cedex,Lycée Faidherbe (0590119J),58,12,28,4,26,4,11,1
Limoges Cedex,Lycée Gay-Lussac (0870015U),16,4,8,1,4,0,1,0
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),8,2,2,0,1,0,0,0
Lyon,Lycée aux Lazaristes (0690522T),40,18,38,16,38,16,12,6
Lyon,Lycée Jean Perrin (0690082P),13,2,5,0,2,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),35,16,23,11,12,7,3,3
Lyon Cedex 06,Lycée du Parc (0690026D),113,32,104,27,89,24,27,9
Lyon Cedex 1,Institution des Chartreux (0690564N),2,1,0,0,0,0,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),81,29,55,23,50,22,14,9
Melun Cedex,Lycée Jacques Amyot (0770933W),17,3,3,0,3,0,0,0
Metz Cedex 1,Lycée Fabert (0570054Z),31,9,13,1,6,1,2,1
