ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),3,0,1,0,1,0,0,0
Agadir,Lycée Reda Slaoui (99926811),22,7,5,2,4,2,1,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),19,4,16,4,12,4,2,1
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),34,9,28,6,24,4,9,2
Ajaccio,Lycée Laetitia Bonaparte (6200002H),4,0,2,0,1,0,0,0
Albi,Lycée Laperouse (0810006S),19,5,7,0,5,0,2,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),15,4,3,0,0,0,0,0
Angers,Lycée Saint-Martin (0490824E),23,5,15,3,14,3,3,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),25,3,20,2,15,0,8,0
Annecy Cedex,Lycée Berthollet (0740003B),32,7,30,7,26,3,8,1
Annonay,Lycée Saint Denis (0071126L),7,2,2,1,2,1,0,0
Antony,Lycée Sainte Marie (0920904H),45,4,35,2,31,2,5,0
Argenteuil,Lycée Jean Jaurès (0950641F),23,6,4,2,3,2,2,2
Arras,Lycée Robespierre (0620006V),21,2,8,2,2,1,0,0
Auxerre,Lycée Jacques Amyot (0890003V),11,5,4,2,4,2,0,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),40,7,6,1,5,1,0,0
Balma,Lycée Saliège (0312408Z),36,5,23,2,17,2,1,1
Belfort,Lycée Raoul Follereau (0900004R),8,1,5,0,4,0,1,0
Benguérir,LYDEX (L0081),17,10,1,0,1,0,0,0
Besançon,Lycée Victor Hugo (0250007X),38,8,27,4,21,2,6,1
Bordeaux,Lycée Gustave Eiffel (0330028B),87,15,75,13,69,12,20,5
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),84,26,78,24,76,22,19,5
Brest,Lycée Naval (0290063L),19,5,16,3,15,3,3,1
Brest,Lycée Sainte Anne (0290338K),14,5,5,1,4,0,0,0
Brest Cedex 2,Lycée Vauban (0290012F),41,11,33,8,22,4,10,2
Caen,Lycée Victor Hugo (0142059M),40,9,18,4,12,1,4,0
Cannes Cedex,Lycée Stanislas (0060673Z),36,9,26,5,18,3,2,0
Casablanca,ELBILIA SUP (99696011),13,3,0,0,0,0,0,0
Casablanca,ESG Prépas (E0005),1,0,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),26,6,4,0,3,0,0,0
Casablanca,Lycée Mohamed V (99926411),17,8,2,0,1,0,0,0
Chambéry,Lycée Vaugelas (0730013T),28,7,13,1,10,0,1,0
Clermont-Ferrand,Lycée La Fayette (0630021F),36,9,20,3,13,1,3,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),42,5,33,3,26,2,9,0
Dijon,Lycée Carnot (0210015C),40,6,37,5,31,4,8,4
Dijon,Lycée Gustave Eiffel (0211033J),38,10,16,1,15,0,4,0
Douai,Lycée Albert Chatelet (0590063Y),45,9,24,4,24,4,9,3
Dunkerque Cedex,Lycée Jean Bart (0590071G),13,1,5,0,5,0,1,0
El Jadida,Lycée Errazi (99927011),6,2,1,0,1,0,0,0
Evreux,Lycée Aristide Briand (0270016W),20,3,8,1,7,1,3,0
Evry,Lycée Parc des Loges (0911251R),20,7,4,0,4,0,0,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),15,3,3,0,2,0,1,0
Fontainebleau,Lycée François 1er (0770927P),39,10,22,5,12,4,2,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),21,6,3,0,1,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),93,15,84,13,80,11,36,5
Guelmim,Lycée Bab Essahra (L0041),5,1,2,0,2,0,0,0
Kenitra,Lycée Mohamed VI (99948211),5,1,0,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),26,2,18,0,14,0,4,0
La Rochelle,Lycée Jean Dautet (0170028N),30,5,12,1,7,1,3,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),38,5,22,1,17,1,2,0
Le Raincy,Lycée Albert Schweitzer (0930830X),27,4,9,1,6,1,1,0
Les Ulis,Lycée L'Essouriau (0911492C),32,9,21,4,21,4,2,1
Lille,Lycée Catholique Saint Pierre (0593117T),2,2,0,0,0,0,0,0
Lille,Lycée César Baggio (0590121L),53,14,36,7,31,6,9,4
Lille Cedex,Lycée Faidherbe (0590119J),42,7,42,7,40,7,8,3
Limoges Cedex,Lycée Gay-Lussac (0870015U),36,9,23,5,18,4,4,2
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),33,6,24,2,18,2,3,0
Lyon,Lycée aux Lazaristes (0690522T),33,10,32,10,29,8,6,3
Lyon,Lycée Jean Perrin (0690082P),28,6,24,5,17,2,6,1
Lyon,Lycée La Martinière Monplaisir (0692866R),74,15,68,15,58,13,16,2
Lyon Cedex 06,Lycée du Parc (0690026D),71,24,70,24,68,23,26,10
Marrakech,CPGE privée Koutoubia-Prépas (99697011),1,0,0,0,0,0,0,0
Marrakech,Lycée Ibn Timiya (99926511),10,3,4,1,1,1,0,0
Marseille,Lycée Jean Perrin (0130053M),40,5,29,2,20,1,3,0
Marseille Cedex 1,Lycée Thiers (0130040Y),36,5,31,5,27,4,7,0
Meaux,Lycée Henri Moissan (0770930T),25,3,13,0,8,0,3,0
Meknès,Lycée Omar Ibn Al Khattab (99928611),20,8,0,0,0,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),19,4,4,1,1,0,0,0
Metz Cedex 1,Lycée Fabert (0570054Z),42,6,33,1,29,1,3,0
Montferrier / Lez,Lycée Saint-Joseph Pierre Rouge (0341521U),3,0,0,0,0,0,0,0
Montpellier Cedex 2,Lycée Joffre (0340038G),72,27,61,23,54,20,7,0
Montreuil,Lycée Condorcet (0930122C),18,3,8,1,6,1,3,1
Mulhouse,Lycée Albert Schweitzer (0680031P),30,4,19,3,13,2,2,0
Nancy,Lycée Henri Loritz (0540042C),72,9,53,5,42,5,14,2
Nancy Cedex,Lycée Henri Poincaré (0540038Y),35,14,30,11,26,8,12,4
Nantes,Lycée Saint Stanislas (0440163N),44,9,27,6,20,3,3,1
Nantes Cedex 1,Lycée Clémenceau (0440021J),131,31,126,30,118,29,36,8
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),36,9,33,9,31,9,4,2
Nice,Lycée Les Eucalyptus (0060075Z),23,6,8,3,5,1,1,0
Nice Cedex 1,Lycée Massena (0060030A),38,13,32,11,26,8,4,2
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),35,9,9,1,6,1,1,0
Nouméa,Lycée Jules Garnier (9830003L),22,6,16,5,13,5,5,3
Orléans Cedex 1,Lycée Pothier (0450049J),52,11,25,5,22,4,5,1
Orsay,Lycée Blaise Pascal (0910626L),41,12,38,12,36,11,7,2
Paris,Lycée Raspail (0750691U),23,4,10,0,9,0,0,0
Paris,Lycée Saint-Louis (0750658H),235,82,222,76,209,70,76,25
Paris,Lycée Janson de Sailly (0750699C),83,24,77,22,70,22,28,8
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),41,5,40,5,39,4,13,0
Paris Cedex 05,Lycée Louis Le Grand (0750655E),45,14,45,14,44,14,14,6
Paris Cedex 06,Lycée Stanislas (0753840S),86,19,85,19,84,19,17,3
Paris Cedex 09,Lycée Jacques Decour (0750668U),81,19,61,15,52,14,7,2
Paris Cedex 12,Lycée Paul Valery (0750679F),34,7,13,2,10,2,0,0
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),40,6,10,1,9,1,1,0
Paris 15e,Lycée Buffon (0750693W),39,8,26,3,18,3,6,1
Paris 16e,Lycée Claude Bernard (0750698B),65,12,34,5,27,5,7,3
Paris 16e,Lycée Jean-Baptiste Say (0750700D),31,6,28,4,25,4,7,1
Paris 8e,Lycée Chaptal (0750663N),92,30,78,25,74,22,23,4
Paris 9e,Lycée Condorcet (0750667T),40,11,39,11,38,11,19,6
Pau Cedex,Lycée Louis Barthou (0640055M),41,10,24,7,12,4,3,0
Perpignan,Lycée François Arago (0660010C),39,10,29,9,24,6,8,2
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),22,6,4,1,4,1,0,0
Poitiers Cedex,Lycée Camille Guérin (0860035W),42,9,34,9,21,5,3,1
Quimper,Lycée Auguste Brizeux (0290069T),22,4,11,3,8,2,4,1
Rabat,Lycée Ibn Al Ghazi (99951011),19,5,2,1,2,1,0,0
Rabat,Lycée Moulay Youssef (99926611),13,5,0,0,0,0,0,0
Rabat,Prépa P2i Rabat (L0080),2,1,0,0,0,0,0,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),65,15,32,5,27,3,13,0
Remire-Montjoly,Lycée Léon-Gontran Damas (9730196A),10,1,1,0,0,0,0,0
Rennes,Lycée Joliot-Curie (0350029S),33,5,29,5,21,5,6,3
Rennes,Lycée privé Assomption (0350778F),16,3,5,0,4,0,1,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),68,19,63,16,56,15,14,3
Rouen Cedex,Lycée Pierre Corneille (0760090K),41,10,39,10,32,8,9,2
Saint-Brieuc Cedex,Lycée Francois Rabelais (0220056S),29,7,14,3,11,2,3,1
Saint-Cyr-L'Ecole Cedex,Lycée Militaire de Saint-Cyr (0780015T),22,4,13,3,4,1,0,0
Saint-Denis,Lycée Paul Eluard (0930125F),27,10,2,0,0,0,0,0
Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),15,2,8,0,5,0,1,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),38,5,18,3,12,2,5,1
Saint-Germain-En-Laye Cedex,Lycée Jeanne D'Albret (0782132U),31,8,18,6,15,4,6,2
Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),11,3,8,2,6,2,0,0
Saint-Maur-Des-Fosses,Lycée D'Arsonval (0940121W),35,4,14,1,14,1,4,0
