ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),51,6,45,6,43,6,25,4
Ajaccio,Lycée Laetitia Bonaparte (6200002H),13,4,4,0,4,0,1,0
Angers,Lycée Chevrollier (0490003M),27,0,26,0,23,0,14,0
Armentières,Lycée Gustave Eiffel (0590011S),40,2,26,1,25,1,15,1
Aubervilliers,Lycée Le Corbusier (0930117X),17,1,4,0,3,0,0,0
Avignon,Lycée Philippe de Girard (0840005Z),22,2,5,1,5,1,3,1
Baie-Mahault,Lycée Charles Coeffin (9711032V),13,4,2,1,2,1,0,0
Belfort,Lycée Raoul Follereau (0900004R),17,2,10,1,10,1,5,1
Besançon,Lycée Jules Haag (0250011B),24,3,7,1,5,1,1,0
Bordeaux,Lycée Gustave Eiffel (0330028B),77,13,67,13,63,13,42,6
Brest,Lycée La Croix Rouge (0290335G),17,2,8,1,8,1,7,1
Brest,Lycée Vauban (0290012F),25,1,15,1,15,1,8,1
Cachan,Lycée Gustave Eiffel (0940111K),35,7,29,6,29,6,14,3
Caen,Lycée Jules Dumont d'Urville (0142131R),23,1,12,0,10,0,2,0
Châlons-en-Champagne,Lycée Etienne Oehmichen (0510007F),12,0,3,0,1,0,1,0
Chalon-Sur-Saône,Lycée Nicephore Niepce (0710012C),20,4,13,3,10,3,0,0
Champagne-Sur-Seine,Lycée La Fayette (0770920G),23,2,7,1,7,1,2,0
Champigny-Sur-Marne,Lycée Langevin-Wallon (0940113M),26,1,9,1,8,1,3,0
Clichy,Lycée Newton-Enrea (0920136Y),30,5,7,0,5,0,4,0
Cluny,Lycée La Prat's (0710023P),21,1,10,0,8,0,3,0
Dijon,Lycée Gustave Eiffel (0211033J),21,2,12,2,11,2,2,0
Dunkerque,Lycée De L'Europe (0590072H),16,1,5,1,3,0,0,0
Grenoble,Lycée Vaucanson (0380033E),56,1,34,1,31,1,11,0
Le Havre,Lycée Robert Schuman (0760058A),15,0,7,0,6,0,6,0
Le Mans,Lycée Gabriel Touchard (0720033V),27,1,14,0,13,0,6,0
Lille,Lycée César Baggio (0590121L),36,3,20,1,18,1,12,1
Lille,Lycée privé Frédéric OZANAM (0593007Y),4,2,2,1,2,1,0,0
Limoges,Lycée Turgot (0870056N),23,3,19,2,18,2,9,1
Lyon,Lycée La Martiniere Monplaisir (0692866R),70,7,45,6,42,6,12,3
Marseille,Lycée Jean Perrin (0130053M),83,8,62,7,57,7,40,4
Massy,Lycée Parc de Vilgenis (0910727W),20,1,5,0,3,0,2,0
Meaux,Lycée Pierre de Coubertin (0770931U),15,2,3,0,3,0,1,0
Metz,Lycée Louis De Cormontaigne (0573227Y),33,1,21,1,17,1,13,1
MONASTIR,I.P.E.I (99949911),1,0,0,0,0,0,0,0
Montluçon,Lycée Paul Constans (0030026M),22,6,10,1,10,1,5,0
Montpellier,Lycée Jean Mermoz (0340042L),33,5,24,3,21,3,9,1
Nancy,Lycée Henri Loritz (0540042C),42,2,31,2,29,2,17,0
Nantes,Lycée Eugène Livet (0440029T),58,3,47,2,46,2,19,1
Nevers,Lycée Jules Renard (0580031U),26,1,15,1,13,1,6,0
Nice,LGT Les Eucalyptus (0060075Z),62,11,26,3,22,3,11,1
Nimes,Lycée Dhuoda (0300026R),32,2,19,2,18,2,6,1
Nogent sur Oise,Lycée Marie Curie (0600020W),41,3,36,3,32,3,12,0
NOUMEA,Lycée Jules Garnier (9830003L),13,6,12,6,11,5,7,2
Orléans,Lycée Benjamin Franklin (0450051L),41,3,21,2,19,1,6,0
Paris,Lycée Raspail (0750691U),71,3,32,1,31,1,20,1
Paris,Lycée Voltaire (0750675B),40,9,6,1,6,1,1,0
Paris 8e,Lycée Chaptal (0750663N),37,2,29,1,29,1,18,1
Paris 11e,Lycée Dorian (0750676C),26,4,13,1,10,0,7,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),40,5,40,5,40,5,15,3
Poitiers,Lycée Louis Armand (0860037Y),27,5,14,2,12,2,8,1
Pringy,Lycée Louis Lachenal (0740006E),24,1,18,1,15,0,9,0
Reims,Lycée F. Roosevelt (0510034K),24,1,8,0,8,0,3,0
Rennes,Lycée Joliot-Curie (0350029S),35,3,30,3,29,3,20,2
Rouen,Lycée Blaise Pascal (0760095R),31,4,10,0,10,0,2,0
Sainte-Clotilde,Lycée Lislet-Geoffroy (9740054R),15,3,3,0,3,0,1,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),29,0,15,0,14,0,9,0
Saint-Sylvain-D'Anjou,Lycée St Julien La Baronnerie (0490888Z),15,1,8,1,8,1,3,1
SFAX,IPEIS (99951111),1,0,0,0,0,0,0,0
Strasbourg,Lycée Louis Couffignal (0670085D),41,2,24,1,22,1,11,0
Tarbes,Lycée Jean Dupuy (0650027B),29,2,11,0,11,0,5,0
Thiers,Lycée Jean Zay (0630069H),24,4,12,0,12,0,6,0
Toulon,Lycée Rouvière (0830056K),26,2,15,1,15,1,11,1
Toulouse,Lycée Déodat de Séverac (0310044E),32,2,28,1,27,1,16,0
TUNIS,IPEI El Manar (99951211),7,0,0,0,0,0,0,0
Valenciennes,Lycée Du Hainaut (0590223X),17,4,2,0,2,0,0,0
Vannes,Lycée Alain René Lesage (0560051B),27,2,23,2,20,1,4,0
Versailles,Lycée Jules Ferry (0782565P),71,7,30,1,30,1,16,1
Vierzon,Lycée Henri Brisson (0180036S),6,0,1,0,1,0,0,0
Voiron,Lycée Ferdinand Buisson (0380092U),21,3,15,1,13,1,7,1
