ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,53,23,28,15,25,15,10,5
ALBI,LAPEROUSE,2,0,0,0,0,0,0,0
AMIENS,THUILLIER,10,1,2,1,2,1,2,1
ANGERS,HENRI BERGSON,9,3,2,0,2,0,1,0
ANNECY,BERTHOLLET,31,9,8,1,7,1,2,1
ANTONY,SAINTE MARIE,23,5,3,2,3,2,1,1
ARRAS,ROBESPIERRE,12,5,5,3,4,2,1,0
AVIGNON,SAINT JOSEPH,6,0,2,0,2,0,1,0
BALMA,SALIEGE,49,10,19,2,12,2,5,0
BAYONNE,RENE CASSIN,9,2,1,0,1,0,0,0
BELFORT,CONDORCET,1,1,0,0,0,0,0,0
BESANCON,VICTOR HUGO,30,10,11,3,11,3,5,1
BORDEAUX,CAMILLE JULLIAN,17,4,3,0,2,0,1,0
BORDEAUX,MICHEL MONTAIGNE,46,17,22,8,19,6,6,3
BOURG EN BRESSE,LALANDE,11,4,1,1,1,1,0,0
BOURGES,ALAIN FOURNIER,3,1,0,0,0,0,0,0
BREST,KERICHEN,16,6,4,1,3,1,1,0
BREST,SAINTE ANNE,1,1,0,0,0,0,0,0
CAEN,SAINTE MARIE,3,1,0,0,0,0,0,0
CAEN,VICTOR HUGO,35,6,6,0,5,0,2,0
CHARTRES,MARCEAU,4,0,2,0,2,0,1,0
CLERMONT-FERRAND,BLAISE PASCAL,37,15,13,6,12,6,6,4
DIJON,CARNOT,34,8,11,3,9,3,5,0
DOUAI,A. CHATELET,15,7,1,0,1,0,0,0
DUNKERQUE,JEAN BART,3,1,1,1,1,1,1,1
ENGHIEN LES BAINS,GUSTAVE MONOD,4,0,1,0,1,0,1,0
EVREUX,ARISTIDE BRIAND,5,0,1,0,1,0,1,0
FONTAINEBLEAU,FRANCOIS 1ER,15,3,4,0,1,0,0,0
FORT DE FRANCE,DE BELLEVUE,9,4,0,0,0,0,0,0
GRENOBLE,CHAMPOLLION,56,26,28,12,23,12,6,2
JARVILLE,LA MALGRANGE,1,1,1,1,1,1,1,1
LA ROCHE SUR YON,SAINT JOSEPH,1,0,0,0,0,0,0,0
LA ROCHELLE,J. DAUTET,4,0,0,0,0,0,0,0
LA TRONCHE,ITEC- BOISFLEURY,5,0,1,0,1,0,0,0
LE HAVRE,FRANCOIS 1ER,9,1,0,0,0,0,0,0
LE MANS,MONTESQUIEU,32,6,7,0,7,0,2,0
LE RAINCY,ALBERT SCHWEITZER,12,6,4,1,4,1,1,0
LENS,CONDORCET,3,0,2,0,2,0,1,0
LILLE,FAIDHERBE,56,25,27,11,24,9,7,3
LIMOGES,GAY LUSSAC,22,3,7,1,7,1,3,1
LORIENT,DUPUY DE LOME,3,0,0,0,0,0,0,0
LYON,AUX LAZARISTES,33,8,24,6,24,6,2,2
LYON,INSTITUT DES CHARTRX,2,1,0,0,0,0,0,0
LYON,JEAN PERRIN,7,2,2,1,1,1,0,0
LYON,LA MARTINIERE,46,16,14,3,14,3,5,1
LYON,LE PARC,111,33,80,21,71,19,17,7
MARSEILLE,THIERS,62,14,39,6,34,6,10,1
MELUN,JACQUES AMYOT,14,4,0,0,0,0,0,0
METZ,FABERT,36,16,15,5,13,4,4,0
MONTPELLIER,JOFFRE,46,17,14,3,13,3,3,0
MULHOUSE,A. SCHWEITZER,7,1,1,0,0,0,0,0
NANCY,HENRI POINCARE,77,18,25,3,20,2,5,1
NANTES,GEORGES CLEMENCEAU,47,25,28,14,22,12,7,4
NANTES,SAINT STANISLAS,13,0,0,0,0,0,0,0
NEUILLY SUR SEINE,PASTEUR,57,20,41,11,39,10,17,5
NICE,MASSENA,26,9,17,5,15,5,5,1
NIMES,ALPHONSE DAUDET,2,0,0,0,0,0,0,0
ORLEANS,POTHIER,29,10,15,4,13,4,1,0
ORSAY,BLAISE PASCAL,34,14,26,9,24,9,11,5
PARIS 03,TURGOT,24,9,2,1,2,1,0,0
PARIS 04,CHARLEMAGNE,72,26,42,9,38,8,17,3
PARIS 04,IPESUP,17,3,14,3,12,3,7,2
PARIS 05,HENRI IV,52,13,51,13,47,13,13,4
PARIS 05,LAVOISIER,29,12,3,1,2,1,0,0
PARIS 05,LOUIS LE GRAND,120,30,103,25,97,25,20,8
PARIS 06,FENELON,33,12,23,7,19,7,4,1
PARIS 06,SAINT LOUIS,211,95,148,62,129,54,42,20
PARIS 06,STANISLAS,34,4,22,3,21,3,5,0
PARIS 08,CHAPTAL,51,14,23,8,21,8,6,3
PARIS 08,SAINTE MARIE FENELON,30,9,7,1,7,1,1,0
PARIS 09,CONDORCET,23,8,9,5,7,3,3,1
PARIS 09,JACQUES DECOUR,30,5,14,1,8,0,1,0
