ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Albi,Lycée Louis Rascol (0810004P),29,1,29,1,28,1,13,0
Alès,Lycée Jean-Baptiste Dumas - C.T. (0300002P),32,4,26,3,18,3,10,1
AMIENS,Lycée Louis Thuillier (0800009A),16,1,16,1,14,1,5,0
Aubervilliers,Lycée Le Corbusier (0930117X),18,2,16,1,8,1,2,0
Brive-La-Gaillarde,Lycée Georges Cabanis (0190010H),29,1,27,1,24,1,11,0
Cachan,Lycée Gustave Eiffel (0940111K),29,4,29,4,24,3,9,0
Chambéry,Lycée Monge (0730016W),29,0,28,0,23,0,16,0
Clermont-Ferrand,Lycée La Fayette (0630021F),22,0,20,0,19,0,15,0
Colmar,Lycée Blaise Pascal (0680010S),19,4,18,4,17,4,9,3
Dijon,Lycée Gustave Eiffel (0211033J),22,1,22,1,16,1,6,0
FORT-DE-FRANCE,Lycée Joseph Gaillard (9720004X),15,2,8,1,7,1,2,0
La Rochelle,Lycée Léonce Vieljeux (0170029P),39,5,36,5,30,4,18,4
Lorient,Lycée Saint Joseph Lorient (0560181T),28,1,25,1,19,1,11,1
Lyon,Lycée Edouard Branly (0690128P),28,3,25,2,19,1,9,0
Marseille,Lycée Antonin Artaud (0132733A),26,2,25,2,20,2,12,2
Metz,Lycée Louis Vincent (0570058D),20,0,15,0,13,0,8,0
Mohammedia,LNTA (99927711),9,1,6,1,2,1,2,1
Mohammedia,Omar El Khayyam (99928911),1,0,1,0,0,0,0,0
Montbéliard,Lycée Viette (0250032Z),28,2,26,2,13,1,6,0
Oujda,Lycée Omar Ben Abdelaziz (99927611),7,1,6,1,2,1,0,0
Paris,Lycée Raspail (0750691U),28,1,26,1,24,1,9,0
Pau,Lycée Saint-Cricq (0640057P),28,0,27,0,23,0,14,0
Rueil-Malmaison,Lycée Richelieu (0920799U),32,2,31,2,30,2,15,1
Safi,Lycée Technique Al Khawarizmi (99929411),12,2,7,1,2,1,1,0
Saint-Brieuc,Lycée Chaptal (0220058U),21,2,20,1,17,1,10,1
Saint-Nazaire,Lycée Aristide Briand (0440069L),18,2,13,2,13,2,8,1
Saint-Ouen-L'Aumone,Lycée Jean Perrin (0951104J),34,4,29,2,18,2,14,1
Sotteville-Lès-Rouen,Lycée Marcel Sembat (0760110G),18,1,18,1,10,1,4,0
Toulon,Lycée Rouvière (0830056K),22,0,22,0,21,0,10,0
Tourcoing,Lycée Colbert (0590214M),23,2,19,1,15,1,9,1
Troyes,Lycée Les Lombards (0100025Y),31,0,26,0,19,0,6,0
Valenciennes,Lycée Du Hainaut (0590223X),23,0,21,0,16,0,8,0
