ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
MARSEILLE,ANTONIN ARTAUD,20,1,11,0,9,0,4,0
AMIENS,EDOUARD BRANLY,15,0,10,0,4,0,0,0
MONTBELIARD,JULES VIETTE,25,0,17,0,12,0,3,0
PAU,SAINT CRICQ,18,0,13,0,9,0,2,0
CLERMONT-FERRAND,LA FAYETTE,20,0,13,0,10,0,6,0
DIJON,GUSTAVE EIFFEL,19,0,11,0,9,0,3,0
CHAMBERY,MONGE,31,4,19,4,9,1,2,1
TOURCOING,COLBERT,14,0,9,0,6,0,2,0
VALENCIENNES,DU HAINAUT,30,2,13,0,5,0,1,0
BRIVE,GEORGES CABANIS,25,0,17,0,12,0,7,0
LYON,EDOUARD BRANLY,19,0,17,0,9,0,4,0
ALES,J.B. DUMAS,21,1,9,0,6,0,2,0
METZ,LOUIS VINCENT,21,0,13,0,9,0,5,0
SAINT-NAZAIRE,ARISTIDE BRIAND,27,0,26,0,14,0,3,0
TOULON,M. ROUVIERE,23,2,17,1,10,0,5,0
AULNAY SOUS BOIS,VOILLAUME,14,0,4,0,2,0,1,0
CACHAN,GUSTAVE EIFFEL,25,2,13,2,5,0,1,0
PARIS 14,RASPAIL,27,4,22,2,18,2,12,2
RUEIL-MALMAISON,POLYVALENT RICHELIEU,28,1,23,0,19,0,12,0
ST OUEN L'AUMONE,JEAN PERRIN,40,2,27,0,19,0,8,0
LA ROCHELLE,LEONCE VIELJEUX,35,4,29,4,22,4,5,1
SAINT-BRIEUC,CHAPTAL,8,1,5,1,3,1,1,0
SOTTEVILLE-LES-ROUEN,MARCEL SEMBAT,8,0,4,0,3,0,1,0
COLMAR,BLAISE PASCAL,11,0,7,0,6,0,6,0
ALBI,RASCOL,21,3,15,2,13,1,7,1
TROYES,DES LOMBARDS,24,0,14,0,6,0,1,0
LORIENT,SAINT-JOSEPH,15,0,14,0,9,0,0,0
MOHAMMEDIA,CPGE LNTA,26,1,6,1,4,1,1,0
SAFI,AL KHAWARIZMI TECHNIQUE,20,0,8,0,7,0,5,0
