ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),3,1,0,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),7,1,0,0,0,0,0,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),6,2,4,2,3,2,0,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),39,12,22,6,17,4,1,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),5,0,3,0,3,0,0,0
Albi,Lycée Laperouse (0810006S),17,7,6,2,5,2,2,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),15,3,5,3,2,1,0,0
Angers,Lycée Saint-Martin (0490824E),19,5,9,3,9,3,4,2
Angers Cedex 01,Lycée Henri Bergson (0491966W),22,6,16,5,13,5,3,1
Annecy Cedex,Lycée Berthollet (0740003B),28,7,24,6,24,6,6,2
Annonay,Lycée Saint Denis (0071126L),6,1,4,1,4,1,0,0
Antony,Lycée Sainte Marie (0920904H),33,2,27,1,26,1,1,0
Argenteuil,Lycée Jean Jaurès (0950641F),25,6,6,1,6,1,1,0
Arras,Lycée Robespierre (0620006V),19,2,8,0,7,0,0,0
Auxerre,Lycée Jacques Amyot (0890003V),10,3,3,0,2,0,0,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),24,2,7,1,4,0,0,0
Balma,Lycée Saliège (0312408Z),33,7,20,4,14,4,5,3
Belfort,Lycée Raoul Follereau (0900004R),19,5,8,1,8,1,3,0
Benguérir,LYDEX (L0081),9,6,1,0,1,0,1,0
Besançon,Lycée Victor Hugo (0250007X),37,9,31,6,22,4,11,1
Bordeaux,Lycée Gustave Eiffel (0330028B),71,19,53,15,45,13,17,4
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),82,21,77,20,70,19,28,11
Brest,Lycée Naval (0290063L),15,4,14,4,12,2,0,0
Brest,Lycée Sainte Anne (0290338K),13,5,9,3,9,3,1,0
Brest Cedex 2,Lycée Vauban (0290012F),40,10,32,7,24,5,9,1
Caen,Lycée Victor Hugo (0142059M),41,7,21,3,18,3,8,1
Cannes Cedex,Lycée Stanislas (0060673Z),25,10,9,4,6,2,0,0
Casablanca,ELBILIA SUP (99696011),7,0,2,0,1,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),19,8,0,0,0,0,0,0
Casablanca,Lycée Mohamed V (99926411),16,8,1,1,1,1,0,0
Chambéry,Lycée Vaugelas (0730013T),26,9,6,1,5,1,1,0
Clermont-Ferrand,Lycée La Fayette (0630021F),28,5,21,4,17,3,3,1
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),32,7,26,6,21,5,3,2
Dakhla,Lycée Okba Ibn Nafea (L0055),1,1,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),36,11,30,8,24,5,5,2
Dijon,Lycée Gustave Eiffel (0211033J),34,5,16,2,9,1,2,0
Douai,Lycée Albert Chatelet (0590063Y),41,7,26,6,22,4,10,3
Dunkerque Cedex,Lycée Jean Bart (0590071G),13,2,10,0,10,0,4,0
El Jadida,Lycée Errazi (99927011),6,2,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),22,7,15,4,13,4,3,1
Evry,Lycée Parc des Loges (0911251R),17,4,2,0,2,0,0,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),7,3,3,0,1,0,0,0
Fontainebleau,Lycée François 1er (0770927P),31,7,16,2,14,1,2,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),15,7,2,0,2,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),78,18,64,16,57,15,28,6
Guelmim,Lycée Bab Essahra (L0041),3,1,0,0,0,0,0,0
Kenitra,Lycée Mohamed VI (99948211),5,3,0,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),20,5,18,3,13,3,2,1
La Rochelle,Lycée Jean Dautet (0170028N),22,3,8,1,4,0,1,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),36,5,21,3,13,1,2,0
Le Raincy,Lycée Albert Schweitzer (0930830X),30,4,14,3,12,3,6,2
Les Ulis,Lycée L'Essouriau (0911492C),32,4,16,3,13,2,5,0
Lille,Lycée César Baggio (0590121L),49,11,31,9,22,8,3,1
Lille Cedex,Lycée Faidherbe (0590119J),38,6,38,6,34,5,10,3
Limoges Cedex,Lycée Gay-Lussac (0870015U),42,12,27,7,23,6,3,1
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),31,3,23,3,19,2,8,2
Lyon,Lycée aux Lazaristes (0690522T),34,6,34,6,34,6,11,3
Lyon,Lycée Jean Perrin (0690082P),24,7,15,2,8,1,1,1
Lyon,Lycée La Martinière Monplaisir (0692866R),82,20,69,15,66,14,20,4
Lyon Cedex 06,Lycée du Parc (0690026D),71,24,68,23,65,23,25,10
Lyon Cedex 1,Institution des Chartreux (0690564N),2,0,0,0,0,0,0,0
Marrakech,CPGE privée Koutoubia-Prépas (99697011),1,0,0,0,0,0,0,0
Marrakech,Lycée Ibn Timiya (99926511),31,10,6,3,6,3,2,0
Marseille,Lycée Jean Perrin (0130053M),40,6,28,1,21,1,7,0
Marseille Cedex 1,Lycée Thiers (0130040Y),47,9,46,9,45,8,10,2
Meaux,Lycée Henri Moissan (0770930T),27,8,17,5,12,3,3,1
Meknès,Lycée Omar Ibn Al Khattab (99928611),7,2,0,0,0,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),26,5,2,1,2,1,2,1
Metz Cedex 1,Lycée Fabert (0570054Z),38,6,34,5,30,5,6,2
Montferrier / Lez,Lycée Saint-Joseph Pierre Rouge (0341521U),4,0,0,0,0,0,0,0
Montpellier Cedex 2,Lycée Joffre (0340038G),91,26,76,24,64,20,19,7
Montreuil,Lycée Condorcet (0930122C),24,5,3,1,2,0,1,0
Mulhouse,Lycée Albert Schweitzer (0680031P),26,7,13,4,7,2,0,0
Nancy,Lycée Henri Loritz (0540042C),81,11,52,7,41,6,9,2
Nancy Cedex,Lycée Henri Poincaré (0540038Y),34,9,26,5,20,2,9,2
Nantes,Lycée Saint Stanislas (0440163N),42,8,28,5,24,5,5,2
Nantes Cedex 1,Lycée Clémenceau (0440021J),125,28,117,25,106,23,26,10
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),39,7,38,7,34,5,13,2
Nice,Lycée Les Eucalyptus (0060075Z),33,6,10,0,6,0,1,0
Nice Cedex 1,Lycée Massena (0060030A),44,18,36,15,31,11,9,3
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),40,8,11,2,7,0,3,0
Nouméa,Lycée Jules Garnier (9830003L),18,3,11,2,11,2,5,2
Orléans Cedex 1,Lycée Pothier (0450049J),75,15,45,7,32,3,8,1
Orsay,Lycée Blaise Pascal (0910626L),46,13,44,13,43,12,13,6
Paris,Lycée Raspail (0750691U),22,5,13,2,13,2,4,1
Paris,Lycée Saint-Louis (0750658H),229,76,221,76,211,73,86,26
Paris,Lycée Janson de Sailly (0750699C),88,23,74,20,68,18,14,5
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),35,7,32,6,29,6,8,2
Paris Cedex 05,Lycée Louis Le Grand (0750655E),40,13,40,13,39,13,14,7
Paris Cedex 06,Lycée Stanislas (0753840S),91,11,89,11,89,11,26,4
Paris Cedex 09,Lycée Jacques Decour (0750668U),95,21,69,18,58,16,22,6
Paris Cedex 12,Lycée Paul Valery (0750679F),35,7,12,0,6,0,1,0
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),40,5,12,1,12,1,6,0
Paris 15e,Lycée Buffon (0750693W),41,12,21,7,18,6,7,4
Paris 16e,Lycée Claude Bernard (0750698B),70,12,40,5,31,4,3,1
Paris 16e,Lycée Jean-Baptiste Say (0750700D),37,12,32,9,30,7,11,3
Paris 8e,Lycée Chaptal (0750663N),94,24,84,21,80,21,24,7
Paris 9e,Lycée Condorcet (0750667T),38,8,38,8,36,8,10,1
Pau Cedex,Lycée Louis Barthou (0640055M),39,9,23,4,18,2,4,0
Perpignan,Lycée François Arago (0660010C),37,10,23,3,15,2,3,1
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),23,9,1,0,0,0,0,0
Poitiers Cedex,Lycée Camille Guérin (0860035W),40,6,24,3,20,3,9,1
Quimper,Lycée Auguste Brizeux (0290069T),20,5,8,2,8,2,1,0
Rabat,Lycée Ibn Al Ghazi (99951011),11,5,0,0,0,0,0,0
Rabat,Lycée Moulay Youssef (99926611),18,2,1,0,1,0,0,0
Rabat,Prépa P2i Rabat (L0080),1,0,0,0,0,0,0,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),58,18,23,7,19,6,11,4
Remire-Montjoly,Lycée Léon-Gontran Damas (9730196A),17,7,5,1,4,1,0,0
Rennes,Lycée Joliot-Curie (0350029S),36,9,33,9,30,9,8,1
Rennes,Lycée privé Assomption (0350778F),17,3,6,2,4,0,1,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),72,10,66,10,57,8,18,2
Rouen Cedex,Lycée Pierre Corneille (0760090K),43,9,40,8,38,8,11,3
Saint-Brieuc Cedex,Lycée Francois Rabelais (0220056S),32,5,21,5,16,4,4,2
Saint-Cyr-L'Ecole Cedex,Lycée Militaire de Saint-Cyr (0780015T),16,1,12,1,12,1,1,0
