ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),31,5,2,1,2,1,0,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),22,4,5,2,5,2,2,2
Angers Cedex 01,Lycée Chevrollier (0490003M),31,4,10,1,9,1,2,0
Armentières,Lycée Gustave Eiffel (0590011S),21,1,1,0,1,0,0,0
Aubervilliers,Lycée Le Corbusier (0930117X),9,0,1,0,0,0,0,0
Avignon,Lycée Philippe de Girard (0840005Z),9,2,2,0,2,0,2,0
Baie Mahault/guadeloupe,Lycée Charles Coeffin (9710004C),9,1,0,0,0,0,0,0
Belfort,Lycée Raoul Follereau (0900004R),18,5,3,1,3,1,1,0
Besançon,Lycée Jules Haag (0250011B),9,1,1,0,1,0,0,0
Bordeaux,Lycée Gustave Eiffel (0330028B),67,13,13,0,12,0,2,0
Brest,Lycée La Croix Rouge (0290335G),21,1,3,0,3,0,2,0
Brest Cedex 2,Lycée Vauban (0290012F),16,0,3,0,3,0,0,0
Cachan,Lycée Gustave Eiffel (0940111K),27,1,8,0,8,0,2,0
Caen,Lycée Jules Dumont d'Urville (0142131R),13,0,4,0,3,0,0,0
Chalon-Sur-Saône,Lycée Nicephore Niepce (0710012C),5,1,1,0,1,0,0,0
Champagne-Sur-Seine,Lycée La Fayette (0770920G),7,3,0,0,0,0,0,0
Champigny-Sur-Marne,Lycée Langevin-Wallon (0940113M),7,1,0,0,0,0,0,0
Clichy,Lycée Newton-Enrea (0920136Y),10,0,1,0,1,0,1,0
Cluny,Lycée La Prat's (0710023P),7,1,1,0,1,0,1,0
Dijon,Lycée Gustave Eiffel (0211033J),9,0,3,0,3,0,2,0
Dunkerque,Lycée De L'Europe (0590072H),5,0,1,0,1,0,0,0
Grenoble,Lycée Vaucanson (0380033E),36,6,7,0,7,0,1,0
Le Havre,Lycée Robert Schuman (0760058A),6,4,0,0,0,0,0,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),15,4,6,1,6,1,2,1
Lille,Lycée César Baggio (0590121L),37,5,1,1,1,1,0,0
Lille,Lycée privé Frédéric Ozanam (0593007Y),4,1,0,0,0,0,0,0
Limoges,Lycée Turgot (0870056N),17,3,5,1,5,1,0,0
Lyon,Lycée aux Lazaristes (0690522T),3,0,0,0,0,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),60,7,18,1,18,1,7,0
Marseille Cedex 10,Lycée Jean Perrin (0130053M),64,6,6,0,5,0,0,0
Massy Cedex,Lycée Parc de Vilgenis (0910727W),19,1,0,0,0,0,0,0
Meaux,Lycée Pierre de Coubertin (0770931U),3,0,0,0,0,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),9,0,0,0,0,0,0,0
Montluçon,Lycée Paul Constans (0030026M),11,1,2,0,2,0,1,0
Montpellier,Lycée Jean Mermoz (0340042L),28,4,9,1,9,1,1,0
Nancy,Lycée Henri Loritz (0540042C),22,1,2,0,2,0,1,0
Nantes,Lycée Eugène Livet (0440029T),46,7,18,3,17,3,4,0
Nevers,Lycée Jules Renard (0580031U),3,0,2,0,2,0,1,0
Nice,Lycée Les Eucalyptus (0060075Z),40,5,2,1,2,1,0,0
Nimes,Lycée Dhuoda (0300026R),17,1,5,0,4,0,1,0
Nogent Sur Oise,Lycée Marie Curie (0600020W),32,8,8,2,8,2,2,0
Nouméa,Lycée Jules Garnier (9830003L),12,4,4,2,4,2,0,0
Orléans,Lycée Benjamin Franklin (0450051L),8,0,0,0,0,0,0,0
Paris,Lycée Raspail (0750691U),50,6,2,1,2,1,2,1
Paris,Lycée Voltaire (0750675B),19,2,0,0,0,0,0,0
Paris 11e,Lycée Dorian (0750676C),33,2,4,1,4,1,0,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),35,6,26,4,25,4,10,1
Paris 8e,Lycée Chaptal (0750663N),37,11,15,1,15,1,4,0
Poitiers,Lycée Louis Armand (0860037Y),4,0,0,0,0,0,0,0
Pringy,Lycée Louis Lachenal (0740006E),23,3,7,0,7,0,1,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),16,1,1,0,1,0,1,0
Rennes,Lycée Joliot-Curie (0350029S),34,4,12,0,12,0,5,0
Rouen,Lycée Blaise Pascal (0760095R),13,0,1,0,1,0,1,0
Rueil-Malmaison,Lycée Passy Buzenval (0920928J),19,2,7,0,7,0,2,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),21,0,6,0,6,0,1,0
Saint-Sylvain D'Anjou,Lycée Saint Aubin La Salle (0492420P),12,2,3,1,3,1,0,0
Ste Clotilde/la Reunion,Lycée Lislet-Geoffroy (9740054R),9,1,2,1,1,0,0,0
Strasbourg,Lycée Louis Couffignal (0670085D),23,1,4,0,4,0,3,0
Tarbes,Lycée Jean Dupuy (0650027B),3,0,0,0,0,0,0,0
Thiers,Lycée Jean Zay (0630069H),3,1,1,0,1,0,0,0
