ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),28,7,25,7,24,6,13,5
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),87,30,83,28,74,24,24,9
Albi,Lycée Laperouse (0810006S),21,5,18,5,15,5,7,3
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),40,13,26,7,23,6,11,5
Angers Cedex 01,Lycée Henri Bergson (0491966W),11,2,11,2,10,2,2,0
Annecy Cedex,Lycée Berthollet (0740003B),50,23,38,19,35,18,13,9
Annonay,Lycée Saint Denis (0071126L),5,2,3,0,2,0,1,0
Antony,Lycée Sainte Marie (0920904H),20,4,12,3,11,3,2,0
Arras,Lycée Robespierre (0620006V),16,8,8,4,6,3,2,1
Avignon,Lycée Saint Joseph (0840072X),27,8,12,2,9,2,3,0
Balma,Lycée Saliège (0312408Z),65,18,52,15,50,15,21,8
Bayonne,Lycée René Cassin (0640010N),41,9,36,8,35,7,16,4
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),26,7,16,5,11,5,5,2
Belfort,Lycée Condorcet (0900002N),19,5,18,5,15,2,11,1
Besançon,Lycée Victor Hugo (0250007X),42,13,36,11,34,9,13,1
Bordeaux Cedex,Lycée Camille Jullian (0330023W),37,11,36,11,35,11,19,6
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),54,23,54,23,46,23,11,4
Bourg-En-Bresse,Lycée Lalande (0010013J),12,3,6,3,6,3,2,2
Bourges,Lycée Alain-Fournier (0180005H),6,1,2,0,1,0,1,0
Brest,Lycée Sainte Anne (0290338K),12,4,3,1,3,1,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),50,22,44,19,40,19,16,10
Caen,Lycée Privé Sainte-Marie (0141164P),13,4,3,1,2,0,1,0
Caen,Lycée Victor Hugo (0142059M),65,22,52,17,46,16,24,8
Chartres,Lycée Marceau (0280007F),26,8,20,7,17,7,10,3
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),60,16,59,16,55,15,20,6
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),21,6,14,3,9,2,2,1
Dijon,Lycée Carnot (0210015C),46,15,40,13,36,12,10,5
Douai,Lycée Albert Chatelet (0590063Y),30,12,19,8,12,5,4,1
Dunkerque Cedex,Lycée Jean Bart (0590071G),21,8,13,5,11,5,3,0
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),15,7,9,3,7,2,0,0
Epinay-Sur-Seine,Lycée Jacques Feyder (0930120A),1,0,1,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),23,9,15,6,14,5,7,2
Fontainebleau,Lycée François 1er (0770927P),29,13,19,8,18,7,11,4
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),19,8,3,1,1,0,1,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),64,27,63,27,53,22,25,13
La Flèche Cedex,Prytanée National Militaire (0720896H),22,1,17,1,14,1,6,1
