ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),28,10,15,5,9,3,3,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),63,16,42,8,23,4,6,1
Albi,Lycée Laperouse (0810006S),5,2,3,1,2,1,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),7,2,1,0,1,0,1,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),5,1,2,0,1,0,0,0
Annecy Cedex,Lycée Berthollet (0740003B),40,17,10,2,7,2,3,1
Antony,Lycée Sainte Marie (0920904H),17,4,6,0,3,0,2,0
Arras,Lycée Robespierre (0620006V),2,0,0,0,0,0,0,0
Avignon,Lycée Saint Joseph (0840072X),4,0,2,0,0,0,0,0
Balma,Lycée Saliège (0312408Z),51,15,39,12,29,7,8,2
Bayonne,Lycée René Cassin (0640010N),13,3,7,1,3,1,0,0
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),11,3,3,0,1,0,0,0
Besançon,Lycée Victor Hugo (0250007X),15,0,7,0,7,0,5,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),13,5,5,2,3,1,1,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),61,15,50,13,46,12,14,3
Bourg-En-Bresse,Lycée Lalande (0010013J),4,2,1,1,0,0,0,0
Brest,Lycée Sainte Anne (0290338K),1,0,0,0,0,0,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),15,3,6,1,5,1,1,0
Caen,Lycée Privé Sainte-Marie (0141164P),3,0,0,0,0,0,0,0
Caen,Lycée Victor Hugo (0142059M),27,7,9,1,7,0,0,0
Chartres,Lycée Marceau (0280007F),8,0,1,0,1,0,1,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),40,4,20,1,14,1,5,1
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),1,0,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),36,6,17,3,15,3,2,1
Douai,Lycée Albert Chatelet (0590063Y),9,2,5,1,2,0,0,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),4,0,1,0,0,0,0,0
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),12,5,2,2,1,1,0,0
Epinay-Sur-Seine,Lycée Jacques Feyder (0930120A),3,0,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),8,0,2,0,2,0,1,0
Fontainebleau,Lycée François 1er (0770927P),8,2,5,1,3,1,1,1
Grenoble Cedex 1,Lycée Champollion (0380027Y),45,9,33,5,25,4,4,0
La Flèche Cedex,Prytanée National Militaire (0720896H),16,1,8,0,5,0,1,0
La Mulatière,Lycée Assomption Bellevue (0690539L),8,4,0,0,0,0,0,0
La Rochelle,Lycée Jean Dautet (0170028N),8,2,2,0,1,0,0,0
Le Havre,Lycée François 1er (0760052U),3,1,2,1,1,0,1,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),22,5,11,2,9,2,2,0
Le Raincy,Lycée Albert Schweitzer (0930830X),10,2,3,0,3,0,2,0
Lille Cedex,Lycée Faidherbe (0590119J),80,24,45,11,35,9,14,4
