ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),80,12,71,9,68,9,5,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),17,9,7,3,7,3,0,0
Angers Cedex 01,Lycée Chevrollier (0490003M),34,7,24,6,24,6,0,0
Armentières,Lycée Gustave Eiffel (0590011S),55,7,31,1,27,1,6,0
Aubervilliers,Lycée Le Corbusier (0930117X),14,4,2,0,1,0,0,0
Baie Mahault/guadeloupe,Lycée Charles Coeffin (9710004C),20,6,1,1,1,1,0,0
Belfort,Lycée Raoul Follereau (0900004R),17,2,6,1,6,1,1,0
Besançon,Lycée Jules Haag (0250011B),31,4,18,2,15,2,7,0
Bordeaux,Lycée Gustave Eiffel (0330028B),82,17,73,15,66,14,2,0
Brest,Lycée La Croix Rouge (0290335G),26,1,12,0,10,0,4,0
Brest Cedex 2,Lycée Vauban (0290012F),29,1,17,1,12,0,6,0
Cachan,Lycée Polyvalent de Cachan (0940580V),42,8,38,8,35,8,1,0
Caen,Lycée Jules Dumont d'Urville (0142131R),20,0,15,0,15,0,2,0
Chalon-Sur-Saône,Lycée Nicephore Niepce (0710012C),13,3,7,2,7,2,0,0
Champagne-Sur-Seine,Lycée La Fayette (0770920G),17,3,4,0,4,0,1,0
Champigny-Sur-Marne,Lycée Langevin-Wallon (0940113M),22,2,7,0,5,0,0,0
Clichy,Lycée Newton-Enrea (0920136Y),36,3,22,1,20,1,1,0
Cluny,Lycée La Prat's (0710023P),22,3,16,1,12,1,1,0
Dijon,Lycée Gustave Eiffel (0211033J),39,4,23,0,21,0,2,0
Dunkerque,Lycée De L'Europe (0590072H),13,0,0,0,0,0,0,0
Gabes,ISSATG (99951112),2,0,0,0,0,0,0,0
Grenoble,Lycée Vaucanson (0380033E),61,8,36,2,36,2,5,0
Le Havre,Lycée Robert Schuman (0760058A),18,1,6,0,4,0,0,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),26,2,19,1,18,0,3,0
Lille,Lycée César Baggio (0590121L),50,11,11,1,10,1,0,0
Lille,Lycée privé Frédéric Ozanam (0593007Y),1,0,0,0,0,0,0,0
Limoges,Lycée Turgot (0870056N),34,3,25,3,24,3,8,1
Lyon,Lycée aux Lazaristes (0690522T),1,0,1,0,1,0,1,0
Lyon,Lycée La Martinière Monplaisir (0692866R),79,14,67,13,65,13,13,6
Marseille,Lycée Jean Perrin (0130053M),75,8,57,4,48,3,5,0
Massy Cedex,Lycée Parc de Vilgenis (0910727W),27,6,10,1,10,1,2,1
Meaux,Lycée Pierre de Coubertin (0770931U),24,4,7,0,5,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),19,2,2,1,2,1,1,0
Montauban,Lycée Bourdelle (0820021C),31,4,13,0,11,0,3,0
Montluçon,Lycée Paul Constans (0030026M),22,3,14,2,13,1,2,0
Montpellier,Lycée Jean Mermoz (0340042L),39,2,26,2,26,2,3,1
Nancy,Lycée Henri Loritz (0540042C),32,2,23,1,22,1,3,0
Nantes,Lycée Eugène Livet (0440029T),83,4,64,3,64,3,6,0
Nevers,Lycée Jules Renard (0580031U),23,7,18,6,17,5,6,2
Nice,Lycée Les Eucalyptus (0060075Z),59,7,30,3,26,2,3,0
Nimes,Lycée Dhuoda (0300026R),29,3,10,1,8,1,3,1
Nogent Sur Oise,Lycée Marie Curie (0600020W),40,4,26,3,26,3,2,0
Nouméa,Lycée Jules Garnier (9830003L),22,9,17,7,15,7,3,3
Orléans,Lycée Benjamin Franklin (0450051L),22,2,6,1,5,1,0,0
Paris,Lycée Raspail (0750691U),83,14,44,7,39,7,4,0
Paris,Lycée Voltaire (0750675B),26,6,11,2,11,2,1,0
Paris 11e,Lycée Dorian (0750676C),29,3,23,1,22,1,2,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),28,5,28,5,28,5,1,0
Paris 8e,Lycée Chaptal (0750663N),38,7,34,6,33,6,0,0
Pirae,Lycée Polyvalent De Taaone (9840023C),7,1,1,0,0,0,0,0
Poitiers,Lycée Louis Armand (0860037Y),21,1,9,0,6,0,2,0
Pringy,Lycée Louis Lachenal (0740006E),28,2,25,1,25,1,1,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),23,1,13,0,5,0,0,0
Rennes,Lycée Joliot-Curie (0350029S),37,1,34,1,33,1,11,0
Rouen,Lycée Blaise Pascal (0760095R),42,2,22,0,19,0,4,0
Rueil-Malmaison,Lycée Passy Buzenval (0920928J),29,4,25,4,25,4,0,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),38,6,16,3,13,3,2,0
Saint-Sylvain D'Anjou,Lycée Saint Aubin La Salle (0492420P),24,2,17,2,15,2,5,1
Sfax,IPEIS (99951111),1,1,0,0,0,0,0,0
Ste Clotilde/la Reunion,Lycée Lislet-Geoffroy (9740054R),20,2,1,0,0,0,0,0
Strasbourg,Lycée Louis Couffignal (0670085D),50,10,26,3,25,3,3,2
Tarbes,Lycée Jean Dupuy (0650027B),16,5,12,3,10,2,3,0
Thiers,Lycée Jean Zay (0630069H),23,0,11,0,9,0,2,0
Toulon,Lycée Rouvière (0830056K),33,8,19,5,17,3,2,0
Toulouse,Lycée Déodat de Séverac (0310044E),37,3,32,3,32,3,3,0
Toulouse,Lycée Saint-Joseph (0311145B),1,0,0,0,0,0,0,0
Tours,Lycée J. de Vaucanson (0371418R),48,6,28,2,24,2,3,0
Tunis,IPEI El Manar (99951211),1,0,0,0,0,0,0,0
Vannes,Lycée Alain René Lesage (0560051B),23,1,13,1,13,1,6,1
Versailles,Lycée Jules Ferry (0782565P),75,9,72,8,71,8,1,0
Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),27,6,26,5,26,5,1,0
Voiron,Lycée Ferdinand Buisson (0380092U),28,5,20,4,18,4,5,0
