ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Albi,Lycée Louis Rascol (0810004P),32,0,25,0,20,0,13,0
Alès,Lycée Jean-Baptiste Dumas - C.T. (0300002P),26,1,13,1,2,1,2,1
AMIENS,Lycée Louis Thuillier (0800009A),24,1,17,1,4,0,1,0
Aubervilliers,Lycée Le Corbusier (0930117X),18,2,12,1,8,1,3,0
Brive-La-Gaillarde,Lycée Georges Cabanis (0190010H),23,1,17,0,6,0,3,0
Cachan,Lycée Gustave Eiffel (0940111K),26,4,21,3,4,0,3,0
Chambéry,Lycée Monge (0730016W),22,1,14,0,13,0,11,0
Clermont-Ferrand,Lycée La Fayette (0630021F),20,0,11,0,7,0,4,0
Colmar,Lycée Blaise Pascal (0680010S),13,1,11,1,10,1,8,1
Dijon,Lycée Gustave Eiffel (0211033J),26,2,25,2,18,2,9,1
FORT-DE-FRANCE,Lycée Joseph Gaillard (9720004X),8,1,0,0,0,0,0,0
La Rochelle,Lycée Léonce Vieljeux (0170029P),27,2,21,1,8,0,4,0
Lorient,Lycée Saint Joseph Lorient (0560181T),25,2,15,0,7,0,4,0
Lyon,Lycée Edouard Branly (0690128P),30,5,15,3,7,1,3,0
Marseille,Lycée Antonin Artaud (0132733A),26,2,11,1,5,0,3,0
Metz,Lycée Louis Vincent (0570058D),11,0,5,0,4,0,3,0
Mohammedia,LNTA (99927711),4,0,2,0,1,0,1,0
Monastir,I.P.E.I (99949911),2,0,0,0,0,0,0,0
Montbéliard,Lycée Viette (0250032Z),12,0,4,0,2,0,2,0
Oujda,Lycée Omar Ben Abdelaziz (99927611),4,0,1,0,0,0,0,0
Paris,Lycée Raspail (0750691U),25,2,17,1,11,1,5,1
Pau,Lycée Saint-Cricq (0640057P),20,4,8,0,4,0,3,0
Rueil-Malmaison,Lycée Richelieu (0920799U),34,2,34,2,26,2,16,0
Safi,Lycée Technique Al Khawarizmi (99929411),2,0,1,0,0,0,0,0
Saint-Brieuc,Lycée Chaptal (0220058U),23,3,8,0,4,0,4,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),14,2,6,2,3,0,2,0
Saint-Orens-De-Gameville,Lycée Pierre-Paul Riquet (0312289V),10,0,6,0,5,0,1,0
Saint-Ouen-L'Aumone,Lycée Jean Perrin (0951104J),34,3,15,2,6,1,2,0
Settat,lycée qualifiant technique (E0003),1,0,1,0,1,0,0,0
Sotteville-Lès-Rouen,Lycée Marcel Sembat (0760110G),16,1,11,1,8,1,4,0
Toulon,Lycée Rouvière (0830056K),17,0,14,0,10,0,7,0
Tourcoing,Lycée Colbert (0590214M),18,2,8,2,4,2,2,1
Troyes,Lycée Les Lombards (0100025Y),27,1,19,1,6,0,2,0
Valenciennes,Lycée Du Hainaut (0590223X),23,1,9,0,5,0,3,0
