ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),3,1,2,1,2,1,1,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),38,11,28,8,20,8,7,4
Albi,Lycée Laperouse (0810006S),14,12,1,0,0,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),15,4,6,2,4,1,0,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),11,2,5,1,4,0,1,0
Annecy Cedes,Lycée Berthollet (0740003B),37,9,21,7,17,5,5,2
Antony,Lycée Sainte Marie (0920904H),20,3,6,2,5,1,1,0
Arras,Lycée Robespierre (0620006V),7,2,4,1,1,1,1,1
Avignon,Lycée Saint Joseph (0840072X),15,5,6,1,4,0,2,0
Balma,Lycée Saliège (0312408Z),68,16,41,7,31,6,11,2
Bayonne,Lycée René Cassin (0640010N),11,4,3,0,2,0,0,0
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),10,1,3,0,2,0,0,0
Belfort,Lycée Condorcet (0900002N),4,0,3,0,1,0,1,0
Besançon,Lycée Victor Hugo (0250007X),23,3,12,3,7,3,4,2
Bordeaux Cedex,Lycée Camille Jullian (0330023W),29,9,17,4,13,3,6,3
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),64,18,54,15,39,12,7,2
Bourg-En-Bresse,Lycée Lalande (0010013J),11,1,3,1,2,0,2,0
Bourges,Lycée Alain-Fournier (0180005H),1,0,0,0,0,0,0,0
Brest,Lycée Sainte Anne (0290338K),17,6,1,0,1,0,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),56,23,30,14,17,4,5,2
Caen,Lycée Privé Sainte-Marie (0141164P),11,1,2,1,1,1,1,1
Caen,Lycée Victor Hugo (0142059M),36,11,24,6,13,5,5,3
Chartres,Lycée Marceau (0280007F),20,3,8,1,2,0,1,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),56,17,33,7,24,4,7,1
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),5,1,1,0,1,0,0,0
Dijon,Lycée Carnot (0210015C),47,20,28,12,17,6,4,1
Douai,Lycée Albert Chatelet (0590063Y),8,3,5,2,3,1,2,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),4,1,2,1,0,0,0,0
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),10,5,2,1,1,1,1,1
Evreux,Lycée Aristide Briand (0270016W),10,1,2,1,2,1,1,0
Fontainebleau,Lycée François 1er (0770927P),19,5,6,2,5,2,3,1
Fort-De-France Cedex,Lycée de Bellevue (9720003W),3,0,1,0,1,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),75,24,53,11,43,9,12,1
La Flèche Cedex,Prytanée National Militaire (0720896H),11,2,6,2,6,2,1,1
La Mulatière,Lycée Assomption Bellevue (0690539L),8,5,2,1,1,0,0,0
La Rochelle,Lycée Jean Dautet (0170028N),4,1,0,0,0,0,0,0
La Tronche Cedex,ITEC Boisfleury (0381675P),5,3,2,2,1,1,0,0
Le Havre Cedex,Lycée François 1er (0760052U),6,2,2,1,2,1,2,1
Le Mans Cedex 01,Lycée Montesquieu (0720029R),29,8,16,7,11,5,9,4
Le Puy-En-Velay,Lycée Charles Et Adrien Dupuy (0430020N),7,2,3,1,3,1,2,1
Le Raincy,Lycée Albert Schweitzer (0930830X),21,11,11,6,5,3,3,2
Lille Cedex,Lycée Faidherbe (0590119J),69,25,54,21,38,17,9,5
Limoges Cedex,Lycée Gay-Lussac (0870015U),27,9,10,2,9,1,2,1
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),25,7,19,5,14,3,9,2
