ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),5,1,2,0,2,0,0,0
Agadir,Lycée Reda Slaoui (99926811),59,17,28,7,24,6,6,2
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),6,2,3,1,1,0,0,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),13,6,9,4,6,3,1,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),32,4,24,3,16,1,6,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),21,5,12,2,6,1,4,0
Annecy Cedex,Lycée Berthollet (0740003B),49,10,44,9,34,7,17,2
Antony,Lycée Sainte Marie (0920904H),34,3,32,3,27,2,9,0
Arras,Lycée Robespierre (0620006V),11,4,5,1,4,1,1,0
Autun Cedex,Lycée Militaire National (0711064W),2,0,1,0,1,0,0,0
Beni-Mellal,DAY PREPAS (L0038),4,0,2,0,0,0,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),19,4,9,2,5,1,3,1
Besançon,Lycée Victor Hugo (0250007X),62,10,48,8,41,7,11,3
Beyrouth,Ecole Supérieure d'ingénieurs (99926311),11,2,2,0,2,0,1,0
Bizerte,IPEIB (16200011),1,1,1,1,1,1,0,0
Blois Cedex,Lycée Dessaignes (0410002E),18,2,10,0,7,0,3,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),36,12,27,7,21,4,7,1
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),107,24,94,21,90,20,22,6
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),16,2,3,0,3,0,3,0
Bourg-En-Bresse,Lycée Lalande (0010013J),15,3,10,2,7,1,2,0
Bourges,Lycée Alain-Fournier (0180005H),13,1,4,1,1,0,0,0
Brest,Lycée Naval (0290063L),15,2,14,2,12,2,3,0
Brest,Lycée Sainte Anne (0290338K),19,5,12,3,10,2,4,1
Brest Cedex 2,Lycée de Kerichen (0290007A),67,12,60,10,46,9,19,3
Caen Cedex 4,Lycée Malherbe (0140013N),88,16,80,16,62,11,16,4
Cannes Cedex,Lycée Stanislas (0060673Z),16,3,10,2,7,1,4,1
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),26,4,8,2,5,1,1,0
Casablanca,ELBILIA SUP (99696011),1,0,0,0,0,0,0,0
Casablanca,ESG Prépas (E0005),14,1,3,1,3,1,0,0
Casablanca,ESTEM (E0004),7,0,1,0,1,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),30,6,7,1,3,1,0,0
Casablanca,Lycée Al Khansaa (3500050C),50,16,29,9,16,6,3,1
Casablanca,Lycée Mohamed V (99926411),76,32,35,11,27,10,5,1
Castres,Lycée Borde Basse (0810959C),21,8,19,6,14,4,6,3
Chambéry,Lycée Vaugelas (0730013T),16,6,9,2,7,2,1,1
Chartres,Lycée Marceau (0280007F),29,5,11,3,10,2,3,0
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),27,1,22,0,18,0,9,0
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),14,2,3,0,1,0,1,0
Clermont-Ferrand,Lycée La Fayette (0630021F),23,4,16,2,12,2,3,1
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),84,18,70,16,51,11,22,1
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),14,2,7,1,4,1,1,1
Dijon,Lycée Carnot (0210015C),85,16,66,14,56,13,17,2
Douai,Lycée Albert Chatelet (0590063Y),29,9,24,5,17,3,6,2
Dunkerque Cedex,Lycée Jean Bart (0590071G),15,4,12,3,11,2,4,1
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),15,2,8,1,6,0,0,0
Epinal,Lycée Claude Gellee (0880020U),26,2,24,2,22,2,7,1
Errachidia,Lycée Ibn Tahir (99929511),4,0,1,0,0,0,0,0
Evry,Lycée Parc des Loges (0911251R),25,3,17,2,13,2,1,0
Fès,CAP-GE ALKHYYAM (99694011),4,2,1,1,0,0,0,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),96,33,60,17,35,8,10,1
Fès,Etablissement Al Cachy (99695011),24,5,8,1,6,1,2,1
