ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,VAUVENARGUES,14,1,0,0,0,0,0,0
AVIGNON,P. DE GIRARD,1,0,0,0,0,0,0,0
MARSEILLE,JEAN PERRIN,18,0,0,0,0,0,0,0
NOGENT SUR OISE,MARIE CURIE,10,0,1,0,0,0,0,0
BELFORT,RAOUL FOLLEREAU,5,1,1,0,0,0,0,0
BESANCON,JULES HAAG,5,1,0,0,0,0,0,0
BORDEAUX,GUSTAVE EIFFEL,9,0,3,0,1,0,1,0
CAEN,DUMONT D'URVILLE,5,0,0,0,0,0,0,0
CHAMPIGNY,LANGEVIN-WALLON,1,0,0,0,0,0,0,0
MONTLUCON,PAUL CONSTANS,1,0,0,0,0,0,0,0
CHALONS SUR SAONE,NIEPCE,4,0,0,0,0,0,0,0
CLUNY,DE CLUNY "LA PRAT'S",3,0,0,0,0,0,0,0
ARGONAY,LACHENAL,1,0,1,0,1,0,1,0
GRENOBLE,VAUCANSON,7,0,0,0,0,0,0,0
VOIRON,F. BUISSON,1,0,0,0,0,0,0,0
ARMENTIERES,GUSTAVE EIFFEL,6,0,1,0,1,0,1,0
DUNKERQUE,DE L'EUROPE,7,0,1,0,1,0,1,0
LILLE,CESAR BAGGIO,5,0,0,0,0,0,0,0
VALENCIENNES,DU HAINAUT,1,0,0,0,0,0,0,0
LIMOGES,TURGOT,4,1,1,0,1,0,1,0
LYON,LA MARTINIERE,15,1,4,0,2,0,1,0
SAINT-ETIENNE,E. MIMARD,2,0,0,0,0,0,0,0
MONTPELLIER,JEAN MERMOZ,5,0,3,0,0,0,0,0
NIMES,TECHNIQUE D'ETAT,1,0,0,0,0,0,0,0
METZ,LOUIS CORMONTAIGNE,2,0,0,0,0,0,0,0
NANCY,LORITZ,3,0,0,0,0,0,0,0
NANTES,EUGENE LIVET,7,0,2,0,1,0,1,0
NICE,LES EUCALYPTUS,3,0,1,0,1,0,1,0
CACHAN,GUSTAVE EIFFEL,6,0,2,0,1,0,1,0
CHAMPAGNE SUR SEINE,LA FAYETTE,3,1,0,0,0,0,0,0
CLICHY,NEWTON - E.N.R.E.A.,1,0,0,0,0,0,0,0
PARIS 08,CHAPTAL,9,0,0,0,0,0,0,0
PARIS 11,DORIAN,2,0,0,0,0,0,0,0
PARIS 11,VOLTAIRE,2,0,0,0,0,0,0,0
PARIS 14,RASPAIL,9,1,0,0,0,0,0,0
PARIS 16,JEAN BAPTISTE SAY,19,1,5,0,3,0,3,0
VERSAILLES,JULES FERRY,12,0,0,0,0,0,0,0
POITIERS,LOUIS ARMAND,1,0,0,0,0,0,0,0
REIMS,FRANKLIN ROOSEVELT,3,0,0,0,0,0,0,0
BREST,VAUBAN,3,0,0,0,0,0,0,0
RENNES,JOLIOT CURIE,5,0,0,0,0,0,0,0
VANNES,LESAGE,2,0,0,0,0,0,0,0
ROUEN,BLAISE PASCAL,1,0,0,0,0,0,0,0
STRASBOURG,COUFFIGNAL,4,1,1,0,1,0,0,0
TOULOUSE,DEODAT DE SEVERAC,1,0,0,0,0,0,0,0
BAIE-MAHAULT,CHARLES COEFFIN,3,0,0,0,0,0,0,0
NOUMEA,JULES GARNIER,1,0,0,0,0,0,0,0
MASSY,PARC DE VILGENIS,2,0,0,0,0,0,0,0
