ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),8,2,1,1,1,1,0,0
Agadir,Lycée Reda Slaoui (99926811),58,21,44,14,30,8,9,4
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),31,7,27,5,24,5,14,4
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),34,11,33,10,30,8,16,4
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),66,18,48,12,37,11,14,3
Angers Cedex 01,Lycée Henri Bergson (0491966W),33,6,31,6,26,4,12,3
Annecy Cedes,Lycée Berthollet (0740003B),58,20,53,19,44,18,22,7
Antony,Lycée Sainte Marie (0920904H),23,4,20,4,16,3,3,1
Arras,Lycée Robespierre (0620006V),12,4,7,1,3,0,1,0
Autun Cedex,Lycée Militaire National (0711064W),17,1,6,0,6,0,3,0
Beni-Mellal,DAY PREPAS (L0038),9,3,1,0,0,0,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),17,4,14,3,6,0,2,0
Besançon,Lycée Victor Hugo (0250007X),68,20,58,15,53,14,20,5
Bizerte,IPEIB (16200011),3,0,1,0,0,0,0,0
Blois Cedex,Lycée Dessaignes (0410002E),14,3,11,3,9,1,7,1
Bordeaux Cedex,Lycée Camille Jullian (0330023W),38,11,35,11,25,5,11,1
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),84,16,77,16,71,15,22,5
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),21,2,13,1,9,1,4,0
Bourg-En-Bresse,Lycée Lalande (0010013J),30,6,22,5,19,5,7,2
Bourges,Lycée Alain-Fournier (0180005H),17,5,8,3,5,2,2,0
Brest,Lycée Naval (0290063L),29,7,16,4,14,3,1,0
Brest,Lycée Sainte Anne (0290338K),17,4,13,2,9,2,4,1
Brest Cedex 2,Lycée de Kerichen (0290007A),62,10,52,8,42,7,17,5
Caen Cedex 4,Lycée Malherbe (0140013N),83,14,56,11,51,11,19,2
Cannes Cedex,Lycée Stanislas (0060673Z),4,0,3,0,2,0,0,0
Casablanca,AL BILIA (99696011),5,1,3,0,2,0,1,0
Casablanca,Centre privé GALILEE (99927511),60,21,20,7,11,4,3,0
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),39,18,12,5,6,4,1,0
Casablanca,ESTEM (E0004),8,1,3,0,1,0,0,0
Casablanca,Groupe ESG MAROC (E0005),6,3,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),42,13,21,3,13,3,4,1
Casablanca,Lycée Al Khansa (3500050C),66,21,36,10,18,5,4,0
Casablanca,Lycée Mohamed V (99926411),78,37,50,24,24,7,10,4
