ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),0,0,1,0,1,0,1,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),1,1,0,0,0,0,0,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),10,1,0,0,0,0,0,0
Albi,Lycée Laperouse (0810006S),4,4,0,0,0,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),3,1,2,1,1,1,1,1
Annecy Cedes,Lycée Berthollet (0740003B),11,5,4,2,3,2,3,2
Antony,Lycée Sainte Marie (0920904H),2,0,0,0,0,0,0,0
Avignon,Lycée Saint Joseph (0840072X),2,0,0,0,0,0,0,0
Balma,Lycée Saliège (0312408Z),16,1,3,0,3,0,1,0
Bayonne,Lycée René Cassin (0640010N),3,0,1,0,0,0,0,0
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),5,1,0,0,0,0,0,0
Belfort,Lycée Condorcet (0900002N),2,0,0,0,0,0,0,0
Besançon,Lycée Victor Hugo (0250007X),2,0,0,0,0,0,0,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),1,1,0,0,0,0,0,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),39,7,14,1,9,0,6,0
Bourges,Lycée Alain-Fournier (0180005H),1,0,0,0,0,0,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),6,2,0,0,0,0,0,0
Caen,Lycée Victor Hugo (0142059M),7,2,3,0,2,0,2,0
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),0,0,1,0,1,0,1,0
Chartres,Lycée Marceau (0280007F),1,0,0,0,0,0,0,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),10,0,4,0,4,0,1,0
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),1,0,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),14,5,1,1,1,1,1,1
Douai,Lycée Albert Chatelet (0590063Y),2,0,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),1,0,0,0,0,0,0,0
Fès,Lycée Moulay Idriss (99926711),0,0,1,0,1,0,1,0
Fontainebleau,Lycée François 1er (0770927P),4,2,0,0,0,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),39,9,6,1,4,1,2,1
La Mulatière,Lycée Assomption Bellevue (0690539L),1,0,0,0,0,0,0,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),8,1,3,0,2,0,2,0
Le Raincy,Lycée Albert Schweitzer (0930830X),3,1,1,0,1,0,1,0
Lille,Lycée Catholique Saint Pierre (0593117T),1,0,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),20,6,4,1,4,1,4,1
Limoges Cedex,Lycée Gay-Lussac (0870015U),17,5,0,0,0,0,0,0
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),1,0,1,0,1,0,1,0
Lyon,Lycée aux Lazaristes (0690522T),24,4,19,4,16,3,7,1
Lyon,Lycée Jean Perrin (0690082P),2,0,0,0,0,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),18,3,3,0,2,0,2,0
Lyon Cedex 06,Lycée du Parc (0690026D),76,30,28,7,25,5,17,2
Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,0,0,0,0,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),33,8,14,1,13,1,6,1
Melun Cedex,Lycée Jacques Amyot (0770933W),9,0,0,0,0,0,0,0
Metz Cedex 1,Lycée Fabert (0570054Z),23,5,4,0,3,0,2,0
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),4,0,0,0,0,0,0,0
Montpellier Cedex 2,Lycée Joffre (0340038G),43,15,12,2,11,2,6,2
Mulhouse,Lycée Albert Schweitzer (0680031P),1,0,0,0,0,0,0,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),25,8,9,4,6,1,6,1
Nantes,Lycée Saint Stanislas (0440163N),1,0,0,0,0,0,0,0
Nantes Cedex 1,Lycée Clémenceau (0440021J),22,2,6,0,5,0,3,0
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),69,24,14,4,10,3,4,0
Nice Cedex 1,Lycée Massena (0060030A),27,5,6,1,6,1,4,0
Nimes Cedex,Lycée Alphonse Daudet (0300021K),1,0,0,0,0,0,0,0
Orléans Cedex 1,Lycée Pothier (0450049J),11,3,1,1,0,0,0,0
Orsay,Lycée Blaise Pascal (0910626L),12,3,3,0,3,0,2,0
Paris 4e,Lycée Charlemagne (0750652B),44,14,6,1,3,0,1,0
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),6,1,0,0,0,0,0,0
Paris Cedex 05,Lycée Henri IV (0750654D),40,18,30,13,26,13,13,7
Paris Cedex 05,Lycée Louis Le Grand (0750655E),119,38,85,18,78,16,54,11
Paris Cedex 06,Lycée Saint-Louis (0750658H),110,39,30,6,24,5,15,2
Paris Cedex 06,Lycée Stanislas (0753840S),62,17,35,5,31,5,17,2
Paris Cedex 09,Lycée Jacques Decour (0750668U),13,2,3,1,3,1,2,0
Paris Cedex 17,Lycée Honoré De Balzac (0750705J),2,1,0,0,0,0,0,0
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),2,0,0,0,0,0,0,0
Paris 15e,Lycée Buffon (0750693W),11,0,1,0,1,0,1,0
Paris 16e,Lycée Janson de Sailly (0750699C),65,19,15,0,9,0,6,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),0,0,1,0,1,0,1,0
Paris 17e,Lycée Carnot (0750704H),3,0,0,0,0,0,0,0
Paris 4e,IPESUP (0753144K),15,6,1,0,0,0,0,0
Paris 5e,Lycée Lavoisier (0750656F),7,2,0,0,0,0,0,0
Paris 6e,Lycée Fénelon (0750660K),31,9,7,2,7,2,5,2
Paris 8e,Lycée Chaptal (0750663N),16,5,3,0,2,0,2,0
Paris 9e,Lycée Condorcet (0750667T),8,3,0,0,0,0,0,0
Pau Cedex,Lycée Louis Barthou (0640055M),3,0,2,0,2,0,2,0
Périgueux Cedex,Lycée Bertran de Born (0240024W),1,0,0,0,0,0,0,0
Perpignan,Lycée François Arago (0660010C),5,0,0,0,0,0,0,0
Pointe-à-Pitre Cedex (guadeloupe),L G T de Baimbridge (9710003B),1,0,0,0,0,0,0,0
Poitiers Cedex,Lycée Camille Guérin (0860035W),6,0,0,0,0,0,0,0
Quimper,Lycée Auguste Brizeux (0290069T),2,0,0,0,0,0,0,0
Rabat,Lycée Moulay Youssef (99926611),0,0,4,0,4,0,4,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),10,4,2,0,2,0,1,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),18,6,5,2,3,0,3,0
Rouen Cedex,Lycée Pierre Corneille (0760090K),26,4,6,0,5,0,3,0
Saint-Brieuc,Lycée Francois Rabelais (0220056S),2,0,0,0,0,0,0,0
Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),1,0,0,0,0,0,0,0
Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),3,0,0,0,0,0,0,0
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),16,6,2,1,2,1,0,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),2,0,0,0,0,0,0,0
Saint-Quentin,Lycée Pierre de La Ramée (0020049T),4,0,0,0,0,0,0,0
Salon-De-Provence,Lycée de l'Emperi (0130160D),1,1,0,0,0,0,0,0
Savigny-Sur-Orge Cedex,Lycée Jean Baptiste Corot (0910627M),3,0,0,0,0,0,0,0
Sceaux Cedex,Lycée Lakanal (0920145H),33,8,9,2,7,2,3,1
Sophia Antipolis Cedex,Lycée international de Valbonne (0061642C),4,2,0,0,0,0,0,0
Strasbourg,Lycée Kleber (0670080Y),30,11,7,3,4,2,4,2
Toulon Cedex,Lycée Dumont D'Urville (0830053G),2,1,1,1,1,1,1,1
Toulouse,Lycée Bellevue (0310038Y),5,1,0,0,0,0,0,0
Toulouse,Lycée Déodat de Séverac (0310044E),2,1,0,0,0,0,0,0
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),56,18,21,4,16,4,10,2
Tours Cedex 1,Lycée Descartes (0370035M),23,10,2,1,1,0,1,0
Tunis,IPEST (99926211),16,4,4,0,3,0,3,0
Valenciennes Cedex,Lycée Henri Wallon (0590221V),17,1,3,0,1,0,1,0
Vanves Cedex,Lycée Michelet (0920149M),12,3,1,0,1,0,0,0
Versailles,Lycée Sainte Geneviève (0783053V),139,37,88,17,82,15,46,4
Versailles Cedex,Lycée Hoche (0782562L),61,15,28,8,19,6,10,1
