ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),92,19,50,13,45,12,19,4
Ajaccio,Lycée Laetitia Bonaparte (6200002H),20,1,10,0,8,0,3,0
Angers Cedex 01,Lycée Chevrollier (0490003M),43,3,25,1,23,1,11,1
Armentières,Lycée Gustave Eiffel (0590011S),38,4,25,0,23,0,11,0
Aubervilliers,Lycée Le Corbusier (0930117X),11,3,1,0,0,0,0,0
Baie Mahault/guadeloupe,Lycée Charles Coeffin (9710004C),18,3,1,0,1,0,1,0
Belfort,Lycée Raoul Follereau (0900004R),25,4,6,1,4,1,0,0
Besançon,Lycée Jules Haag (0250011B),30,2,11,1,10,1,2,0
Bordeaux,Lycée Gustave Eiffel (0330028B),95,22,68,16,62,15,34,8
Brest,Lycée La Croix Rouge (0290335G),25,1,6,0,6,0,1,0
Brest Cedex 2,Lycée Vauban (0290012F),36,3,16,0,16,0,7,0
Cachan,Lycée Gustave Eiffel (0940111K),44,8,40,8,40,8,21,3
Caen,Lycée Jules Dumont d'Urville (0142131R),27,0,17,0,16,0,6,0
Chalon-Sur-Saône,Lycée Nicephore Niepce (0710012C),12,0,3,0,1,0,1,0
Champagne-Sur-Seine,Lycée La Fayette (0770920G),19,1,2,0,1,0,1,0
Champigny-Sur-Marne,Lycée Langevin-Wallon (0940113M),12,1,4,0,4,0,2,0
Clichy,Lycée Newton-Enrea (0920136Y),29,4,11,2,11,2,4,0
Cluny,Lycée La Prat's (0710023P),24,4,11,2,11,2,8,2
Dijon,Lycée Gustave Eiffel (0211033J),34,2,15,1,10,1,5,1
Dunkerque,Lycée De L'Europe (0590072H),12,0,0,0,0,0,0,0
Grenoble,Lycée Vaucanson (0380033E),56,8,21,2,20,2,6,0
Le Havre,Lycée Robert Schuman (0760058A),18,0,3,0,1,0,0,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),24,1,15,0,12,0,5,0
Lille,Lycée César Baggio (0590121L),66,7,18,1,17,1,6,0
Lille,Lycée privé Frédéric Ozanam (0593007Y),1,0,0,0,0,0,0,0
Limoges,Lycée Turgot (0870056N),36,4,21,1,20,1,9,1
Lyon,Lycée aux Lazaristes (0690522T),7,1,4,1,4,1,1,0
Lyon,Lycée La Martinière Monplaisir (0692866R),86,12,66,8,64,7,24,3
Marseille,Lycée Jean Perrin (0130053M),79,9,44,4,42,3,25,1
Massy Cedex,Lycée Parc de Vilgenis (0910727W),17,0,3,0,3,0,2,0
Meaux,Lycée Pierre de Coubertin (0770931U),9,1,1,0,1,0,1,0
Metz,Lycée Louis De Cormontaigne (0573227Y),17,2,4,0,4,0,0,0
Monastir,I.P.E.I (99949911),3,0,0,0,0,0,0,0
Montauban,Lycée Bourdelle (0820021C),27,2,11,0,9,0,4,0
Montluçon,Lycée Paul Constans (0030026M),18,3,5,0,4,0,1,0
Montpellier,Lycée Jean Mermoz (0340042L),37,5,18,2,17,2,7,1
Nancy,Lycée Henri Loritz (0540042C),39,2,18,1,16,1,8,1
Nantes,Lycée Eugène Livet (0440029T),75,9,62,6,62,6,29,2
Nevers,Lycée Jules Renard (0580031U),14,1,14,1,13,1,3,0
Nice,Lycée Les Eucalyptus (0060075Z),73,8,25,1,17,1,5,0
Nimes,Lycée Dhuoda (0300026R),35,4,14,1,8,0,4,0
Nogent Sur Oise,Lycée Marie Curie (0600020W),46,2,35,2,34,2,23,2
Nouméa,Lycée Jules Garnier (9830003L),25,3,11,2,11,2,6,2
Orléans,Lycée Benjamin Franklin (0450051L),30,2,10,1,9,1,4,0
Paris,Lycée Raspail (0750691U),81,11,40,1,39,1,21,1
Paris,Lycée Voltaire (0750675B),29,4,12,2,10,1,5,0
Paris 11e,Lycée Dorian (0750676C),30,8,14,4,13,4,6,2
Paris 16e,Lycée Jean-Baptiste Say (0750700D),39,8,39,8,39,8,16,3
Paris 8e,Lycée Chaptal (0750663N),44,10,42,10,41,10,24,10
Poitiers,Lycée Louis Armand (0860037Y),22,3,4,1,3,1,3,1
Pringy,Lycée Louis Lachenal (0740006E),36,5,32,5,31,5,11,3
Reims Cedex,Lycée Franklin Roosevelt (0510034K),31,2,13,1,10,1,3,0
