ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
VALBONNE,CENTRE INTERNATIONAL,52,10,27,6,10,1,2,0
BOURGES,ALAIN FOURNIER,4,2,0,0,0,0,0,0
CHARTRES,MARCEAU,12,3,1,0,1,0,0,0
ORLEANS,POTHIER,58,13,28,5,11,2,4,1
TOURS,DESCARTES,40,6,16,3,10,1,1,0
VIERZON,HENRI BRISSON,1,0,1,0,0,0,0,0
ANTONY,SAINTE MARIE,13,3,8,2,8,2,2,1
CHAMPAGNE SUR SEINE,LA FAYETTE,1,0,1,0,0,0,0,0
ENGHIEN LES BAINS,GUSTAVE MONOD,10,2,2,0,2,0,0,0
FONTAINEBLEAU,FRANCOIS 1ER,14,4,6,3,5,2,1,1
LE RAINCY,ALBERT SCHWEITZER,20,3,8,1,2,1,1,1
MEAUX,LPEM.HENRI MOISSAN,1,0,1,0,0,0,0,0
MELUN,JACQUES AMYOT,17,8,5,1,5,1,1,0
NEUILLY SUR SEINE,PASTEUR,60,15,53,13,52,13,12,2
ORSAY,BLAISE PASCAL,49,16,40,13,17,6,0,0
PARIS 03,TURGOT,28,9,2,1,1,0,0,0
PARIS 04,CHARLEMAGNE,48,17,23,4,20,3,3,0
PARIS 05,HENRI IV,43,6,35,4,33,4,3,1
PARIS 05,LAVOISIER,21,6,3,0,3,0,0,0
PARIS 05,LOUIS LE GRAND,123,43,103,35,80,27,10,4
PARIS 06,STANISLAS,50,10,45,9,23,5,1,0
PARIS 06,FENELON,34,12,19,3,18,3,1,0
PARIS 06,SAINT LOUIS,220,75,169,54,111,40,19,7
PARIS 08,CHAPTAL,91,24,69,18,28,12,3,1
PARIS 08,SAINTE MARIE FENELON,58,13,34,7,12,2,1,0
PARIS 09,CONDORCET,52,15,35,7,8,2,4,2
PARIS 09,JACQUES DECOUR,66,11,60,9,22,1,11,0
PARIS 12,PAUL VALERY,4,1,4,1,0,0,0,0
PARIS 13,ENSCPB,23,4,11,0,5,0,0,0
PARIS 14,RASPAIL,4,3,4,3,0,0,0,0
PARIS 15,BUFFON,34,6,29,5,14,3,5,1
PARIS 15,OURANIA,13,3,7,2,6,2,1,0
PARIS 15,FRESNEL,5,1,0,0,0,0,0,0
PARIS 16,CLAUDE BERNARD,2,0,2,0,0,0,0,0
PARIS 16,JANSON DE SAILLY,117,26,95,18,45,8,9,2
PARIS 16,JEAN BAPTISTE SAY,19,3,19,3,0,0,0,0
PARIS 17,CARNOT,21,7,4,1,2,1,0,0
PARIS 17,HONORE DE BALZAC,15,3,1,0,1,0,0,0
SAVIGNY SUR ORGE,J. B. COROT,22,5,14,3,13,3,3,1
SCEAUX,LAKANAL,88,21,69,15,42,10,10,2
ST GERMAIN EN LAYE,JEANNE D'ALBRET,13,1,2,0,1,0,1,0
ST MAUR DES FOS.,MARCELIN BERTHELOT,86,25,61,16,33,10,9,1
VANVES,MICHELET,33,8,23,6,10,4,3,2
VERSAILLES,SAINTE GENEVIEVE,165,41,155,35,126,30,19,6
VERSAILLES,HOCHE,98,32,77,26,62,20,13,3
VERSAILLES,JULES FERRY,9,1,9,1,0,0,0,0
LA ROCHELLE,J. DAUTET,1,0,0,0,0,0,0,0
POITIERS,CAMILLE GUERIN,33,6,18,2,15,2,5,0
REIMS,FRANKLIN ROOSEVELT,40,5,21,2,5,1,0,0
TROYES,CHRESTIEN DE TROYES,3,3,2,2,0,0,0,0
BREST,KERICHEN,23,12,3,2,3,2,0,0
BREST,VAUBAN,2,1,2,1,0,0,0,0
BREST,SAINTE ANNE,15,3,1,0,1,0,0,0
LORIENT,DUPUY DE LOME,6,0,0,0,0,0,0,0
RENNES,CHATEAUBRIAND,99,20,61,12,30,8,7,2
RENNES,JOLIOT CURIE,6,4,6,4,0,0,0,0
SAINT-BRIEUC,RABELAIS,9,3,5,2,2,1,0,0
EVREUX,ARISTIDE BRIAND,11,1,1,0,0,0,0,0
LE HAVRE,FRANCOIS 1ER,7,3,2,1,2,1,1,1
ROUEN,CORNEILLE,78,22,48,11,28,8,4,1
MULHOUSE,A. SCHWEITZER,22,4,4,1,3,1,1,0
STRASBOURG,COUFFIGNAL,3,0,3,0,0,0,0,0
STRASBOURG,FUSTEL DE COULANGES,19,10,2,0,2,0,0,0
STRASBOURG,KLEBER,75,21,59,12,28,5,6,2
TOULOUSE,BELLEVUE,57,12,46,8,28,5,4,0
TOULOUSE,DEODAT DE SEVERAC,41,9,25,3,7,3,3,1
BALMA,SALIEGE,65,15,46,11,40,10,7,2
TOULOUSE,PIERRE DE FERMAT,96,15,87,12,55,6,11,2
MONTBONNOT,PUPILLES DE L'AIR,6,1,2,0,1,0,0,0
CAEN,SAINTE MARIE,10,0,2,0,2,0,1,0
AVIGNON,SAINT JOSEPH,19,2,5,0,5,0,0,0
ST CYR L'ECOLE,LYCEE MILITAIRE,1,0,1,0,0,0,0,0
RENNES,ASSOMPTION,18,8,0,0,0,0,0,0
STRASBOURG,ORT FRANCE,6,1,6,1,0,0,0,0
ALBI,LAPEROUSE,4,1,0,0,0,0,0,0
PERIGUEUX,BERTRAN-DE-BORN,2,1,0,0,0,0,0,0
SAINT-QUENTIN,PIERRE DE LA RAMEE,1,0,0,0,0,0,0,0
PARIS 04,IPESUP,13,5,12,5,11,5,3,3
LYON,JEAN PERRIN,16,8,7,2,3,1,1,1
ANGERS,CHARLES DE FOUCAULD,1,0,1,0,0,0,0,0
AIX-EN-PROVENCE,LYCEE MILITAIRE,6,1,2,0,1,0,0,0
ORLEANS,SAINT CHARLES,1,0,0,0,0,0,0,0
SAINT MAUR LES FOSSES,D'ARSONVAL,7,0,7,0,0,0,0,0
PARIS,URANIE,14,3,2,0,2,0,0,0
TARBES,THEOPHILE GAUTIER,8,0,2,0,2,0,0,0
NOUMEA,JULES GARNIER,2,2,2,2,0,0,0,0
TUNIS,IPEST,17,5,17,5,15,4,10,4
QUIMPER,LYCEE BRIZEUX,16,3,4,0,2,0,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,6,0,2,0,2,0,0,0
FORT DE FRANCE,DE BELLEVUE,2,1,0,0,0,0,0,0
POINTE A PITRE,BAIMBRIDGE,23,9,1,0,0,0,0,0
CASABLANCA,ENS DE CASABLANCA,4,1,0,0,0,0,0,0
MARRAKECH,ENS DE MARRAKECH,2,0,0,0,0,0,0,0
FES,ENS DE FES,3,1,0,0,0,0,0,0
RABAT,ENS de TAKADOUM,4,1,0,0,0,0,0,0
