ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,50,16,30,11,28,11,3,1
AIX-EN-PROVENCE,VAUVENARGUES,9,4,9,4,0,0,0,0
AVIGNON,FREDERIC MISTRAL,1,0,1,0,0,0,0,0
MARSEILLE,JEAN PERRIN,10,2,10,2,0,0,0,0
MARSEILLE,THIERS,97,19,66,12,50,12,12,2
SALON DE PROVENCE,L'EMPERI,7,3,0,0,0,0,0,0
AMIENS,THUILLIER,24,4,8,2,8,2,5,1
BELFORT,CONDORCET,13,6,2,1,1,1,0,0
BESANCON,VICTOR HUGO,44,8,19,4,15,3,8,2
BAYONNE,RENE CASSIN,21,3,3,0,3,0,1,0
BORDEAUX,CAMILLE JULLIAN,10,6,4,3,3,2,0,0
BORDEAUX,GUSTAVE EIFFEL,25,5,25,5,0,0,0,0
BORDEAUX,MICHEL MONTAIGNE,83,21,67,11,34,5,8,1
PAU,LOUIS BARTHOU,35,7,26,6,22,5,4,1
CAEN,VICTOR HUGO,39,10,12,1,8,0,1,0
CLERMONT-FERRAND,BLAISE PASCAL,44,10,24,7,17,5,3,1
CLERMONT-FERRAND,LA FAYETTE,2,0,2,0,0,0,0,0
DIJON,CARNOT,36,5,10,2,6,1,0,0
DIJON,GUSTAVE EIFFEL,4,0,4,0,0,0,0,0
ANNECY,BERTHOLLET,28,6,15,3,10,2,1,0
GRENOBLE,CHAMPOLLION,68,15,44,10,29,9,6,2
LA TRONCHE,ITEC- BOISFLEURY,6,1,0,0,0,0,0,0
VALENCE,CAMILLE VERNET,9,0,1,0,1,0,1,0
ARRAS,ROBESPIERRE,9,2,4,2,2,1,1,1
DOUAI,A. CHATELET,15,7,5,1,1,1,1,1
DUNKERQUE,JEAN BART,13,2,6,1,6,1,2,1
LENS,CONDORCET,6,0,1,0,1,0,0,0
LILLE,CESAR BAGGIO,2,1,2,1,0,0,0,0
LILLE,FAIDHERBE,54,11,29,7,18,5,6,5
TOURCOING,GAMBETTA,5,1,0,0,0,0,0,0
VALENCIENNES,HENRI WALLON,85,24,54,17,41,16,14,6
LIMOGES,GAY LUSSAC,40,6,19,1,14,1,4,0
BOURG EN BRESSE,LALANDE,17,6,1,1,1,1,1,1
LYON,AUX LAZARISTES,32,7,27,7,23,7,7,1
LYON,DU PARC,125,25,112,22,88,17,18,3
LYON,INSTITUT DES CHARTRX,1,0,0,0,0,0,0,0
LYON,LA MARTINIERE,50,19,36,11,20,7,2,1
SAINT-ETIENNE,FAURIEL,40,12,14,2,13,2,3,0
SAINT-ETIENNE,E. MIMARD,6,1,6,1,0,0,0,0
MONTPELLIER,JOFFRE,90,30,52,13,23,9,3,0
NIMES,ALPHONSE DAUDET,6,1,2,0,0,0,0,0
PERPIGNAN,F. ARAGO,13,4,8,1,2,1,1,1
METZ,FABERT,56,14,41,9,30,8,8,1
NANCY,HENRI POINCARE,67,19,24,10,21,8,2,1
NANCY,LORITZ,21,5,21,5,0,0,0,0
ANGERS,HENRI BERGSON,2,0,1,0,0,0,0,0
LA FLECHE,PRYTANEE MILITAIRE,8,1,4,1,0,0,0,0
LA ROCHE SUR YON,SAINT JOSEPH,4,0,0,0,0,0,0,0
LE MANS,MONTESQUIEU,33,4,28,3,26,3,3,1
NANTES,GEORGES CLEMENCEAU,88,20,52,7,17,2,3,0
NANTES,SAINT STANISLAS,7,3,0,0,0,0,0,0
NICE,LES EUCALYPTUS,1,0,1,0,0,0,0,0
NICE,MASSENA,44,14,37,12,20,6,6,4
TOULON,DUMONT D'URVILLE,29,7,12,1,7,1,2,0
