ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,VAUVENARGUES,5,1,0,0,0,0,0,0
AVIGNON,FREDERIC MISTRAL,3,1,0,0,0,0,0,0
MARSEILLE,JEAN PERRIN,10,3,0,0,0,0,0,0
MARSEILLE,THIERS,25,3,9,1,9,1,5,1
BELFORT,CONDORCET,2,0,0,0,0,0,0,0
BESANCON,VICTOR HUGO,8,3,0,0,0,0,0,0
BORDEAUX,GUSTAVE EIFFEL,22,6,2,1,2,1,2,1
BORDEAUX,MICHEL MONTAIGNE,25,4,3,0,3,0,1,0
PAU,LOUIS BARTHOU,2,0,0,0,0,0,0,0
CAEN,VICTOR HUGO,4,2,0,0,0,0,0,0
CLERMONT-FERRAND,BLAISE PASCAL,4,1,0,0,0,0,0,0
CLERMONT-FERRAND,LA FAYETTE,4,1,1,0,1,0,0,0
DIJON,CARNOT,6,0,1,0,1,0,0,0
DIJON,GUSTAVE EIFFEL,4,2,0,0,0,0,0,0
ANNECY,BERTHOLLET,7,0,4,0,4,0,2,0
GRENOBLE,CHAMPOLLION,16,0,6,0,6,0,5,0
DOUAI,A. CHATELET,5,0,0,0,0,0,0,0
DUNKERQUE,JEAN BART,1,1,0,0,0,0,0,0
LILLE,CESAR BAGGIO,9,3,0,0,0,0,0,0
LILLE,FAIDHERBE,8,1,5,0,5,0,1,0
VALENCIENNES,HENRI WALLON,7,0,0,0,0,0,0,0
LIMOGES,GAY LUSSAC,5,3,0,0,0,0,0,0
LYON,AUX LAZARISTES,7,0,2,0,2,0,1,0
LYON,DU PARC,27,2,6,0,6,0,0,0
LYON,LA MARTINIERE,18,3,3,0,3,0,0,0
SAINT-ETIENNE,E. MIMARD,6,2,0,0,0,0,0,0
MONTPELLIER,JOFFRE,20,6,3,1,3,1,3,1
NIMES,ALPHONSE DAUDET,6,0,0,0,0,0,0,0
PERPIGNAN,F. ARAGO,7,1,1,0,1,0,0,0
METZ,FABERT,7,2,1,0,1,0,1,0
NANCY,HENRI POINCARE,1,0,0,0,0,0,0,0
NANCY,LORITZ,14,4,0,0,0,0,0,0
LA FLECHE,PRYTANEE MILITAIRE,2,0,0,0,0,0,0,0
NANTES,GEORGES CLEMENCEAU,27,4,12,1,12,1,4,0
NICE,LES EUCALYPTUS,1,0,0,0,0,0,0,0
NICE,MASSENA,6,1,0,0,0,0,0,0
TOULON,DUMONT D'URVILLE,5,1,0,0,0,0,0,0
VALBONNE,CENTRE INTERNATIONAL,6,1,0,0,0,0,0,0
ORLEANS,POTHIER,15,4,1,0,1,0,1,0
TOURS,DESCARTES,11,3,3,1,3,1,0,0
VIERZON,HENRI BRISSON,2,0,0,0,0,0,0,0
CHAMPAGNE SUR SEINE,LA FAYETTE,14,0,1,0,1,0,0,0
LE RAINCY,ALBERT SCHWEITZER,1,0,0,0,0,0,0,0
MEAUX,LPEM.HENRI MOISSAN,1,0,0,0,0,0,0,0
ORSAY,BLAISE PASCAL,15,5,2,1,2,1,1,0
PARIS 05,LOUIS LE GRAND,31,8,8,1,8,1,3,0
PARIS 06,STANISLAS,27,4,5,0,5,0,1,0
PARIS 06,SAINT LOUIS,57,7,20,2,20,2,9,0
PARIS 08,CHAPTAL,20,1,3,0,3,0,1,0
PARIS 08,SAINTE MARIE FENELON,16,3,0,0,0,0,0,0
PARIS 09,CONDORCET,25,1,3,0,3,0,2,0
PARIS 09,JACQUES DECOUR,16,4,3,2,3,2,3,2
PARIS 12,PAUL VALERY,11,2,0,0,0,0,0,0
PARIS 13,ENSCPB,7,0,0,0,0,0,0,0
PARIS 14,RASPAIL,4,2,0,0,0,0,0,0
PARIS 15,BUFFON,6,2,0,0,0,0,0,0
PARIS 16,CLAUDE BERNARD,2,0,0,0,0,0,0,0
PARIS 16,JANSON DE SAILLY,24,3,6,0,6,0,1,0
PARIS 16,JEAN BAPTISTE SAY,20,3,4,0,4,0,3,0
SAINT-DENIS,PAUL ELUARD,1,0,0,0,0,0,0,0
SCEAUX,LAKANAL,27,6,5,1,5,1,1,1
ST GERMAIN EN LAYE,JEANNE D'ALBRET,1,0,0,0,0,0,0,0
ST MAUR DES FOS.,MARCELIN BERTHELOT,38,5,10,1,10,1,2,0
VANVES,MICHELET,8,2,0,0,0,0,0,0
VERSAILLES,SAINTE GENEVIEVE,38,6,18,4,18,4,4,1
VERSAILLES,HOCHE,13,5,7,2,7,2,3,1
VERSAILLES,JULES FERRY,3,1,0,0,0,0,0,0
LA ROCHELLE,J. DAUTET,5,0,0,0,0,0,0,0
POITIERS,CAMILLE GUERIN,2,0,1,0,1,0,1,0
REIMS,FRANKLIN ROOSEVELT,12,3,1,0,1,0,0,0
TROYES,CHRESTIEN DE TROYES,1,1,0,0,0,0,0,0
BREST,VAUBAN,2,0,1,0,1,0,1,0
RENNES,CHATEAUBRIAND,11,0,7,0,7,0,5,0
RENNES,JOLIOT CURIE,2,0,0,0,0,0,0,0
EVREUX,ARISTIDE BRIAND,2,1,0,0,0,0,0,0
ROUEN,CORNEILLE,20,2,1,0,1,0,0,0
STRASBOURG,KLEBER,19,1,6,0,6,0,4,0
TOULOUSE,BELLEVUE,12,1,0,0,0,0,0,0
TOULOUSE,DEODAT DE SEVERAC,16,4,0,0,0,0,0,0
BALMA,SALIEGE,3,0,0,0,0,0,0,0
TOULOUSE,PIERRE DE FERMAT,29,8,7,0,7,0,1,0
MONTBONNOT,PUPILLES DE L'AIR,4,0,0,0,0,0,0,0
CAEN,SAINTE MARIE,1,0,0,0,0,0,0,0
ST CYR L'ECOLE,LYCEE MILITAIRE,1,0,0,0,0,0,0,0
STRASBOURG,ORT FRANCE,5,1,0,0,0,0,0,0
LYON,JEAN PERRIN,1,0,0,0,0,0,0,0
ANGERS,CHARLES DE FOUCAULD,5,1,0,0,0,0,0,0
AIX-EN-PROVENCE,LYCEE MILITAIRE,1,0,0,0,0,0,0,0
SAINT MAUR LES FOSSES,D'ARSONVAL,6,0,0,0,0,0,0,0
NOUMEA,JULES GARNIER,2,0,0,0,0,0,0,0
QUIMPER,LYCEE BRIZEUX,1,0,0,0,0,0,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,4,1,0,0,0,0,0,0
POINTE A PITRE,BAIMBRIDGE,4,0,0,0,0,0,0,0
