ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),20,7,8,1,6,0,2,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),40,6,13,1,7,1,1,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),9,2,6,0,2,0,0,0
Albi,Lycée Laperouse (0810006S),6,0,4,0,1,0,1,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),11,3,3,2,2,1,1,1
Angers,Lycée Saint-Martin (0490824E),10,2,2,0,1,0,1,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),9,0,5,0,4,0,1,0
Annecy Cedex,Lycée Berthollet (0740003B),22,3,11,2,8,2,1,0
Antony,Lycée Sainte Marie (0920904H),19,2,4,0,3,0,1,0
Argenteuil,Lycée Jean Jaurès (0950641F),18,3,1,0,1,0,0,0
Arras,Lycée Robespierre (0620006V),9,1,3,1,2,1,1,1
Auxerre,Lycée Jacques Amyot (0890003V),7,0,2,0,1,0,1,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),17,2,1,0,0,0,0,0
Balma,Lycée Saliège (0312408Z),28,3,10,0,6,0,1,0
Belfort,Lycée Condorcet (0900002N),6,0,3,0,1,0,0,0
Besançon,Lycée Victor Hugo (0250007X),16,5,8,1,6,1,2,0
Bordeaux,Lycée Gustave Eiffel (0330028B),63,9,39,6,26,4,7,1
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),78,22,52,18,36,11,13,2
Brest,Lycée Naval (0290063L),28,5,12,2,6,2,3,1
Brest,Lycée Sainte Anne (0290338K),5,0,2,0,1,0,0,0
Brest Cedex 2,Lycée Vauban (0290012F),17,4,2,0,0,0,0,0
Caen,Lycée Victor Hugo (0142059M),17,3,8,2,6,2,1,1
Cannes Cedex,Lycée Stanislas (0060673Z),25,2,10,2,8,2,1,0
Casablanca,Groupe scolaire La Résidence (3500055H),8,3,3,1,1,0,0,0
Chambéry,Lycée Vaugelas (0730013T),9,1,3,0,1,0,0,0
Clermont-Ferrand,Lycée La Fayette (0630021F),26,7,13,4,6,2,2,1
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),36,9,24,6,18,5,3,1
Dijon,Lycée Carnot (0210015C),30,4,14,1,8,1,4,0
Dijon,Lycée Gustave Eiffel (0211033J),12,2,5,1,2,0,2,0
Douai,Lycée Albert Chatelet (0590063Y),37,7,30,7,24,5,4,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),10,1,5,1,1,0,0,0
Evreux,Lycée Aristide Briand (0270016W),15,4,5,2,5,2,3,1
Evry,Lycée Parc des Loges (0911251R),13,4,4,0,4,0,1,0
Fontainebleau,Lycée François 1er (0770927P),9,3,3,1,2,1,1,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),1,1,1,1,1,1,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),60,10,42,6,30,5,11,3
La Flèche Cedex,Prytanée National Militaire (0720896H),30,2,18,1,10,0,3,0
La Rochelle,Lycée Jean Dautet (0170028N),11,2,5,1,3,1,2,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),19,3,12,3,10,2,3,1
Le Raincy,Lycée Albert Schweitzer (0930830X),10,2,2,0,1,0,0,0
Les Ulis,Lycée L'Essouriau (0911492C),9,2,5,1,4,1,1,0
Lille,Lycée César Baggio (0590121L),25,1,9,0,5,0,4,0
Lille Cedex,Lycée Faidherbe (0590119J),43,7,39,6,33,6,11,0
Limoges Cedex,Lycée Gay-Lussac (0870015U),17,4,11,2,6,2,3,2
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),9,1,5,0,4,0,2,0
Lyon,Lycée aux Lazaristes (0690522T),27,12,23,11,22,10,3,1
Lyon,Lycée Jean Perrin (0690082P),24,3,12,2,5,1,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),43,10,33,7,23,6,9,2
Lyon Cedex 06,Lycée du Parc (0690026D),42,12,42,12,39,11,15,4
Lyon Cedex 1,Institution des Chartreux (0690564N),2,1,0,0,0,0,0,0
Marrakech - Menara,Lycée Ibn Timiya (99926511),1,0,0,0,0,0,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),43,11,26,6,19,5,2,0
Marseille Cedex 10,Lycée Jean Perrin (0130053M),34,7,18,4,12,3,2,0
Meaux,Lycée Henri Moissan (0770930T),11,2,4,0,1,0,1,0
Metz,Lycée Louis De Cormontaigne (0573227Y),12,4,4,1,3,1,2,0
Metz Cedex 1,Lycée Fabert (0570054Z),22,1,13,0,11,0,2,0
Montpellier,USTL - Montpellier II (32300002),1,0,0,0,0,0,0,0
Montpellier Cedex 2,Lycée Joffre (0340038G),64,18,42,7,29,4,9,0
Montreuil,Lycée Condorcet (0930122C),14,3,2,1,2,1,1,0
Montreuil,Lycée Jean Jaurès (0930121B),1,0,0,0,0,0,0,0
Mulhouse,Lycée Albert Schweitzer (0680031P),4,2,1,1,1,1,1,1
Nancy,Lycée Henri Loritz (0540042C),56,14,29,6,22,3,8,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),10,1,4,1,4,1,1,1
Nantes,Lycée Saint Stanislas (0440163N),15,2,9,2,6,2,1,0
Nantes Cedex 1,Lycée Clémenceau (0440021J),129,27,100,20,71,13,28,5
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),43,9,37,8,31,7,12,3
Nice,Lycée Les Eucalyptus (0060075Z),17,6,2,0,2,0,1,0
Nice Cedex 1,Lycée Massena (0060030A),42,13,22,6,13,3,4,2
Nimes Cedex,Lycée Alphonse Daudet (0300021K),17,3,9,1,8,1,2,0
Nouméa,Lycée Jules Garnier (9830003L),16,6,13,6,11,5,5,1
Orléans Cedex 1,Lycée Pothier (0450049J),43,9,17,2,9,1,4,1
Orsay,Lycée Blaise Pascal (0910626L),37,4,31,4,28,4,13,2
Paris,Lycée Raspail (0750691U),21,4,12,4,6,1,2,0
