ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),88,63,53,35,49,32,27,17
AMILLY,Lycée Le Chesnoy - Les Barres (0450094H),31,21,18,11,15,8,10,7
Angers,Lycée Angers le Fresne (0490946M),28,17,25,16,22,14,17,11
Arras,Lycée Robespierre (0620006V),41,29,17,8,15,7,7,4
Auzeville Tolosane,Lycée Toulouse Auzeville (0311262D),32,20,32,20,30,18,24,13
Besançon,Lycée Victor Hugo (0250007X),38,29,35,27,34,26,22,15
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),82,58,75,52,73,50,42,28
BOULOGNE-BILLANCOURT,Lycée Jacques Prévert (0920134W),31,18,26,13,25,12,20,9
Caen Cedex 4,Lycée Malherbe (0140013N),88,72,76,62,73,62,49,40
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),35,25,29,20,25,17,14,8
Dijon,Lycée Carnot (0210015C),48,37,41,31,39,29,32,24
Douai,Lycée Albert Chatelet (0590063Y),36,31,32,28,28,25,16,14
DUCOS,Lycée Polyvalent Centre Sud (9720825P),22,16,3,3,1,1,1,1
Fontainebleau,Lycée François 1er (0770927P),39,26,29,20,28,19,17,13
Grenoble Cedex 1,Lycée Champollion (0380027Y),74,65,72,63,71,62,49,43
La Mulatière,Lycée Assomption Bellevue (0690539L),41,29,29,20,27,20,17,11
Le Raincy,Lycée Albert Schweitzer (0930830X),21,10,9,4,9,4,6,4
Le Tampon,Lycée Roland Garros (9740002J),37,22,22,11,20,9,8,4
Lempdes,Legta Louis Pasteur - Lempdes (0630984C),31,26,31,26,30,25,19,15
Lille Cedex,Lycée Faidherbe (0590119J),70,47,57,36,48,31,26,17
Limoges,Lycée Léonard Limosin (0870016V),40,29,26,17,23,14,6,3
Lyon,Lycée La Martinière Monplaisir (0692866R),43,32,34,24,28,21,19,13
Lyon Cedex 06,Lycée du Parc (0690026D),141,100,135,94,123,85,94,68
Marseille Cedex 1,Lycée Thiers (0130040Y),108,88,81,67,71,60,47,39
Metz Cedex 1,Lycée Georges de La Tour (0572757M),29,24,15,10,15,10,9,6
Montpellier Cedex 2,Lycée Joffre (0340038G),34,27,32,26,29,23,22,17
Nancy Cedex,Lycée Henri Poincaré (0540038Y),74,41,69,37,66,37,47,25
Nantes,Externat-Chavagnes (0440160K),33,22,13,8,12,8,7,5
Nantes Cedex 1,Lycée Clémenceau (0440021J),92,72,82,62,82,62,60,46
Nice Cedex 1,Lycée Massena (0060030A),41,25,33,18,25,15,20,13
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),36,26,16,11,16,11,12,7
Orléans Cedex 1,Lycée Pothier (0450049J),43,34,29,23,24,19,15,11
Paris,Lycée Saint-Louis (0750658H),130,94,127,92,124,90,84,59
Paris,Lycée Janson de Sailly (0750699C),72,56,64,50,60,47,47,38
Paris Cedex 05,Lycée Henri IV (0750654D),44,33,40,29,38,27,24,18
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),30,23,24,17,24,17,17,12
Paris 16e,Lycée Jean-Baptiste Say (0750700D),39,31,37,29,37,29,30,22
Paris 6e,Lycée Fénelon (0750660K),35,24,28,19,28,19,17,12
Paris 8e,Lycée Chaptal (0750663N),80,61,68,51,64,47,39,28
Pau Cedex,Lycée Louis Barthou (0640055M),42,31,31,23,29,21,17,13
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),22,19,8,6,8,6,2,2
Poitiers Cedex,Lycée Camille Guérin (0860035W),79,60,43,32,35,29,24,18
Reims Cedex 2,Lycée Clémenceau (0510031G),33,22,25,16,25,16,12,8
Rennes Cedex 7,Lycée Chateaubriand (0350710G),131,88,117,78,112,75,80,54
Rouen Cedex,Lycée Pierre Corneille (0760090K),44,32,40,28,38,28,29,22
Saint-Amand-Les-Eaux,Institution Notre Dame des Anges (0592913W),16,13,2,2,2,2,1,1
Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),39,30,28,20,26,20,17,12
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),90,65,81,57,79,56,51,37
Sceaux Cedex,Lycée Lakanal (0920145H),81,50,70,42,67,40,43,27
Strasbourg,Lycée Jean Rostand (0670084C),37,31,37,31,37,31,30,25
Toulouse Cedex,Lycée Ozenne (0310047H),40,29,37,26,35,24,24,14
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),93,71,88,67,87,67,62,47
Tours Cedex 1,Lycée Descartes (0370035M),48,38,47,37,46,36,32,26
Versailles Cedex,Lycée Hoche (0782562L),89,70,80,64,80,64,60,49
Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),39,24,39,24,39,24,28,18
