ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,13,7,1,1,1,1,1,1
ALBI,LAPEROUSE,1,0,0,0,0,0,0,0
AMIENS,THUILLIER,3,0,0,0,0,0,0,0
ANGERS,HENRI BERGSON,2,1,0,0,0,0,0,0
ANNECY,BERTHOLLET,13,5,6,2,6,2,5,2
ANTONY,SAINTE MARIE,2,0,0,0,0,0,0,0
ARRAS,ROBESPIERRE,1,1,0,0,0,0,0,0
AVIGNON,SAINT JOSEPH,3,0,0,0,0,0,0,0
BALMA,SALIEGE,13,3,3,0,2,0,1,0
BAYONNE,RENE CASSIN,1,0,0,0,0,0,0,0
BESANCON,VICTOR HUGO,10,2,2,0,1,0,0,0
BORDEAUX,CAMILLE JULLIAN,1,0,0,0,0,0,0,0
BORDEAUX,MICHEL MONTAIGNE,19,7,7,5,6,5,4,3
BOURG EN BRESSE,LALANDE,1,1,0,0,0,0,0,0
BREST,KERICHEN,3,0,1,0,0,0,0,0
CAEN,VICTOR HUGO,12,1,1,0,1,0,1,0
CLERMONT-FERRAND,BLAISE PASCAL,5,2,2,1,2,1,2,1
DIJON,CARNOT,14,5,4,2,2,1,0,0
DOUAI,A. CHATELET,1,0,0,0,0,0,0,0
EVREUX,ARISTIDE BRIAND,2,0,0,0,0,0,0,0
FONTAINEBLEAU,FRANCOIS 1ER,2,0,0,0,0,0,0,0
GRENOBLE,CHAMPOLLION,26,9,7,1,5,1,3,0
JARVILLE,LA MALGRANGE,1,1,0,0,0,0,0,0
LA ROCHELLE,J. DAUTET,1,0,0,0,0,0,0,0
LE MANS,MONTESQUIEU,15,3,3,0,1,0,1,0
LE RAINCY,ALBERT SCHWEITZER,3,1,2,0,1,0,0,0
LILLE,FAIDHERBE,17,4,3,0,3,0,1,0
LIMOGES,GAY LUSSAC,14,4,1,1,1,1,0,0
LYON,AUX LAZARISTES,20,4,12,2,12,2,4,0
LYON,LA MARTINIERE,15,4,2,0,2,0,2,0
LYON,LE PARC,73,19,33,9,27,7,15,4
MARSEILLE,THIERS,29,5,16,2,14,2,6,1
MELUN,JACQUES AMYOT,3,1,0,0,0,0,0,0
METZ,FABERT,24,9,8,1,8,1,2,0
MONTPELLIER,JOFFRE,14,5,5,2,5,2,3,1
MULHOUSE,A. SCHWEITZER,2,0,0,0,0,0,0,0
NABEUL,IPEIN,1,0,0,0,0,0,0,0
NANCY,HENRI POINCARE,24,4,2,0,2,0,2,0
NANTES,GEORGES CLEMENCEAU,24,8,7,0,7,0,5,0
NEUILLY SUR SEINE,PASTEUR,37,10,9,1,5,0,3,0
NICE,MASSENA,19,5,3,0,3,0,2,0
ORLEANS,POTHIER,14,7,5,2,4,2,3,2
ORSAY,BLAISE PASCAL,19,8,6,4,6,4,2,1
PARIS 03,TURGOT,3,1,0,0,0,0,0,0
PARIS 04,CHARLEMAGNE,47,8,8,0,5,0,1,0
PARIS 04,IPESUP,18,3,4,0,3,0,2,0
PARIS 05,HENRI IV,51,13,35,5,33,5,16,3
PARIS 05,LAVOISIER,9,2,0,0,0,0,0,0
PARIS 05,LOUIS LE GRAND,119,29,66,7,61,7,43,5
PARIS 06,FENELON,22,6,2,0,2,0,0,0
PARIS 06,SAINT LOUIS,154,66,34,7,33,6,13,3
PARIS 06,STANISLAS,29,4,5,0,3,0,2,0
PARIS 08,CHAPTAL,18,5,4,1,3,0,1,0
PARIS 08,SAINTE MARIE FENELON,2,1,0,0,0,0,0,0
PARIS 09,CONDORCET,5,2,1,0,1,0,1,0
PARIS 09,JACQUES DECOUR,26,3,1,0,1,0,0,0
PARIS 13,ENCPB,2,0,0,0,0,0,0,0
PARIS 15,BUFFON,7,3,0,0,0,0,0,0
PARIS 15,OURANIA,10,5,3,1,3,1,2,1
PARIS 15,URANIE,3,0,0,0,0,0,0,0
PARIS 16,JANSON DE SAILLY,63,15,19,3,16,3,6,0
PARIS 17,CARNOT,2,0,0,0,0,0,0,0
PAU,LOUIS BARTHOU,12,2,1,0,1,0,0,0
PERIGUEUX,BERTRAN-DE-BORN,3,0,0,0,0,0,0,0
POITIERS,CAMILLE GUERIN,9,3,1,1,1,1,0,0
QUIMPER,LYCEE BRIZEUX,1,0,0,0,0,0,0,0
REIMS,FRANKLIN ROOSEVELT,4,1,1,0,1,0,0,0
RENNES,ASSOMPTION,3,2,0,0,0,0,0,0
RENNES,CHATEAUBRIAND,23,10,8,4,7,3,0,0
ROUEN,CORNEILLE,25,7,6,1,6,1,3,0
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,16,5,4,0,3,0,2,0
SAINT-BRIEUC,RABELAIS,1,0,1,0,1,0,0,0
SAINT-ETIENNE,FAURIEL,4,1,0,0,0,0,0,0
SAVIGNY SUR ORGE,J. B. COROT,2,0,1,0,1,0,1,0
SCEAUX,LAKANAL,32,9,7,2,4,2,3,2
SFAX,IPEIS,1,0,0,0,0,0,0,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,2,0,0,0,0,0,0,0
STRASBOURG,KLEBER,26,7,6,1,4,0,2,0
TARBES,THEOPHILE GAUTIER,2,1,0,0,0,0,0,0
TOULON,DUMONT D'URVILLE,2,1,1,1,1,1,0,0
TOULOUSE,BELLEVUE,13,1,3,0,2,0,0,0
TOULOUSE,DEODAT DE SEVERAC,4,0,0,0,0,0,0,0
TOULOUSE,PIERRE DE FERMAT,45,9,24,4,22,3,13,2
TOURS,DESCARTES,18,7,3,2,2,1,2,1
TUNIS,I.P.E.I.T,2,1,1,1,0,0,0,0
TUNIS,IPEST,12,2,0,0,0,0,0,0
VALENCIENNES,HENRI WALLON,28,4,6,0,6,0,2,0
VANVES,MICHELET,7,1,2,1,1,1,1,1
VERSAILLES,HOCHE,50,12,18,3,15,3,7,2
VERSAILLES,SAINTE GENEVIEVE,125,28,66,13,57,12,36,9
