ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),30,11,26,9,19,7,8,3
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),88,29,84,28,70,21,21,10
Albi,Lycée Laperouse (0810006S),28,11,23,10,21,9,14,6
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),36,10,29,10,27,9,13,2
Angers Cedex 01,Lycée Henri Bergson (0491966W),26,4,24,4,23,4,9,3
Annecy Cedex,Lycée Berthollet (0740003B),67,28,63,27,62,26,21,11
Annonay,Lycée Saint Denis (0071126L),9,5,6,3,5,2,4,2
Antony,Lycée Sainte Marie (0920904H),29,9,21,5,18,4,6,3
Arras,Lycée Robespierre (0620006V),19,8,7,4,4,2,2,1
Avignon,Lycée Saint Joseph (0840072X),18,5,12,5,10,4,3,0
Balma,Lycée Saliège (0312408Z),74,23,68,23,63,22,23,7
Bayonne,Lycée René Cassin (0640010N),35,11,31,9,28,7,14,1
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),21,4,11,4,7,2,0,0
Belfort,Lycée Raoul Follereau (0900004R),19,9,15,7,14,7,7,4
Besançon,Lycée Victor Hugo (0250007X),48,15,38,12,37,11,18,8
Bordeaux Cedex,Lycée Camille Jullian (0330023W),37,15,32,12,29,12,15,6
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),64,17,62,17,53,17,11,6
Bourg-En-Bresse,Lycée Lalande (0010013J),27,9,18,6,17,6,7,2
Brest,Lycée Sainte Anne (0290338K),14,8,6,3,3,2,1,0
Brest Cedex 2,Lycée de Kerichen (0290007A),37,13,29,10,25,10,10,6
Caen,Lycée Privé Sainte-Marie (0141164P),8,1,3,0,2,0,0,0
Caen,Lycée Victor Hugo (0142059M),65,18,45,14,37,12,13,5
Chartres,Lycée Marceau (0280007F),23,6,10,2,9,2,5,1
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),60,12,57,11,50,9,16,3
