ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,VAUVENARGUES,9,3,4,2,2,0,0,0
AVIGNON,FREDERIC MISTRAL,5,1,0,0,0,0,0,0
MARSEILLE,JEAN PERRIN,17,5,6,2,6,2,2,0
MARSEILLE,THIERS,40,6,27,4,25,4,8,1
AMIENS,THUILLIER,2,1,0,0,0,0,0,0
BELFORT,CONDORCET,6,0,3,0,2,0,0,0
BESANCON,VICTOR HUGO,22,7,6,3,6,3,3,1
BORDEAUX,GUSTAVE EIFFEL,47,9,23,3,18,2,11,1
BORDEAUX,MICHEL MONTAIGNE,50,11,31,6,29,5,9,1
PAU,LOUIS BARTHOU,23,1,11,1,5,1,2,1
CAEN,VICTOR HUGO,24,3,4,1,3,1,2,0
CLERMONT-FERRAND,BLAISE PASCAL,42,9,17,4,14,3,6,2
CLERMONT-FERRAND,LA FAYETTE,21,1,7,0,6,0,3,0
AUXERRE,JACQUES AMYOT,3,0,1,0,0,0,0,0
DIJON,CARNOT,24,0,5,0,4,0,2,0
DIJON,GUSTAVE EIFFEL,15,3,2,0,1,0,1,0
ANNECY,BERTHOLLET,19,3,10,2,7,2,2,1
GRENOBLE,CHAMPOLLION,59,3,17,1,15,1,3,0
ARRAS,ROBESPIERRE,8,1,0,0,0,0,0,0
DOUAI,A. CHATELET,18,2,6,1,5,1,2,0
DUNKERQUE,JEAN BART,5,0,0,0,0,0,0,0
LILLE,CESAR BAGGIO,35,7,3,1,2,1,2,1
LILLE,FAIDHERBE,36,11,21,3,18,2,7,2
LILLE,OZANAM,3,0,0,0,0,0,0,0
VALENCIENNES,HENRI WALLON,28,5,5,0,2,0,1,0
LIMOGES,GAY LUSSAC,10,1,2,0,1,0,0,0
LYON,AUX LAZARISTES,16,0,6,0,5,0,3,0
LYON,DU PARC,38,5,28,3,23,2,6,0
LYON,LA MARTINIERE,54,8,27,4,24,4,8,1
SAINT-ETIENNE,E. MIMARD,17,3,5,1,4,1,1,0
MONTPELLIER,JOFFRE,64,12,20,2,16,1,2,0
NIMES,ALPHONSE DAUDET,12,1,2,0,2,0,0,0
PERPIGNAN,F. ARAGO,15,1,3,0,2,0,2,0
METZ,FABERT,36,2,19,2,16,2,5,1
NANCY,LORITZ,50,8,15,2,11,1,6,1
ANGERS,HENRI BERGSON,11,1,1,0,1,0,1,0
LA FLECHE,PRYTANEE MILITAIRE,2,0,0,0,0,0,0,0
LE MANS,MONTESQUIEU,9,1,1,0,1,0,0,0
NANTES,GEORGES CLEMENCEAU,101,19,60,12,55,10,28,5
NICE,MASSENA,32,11,11,4,6,3,1,0
TOULON,DUMONT D'URVILLE,12,2,4,0,3,0,1,0
VALBONNE,CENTRE INTERNATIONAL,23,8,9,1,7,1,3,0
ORLEANS,POTHIER,61,10,29,6,27,5,15,1
TOURS,VAUCANSON,9,1,0,0,0,0,0,0
TOURS,DESCARTES,28,7,17,4,14,3,4,2
VIERZON,HENRI BRISSON,2,0,0,0,0,0,0,0
CHAMPAGNE SUR SEINE,LA FAYETTE,19,1,3,0,1,0,1,0
LE RAINCY,ALBERT SCHWEITZER,10,0,3,0,3,0,0,0
MEAUX,LPEM.HENRI MOISSAN,8,1,1,1,0,0,0,0
ORSAY,BLAISE PASCAL,37,13,15,5,13,5,3,2
PARIS 05,LOUIS LE GRAND,32,9,23,7,22,7,10,4
PARIS 06,STANISLAS,37,4,28,2,28,2,17,1
PARIS 06,SAINT LOUIS,99,19,68,10,60,10,28,7
PARIS 08,CHAPTAL,75,12,37,4,32,3,10,1
PARIS 08,SAINTE MARIE FENELON,36,7,20,4,20,4,4,1
PARIS 09,CONDORCET,42,7,27,5,23,5,10,2
PARIS 09,JACQUES DECOUR,62,12,25,7,21,5,8,1
PARIS 12,PAUL VALERY,25,5,3,1,2,0,1,0
PARIS 13,ENSCPB,21,3,3,0,3,0,0,0
PARIS 14,RASPAIL,22,6,2,1,2,1,2,1
PARIS 15,BUFFON,38,7,11,1,6,1,2,0
PARIS 16,CLAUDE BERNARD,24,5,3,0,3,0,2,0
PARIS 16,JANSON DE SAILLY,81,11,44,8,39,8,17,3
PARIS 16,JEAN BAPTISTE SAY,33,6,14,0,7,0,2,0
SAINT-DENIS,PAUL ELUARD,6,1,0,0,0,0,0,0
SCEAUX,LAKANAL,34,7,28,6,28,6,21,5
ST GERMAIN EN LAYE,JEANNE D'ALBRET,12,2,1,0,0,0,0,0
