ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),3,0,0,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),19,6,2,0,2,0,1,0
Aix-En-Provence,Lycée Vauvenargues (0130003H),18,6,4,2,3,2,1,1
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),36,7,12,2,10,1,2,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),7,3,4,2,1,0,0,0
Albi,Lycée Laperouse (0810006S),4,0,3,0,2,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),4,1,2,0,0,0,0,0
Angers,Lycée Saint-Martin (0490824E),12,3,2,1,1,0,0,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),7,1,0,0,0,0,0,0
Annecy Cedex,Lycée Berthollet (0740003B),26,6,13,2,9,1,4,0
Antony,Lycée Sainte Marie (0920904H),32,1,12,1,6,0,1,0
Argenteuil,Lycée Jean Jaurès (0950641F),16,3,4,1,3,1,1,0
Arras,Lycée Robespierre (0620006V),9,1,0,0,0,0,0,0
Auxerre,Lycée Jacques Amyot (0890003V),8,1,1,0,1,0,1,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),22,1,4,1,3,1,0,0
Balma,Lycée Saliège (0312408Z),16,3,6,1,5,1,3,1
Belfort,Lycée Raoul Follereau (0900004R),1,0,1,0,1,0,0,0
Besançon,Lycée Victor Hugo (0250007X),15,1,5,0,3,0,2,0
Bordeaux,Lycée Gustave Eiffel (0330028B),78,16,47,5,41,4,16,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),71,16,56,11,53,10,19,2
Brest,Lycée Naval (0290063L),26,3,19,2,15,2,5,1
Brest,Lycée Sainte Anne (0290338K),4,0,4,0,3,0,1,0
Brest Cedex 2,Lycée Vauban (0290012F),15,2,7,1,4,0,1,0
Caen,Lycée Victor Hugo (0142059M),19,4,11,2,7,2,3,1
Cannes Cedex,Lycée Stanislas (0060673Z),33,6,21,4,18,3,1,0
Casablanca,ELBILIA SUP (99696011),5,2,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),10,4,0,0,0,0,0,0
Casablanca,Lycée Mohamed V (99926411),12,5,0,0,0,0,0,0
Chambéry,Lycée Vaugelas (0730013T),5,1,1,0,1,0,0,0
Clermont-Ferrand,Lycée La Fayette (0630021F),19,1,12,0,7,0,1,0
