ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AGADIR,REDA SLAOUI,25,2,14,0,6,0,4,0
AIX-EN-PROVENCE,LYCEE MILITAIRE,29,5,15,1,9,0,5,0
AIX-EN-PROVENCE,PAUL CEZANNE,28,7,22,5,20,4,13,2
AMIENS,THUILLIER,51,15,27,9,21,7,2,0
ANGERS,HENRI BERGSON,23,6,21,5,14,5,11,5
ANGOULEME,GUEZ DE BALZAC,26,4,13,3,11,2,8,1
ANNECY,BERTHOLLET,42,8,32,6,27,5,9,1
ANTONY,SAINTE MARIE,32,3,14,1,11,1,9,1
ARRAS,ROBESPIERRE,25,11,11,7,5,4,5,4
AUTUN,LYCEE MILITAIRE,25,2,11,0,10,0,6,0
BENI-MELLAL,TECHNIQUE MOHAMED V,11,3,4,0,2,0,2,0
BESANCON,VICTOR HUGO,78,24,68,19,56,12,27,7
BEYROUTH,ECOLE SUP. D'INGENIEURS,4,0,3,0,2,0,1,0
BITCHE,SAINT AUGUSTIN,1,1,0,0,0,0,0,0
BLOIS,F. PH. DESSAIGNES,21,4,11,1,9,0,6,0
BORDEAUX,CAMILLE JULLIAN,30,10,25,10,22,8,9,4
BORDEAUX,MICHEL MONTAIGNE,104,27,97,26,90,26,31,11
BOULOGNE SUR MER,MARIETTE,26,4,12,3,8,2,4,1
BOURG EN BRESSE,LALANDE,24,5,15,3,10,1,2,1
BOURGES,ALAIN FOURNIER,24,11,12,4,9,3,6,0
BRESSUIRE,SAINT JOSEPH,14,3,2,0,2,0,1,0
BREST,KERICHEN,73,13,50,7,39,5,18,0
BREST,NAVAL,26,2,22,2,19,2,9,0
BREST,SAINTE ANNE,24,9,10,3,5,1,1,0
CAEN,MALHERBE,83,21,66,17,58,14,24,5
CASABLANCA,AL MIZA,10,2,2,0,0,0,0,0
CASABLANCA,ECO SUP GALILEE,6,2,1,0,0,0,0,0
CASABLANCA,LYCEE LA RESIDENCE,16,3,3,0,2,0,2,0
CASABLANCA,MOHAMED V,113,28,60,12,33,5,15,1
CHAMBERY,VAUGELAS,44,15,37,11,30,9,15,3
CHARTRES,MARCEAU,26,10,17,7,14,6,8,3
CHERBOURG,VICTOR GRIGNARD,25,6,16,3,12,1,9,1
CLERMONT-FERRAND,BLAISE PASCAL,69,13,60,11,51,8,14,3
CLERMONT-FERRAND,GODEFROY DE BOUILLON,18,2,8,0,5,0,3,0
CLERMONT-FERRAND,LA FAYETTE,18,4,10,1,6,1,5,1
COMPIEGNE,PIERRE D'AILLY,14,5,8,3,5,2,4,1
DIJON,CARNOT,90,24,65,18,54,12,23,5
DOUAI,A. CHATELET,20,5,7,2,5,1,2,0
DUNKERQUE,JEAN BART,22,8,12,4,6,2,4,1
ENGHIEN LES BAINS,GUSTAVE MONOD,36,5,17,2,15,1,5,0
EPINAL,C. GELLEE,20,4,14,4,10,3,3,1
EVRY,DU PARC DES LOGES,18,3,11,1,8,0,4,0
FES,MOULAY IDRISS,45,8,30,4,21,3,11,1
FONTAINEBLEAU,FRANCOIS 1ER,24,4,15,4,9,4,5,2
FORBACH,JEAN MOULIN,23,3,11,1,5,0,3,0
FORT DE FRANCE,DE BELLEVUE,24,5,8,2,5,0,4,0
GRENOBLE,CHAMPOLLION,67,20,61,18,57,17,24,7
JARVILLE,LA MALGRANGE,14,3,5,1,4,1,0,0
LA FLECHE,PRYTANEE MILITAIRE,40,4,29,4,23,2,14,1
