ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
LA ROCHE SUR YON,SAINT JOSEPH,12,1,3,0,2,0,0,0
LA ROCHELLE,J. DAUTET,25,8,13,5,6,1,4,1
LA TRONCHE,ITEC- BOISFLEURY,14,2,11,1,7,1,4,1
LE HAVRE,FRANCOIS 1ER,25,5,21,4,19,4,11,3
LE MANS,MONTESQUIEU,27,7,18,5,8,0,5,0
LE RAINCY,ALBERT SCHWEITZER,48,9,32,5,25,3,8,0
LENS,CONDORCET,21,7,1,0,0,0,0,0
LIBREVILLE,LEON MBA,3,1,0,0,0,0,0,0
LILLE,FAIDHERBE,93,29,83,23,69,17,21,4
LIMOGES,GAY LUSSAC,31,6,23,5,20,5,16,5
LORIENT,DUPUY DE LOME,20,6,14,4,9,3,4,1
LYON,AUX LAZARISTES,40,10,40,10,32,9,5,2
LYON,INSTITUT DES CHARTRX,11,1,5,1,4,1,4,1
LYON,JEAN PERRIN,21,4,9,0,6,0,2,0
LYON,LA MARTINIERE,72,12,62,10,44,5,17,2
LYON,LE PARC,107,29,99,27,77,25,22,7
MANTES-LA-JOLIE,SAINT-EXUPERY,14,4,7,2,5,2,3,1
MARRAKECH,IBNOU TAIMIYA,66,15,37,10,23,8,9,3
MARSEILLE,NOTRE DAME DE SION,35,10,19,6,13,4,9,2
MARSEILLE,THIERS,99,33,93,31,74,25,22,8
MAUBEUGE,NOTRE DAME DE GRACE,11,2,4,2,2,1,1,1
MEKNES,OMAR IBN EL KHATTAB,44,11,27,7,11,3,4,0
MELUN,JACQUES AMYOT,33,4,10,2,9,2,5,1
METZ,FABERT,60,14,50,11,40,9,14,4
MONASTIR,I.P.E.I,1,0,0,0,0,0,0,0
MONTBONNOT,PUPILLES DE L'AIR,17,3,13,0,8,0,0,0
MONTPELLIER,JOFFRE,84,15,67,11,48,9,16,5
MONTPELLIER,LA MERCI,30,7,20,6,15,4,7,2
MULHOUSE,A. SCHWEITZER,71,14,33,4,26,4,10,2
NABEUL,IPEIN,4,0,1,0,1,0,1,0
NANCY,HENRI POINCARE,53,11,53,11,47,10,26,5
NANTES,GEORGES CLEMENCEAU,48,9,41,9,36,8,14,3
NANTES,SAINT STANISLAS,23,5,20,5,18,5,4,1
NEUILLY SUR SEINE,PASTEUR,63,13,59,13,53,13,4,2
NICE,MASSENA,63,14,58,13,50,11,10,2
NIMES,ALPHONSE DAUDET,38,15,24,11,19,8,5,1
NIMES,E. D'ALZON,21,2,5,0,2,0,0,0
ORLEANS,POTHIER,82,21,64,16,55,12,24,5
ORLEANS,SAINT CHARLES,14,1,6,1,4,0,3,0
ORSAY,BLAISE PASCAL,24,5,18,4,17,4,3,0
OUJDA,OMAR BEN ABDELAZIZ,41,6,15,2,9,1,3,0
PARIS 04,CHARLEMAGNE,53,10,49,10,44,10,8,1
PARIS 05,HENRI IV,31,9,25,8,19,7,3,1
PARIS 05,LOUIS LE GRAND,91,25,71,20,62,20,13,6
PARIS 06,FENELON,68,15,65,14,61,13,16,6
PARIS 06,SAINT LOUIS,168,63,151,58,128,52,28,10
PARIS 06,STANISLAS,89,9,77,8,65,8,10,2
PARIS 08,CHAPTAL,70,17,67,17,52,13,8,1
PARIS 08,SAINTE MARIE FENELON,46,7,26,3,23,3,4,0
PARIS 09,CONDORCET,63,16,58,16,47,12,11,6
PARIS 09,JACQUES DECOUR,36,3,20,1,13,1,7,1
PARIS 12,PAUL VALERY,20,3,6,2,3,2,0,0
PARIS 13,ENCPB,29,8,22,6,18,3,7,1
PARIS 15,BUFFON,32,5,27,4,23,4,7,2
PARIS 16,CLAUDE BERNARD,33,8,14,2,10,0,3,0
PARIS 16,JANSON DE SAILLY,150,38,130,30,108,27,16,3
PARIS 19,DIDEROT,1,0,0,0,0,0,0,0
PAU,LOUIS BARTHOU,28,4,23,2,21,2,9,1
PERPIGNAN,F. ARAGO,28,6,16,5,12,3,4,1
POINTE A PITRE,BAIMBRIDGE,30,11,18,6,13,4,5,0
POITIERS,CAMILLE GUERIN,60,10,51,10,38,7,18,3
PONTOISE,PISSARO,23,6,17,4,12,2,5,1
RABAT,AL HASSANIA,18,5,4,1,1,0,1,0
RABAT,AL KHAWARIZMI,33,4,7,2,0,0,0,0
RABAT,ENS de TAKADDOUM,1,0,0,0,0,0,0,0
RABAT,Ibn Al Ghazhi,2,0,1,0,1,0,1,0
RABAT,MOULAY YOUSSEF,106,33,63,19,38,12,16,6
REIMS,G. CLEMENCEAU,92,24,75,19,62,15,27,8
RENNES,CHATEAUBRIAND,81,18,73,18,54,17,16,4
ROUBAIX,SAINT REMI,33,8,8,2,6,1,3,1
ROUEN,CORNEILLE,62,12,54,8,44,6,12,0
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,67,17,57,13,47,9,11,2
SAINT-BRIEUC,RABELAIS,18,7,16,6,13,5,6,2
SAINT-BRIEUC,SAINT-CHARLES,12,1,3,0,2,0,1,0
SAINT-DENIS,PAUL ELUARD,7,1,1,0,0,0,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,22,8,19,8,17,8,4,3
SAINT-ETIENNE,FAURIEL,51,8,44,6,40,5,10,2
SAVIGNY SUR ORGE,J. B. COROT,22,4,20,4,20,4,6,2
SCEAUX,LAKANAL,30,10,29,10,28,10,8,2
SFAX,IPEIS,4,0,1,0,0,0,0,0
ST CYR L'ECOLE,LYCEE MILITAIRE,19,3,12,3,7,2,3,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,22,6,12,3,8,2,2,1
STRASBOURG,KLEBER,123,34,102,27,92,25,29,9
TANGER,CENTRE PEDAGOGIQUE REGION,34,5,21,1,16,0,6,0
TOULON,DUMONT D'URVILLE,15,6,12,4,7,3,1,0
TOULOUSE,BELLEVUE,35,10,29,7,23,6,14,4
TOULOUSE,PIERRE DE FERMAT,96,27,90,27,81,26,28,11
TOURS,DESCARTES,67,13,58,12,45,7,25,5
TROYES,CHRESTIEN DE TROYES,23,6,19,5,13,3,4,1
TUNIS,IPEI El Manar,1,0,0,0,0,0,0,0
TUNIS,I.P.E.I.T,49,1,14,0,12,0,7,0
TUNIS,IPEST,104,28,85,22,76,20,39,11
VALBONNE,CENTRE INTERNATIONAL,23,6,21,6,20,6,11,5
VALENCE,CAMILLE VERNET,25,5,15,3,10,1,4,1
VALENCIENNES,HENRI WALLON,72,21,61,19,49,16,15,3
VANNES,LESAGE,38,10,21,7,18,7,9,3
VANVES,MICHELET,23,2,16,2,15,2,5,0
VERSAILLES,HOCHE,42,7,39,7,36,6,7,1
VERSAILLES,SAINTE GENEVIEVE,110,27,93,24,61,19,5,1
