ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Lycée Reda Slaoui (99926811),10,2,2,0,2,0,1,0
Albi,Lycée Louis Rascol (0810004P),28,5,27,5,22,4,10,2
Alès,Lycée Jean-Baptiste Dumas - C.T. (0300002P),21,2,19,1,18,1,6,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),9,0,7,0,5,0,1,0
Aubervilliers,Lycée Le Corbusier (0930117X),8,1,7,1,7,1,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),4,0,1,0,1,0,1,0
Brive-La-Gaillarde,Lycée Georges Cabanis (0190010H),26,0,24,0,18,0,4,0
Cachan,Lycée Gustave Eiffel (0940111K),28,4,24,3,24,3,10,2
Cannes Cedex,Lycée Jules Ferry (0060014H),28,3,15,1,9,1,2,0
Chambéry,Lycée Monge (0730016W),11,1,7,1,6,1,1,0
Clermont-Ferrand,Lycée La Fayette (0630021F),12,1,10,1,9,0,1,0
Colmar,Lycée Blaise Pascal (0680010S),14,1,10,1,9,1,6,1
Corbeil-Essonnes,Lycée Robert Doisneau (0910620E),17,0,9,0,7,0,1,0
Dijon,Lycée Gustave Eiffel (0211033J),39,1,33,0,25,0,13,0
Fort-De-France,Lycée Joseph Gaillard (9720004X),7,0,2,0,1,0,0,0
Haguenau,Lycée Alphonse Heinrich (0671509B),4,0,2,0,1,0,1,0
La Rochelle,Lycée Léonce Vieljeux (0170029P),28,1,21,1,19,1,12,1
La Roche-Sur-Yon,Lycée Saint François d'Assise (0851642Y),3,0,0,0,0,0,0,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),20,1,12,1,8,1,2,1
Lorient,Lycée Saint Joseph Lorient (0560181T),36,4,30,4,23,2,3,0
Lyon,Lycée aux Lazaristes (0690522T),32,5,22,2,21,1,9,1
Lyon,Lycée Edouard Branly (0690128P),25,2,21,2,12,2,6,1
Marseille,Lycée Antonin Artaud (0132733A),15,0,10,0,8,0,1,0
Meaux,Lycée Pierre de Coubertin (0770931U),15,0,12,0,10,0,4,0
Metz,Lycée Louis Vincent (0570058D),16,1,14,1,11,1,4,0
Mohammedia,Lycée Technique - Mohammadia (99927711),22,1,6,0,4,0,2,0
Montbéliard,Lycée Viette (0250032Z),21,1,16,0,8,0,4,0
Montceau-Les-Mines,Lycée Henri Parriat (0710054Y),16,0,16,0,14,0,7,0
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),6,0,3,0,3,0,1,0
Oujda,Lycée Omar Ibn Abdelaziz (99927611),4,0,2,0,1,0,1,0
Paris,Lycée Raspail (0750691U),37,5,26,1,16,1,6,0
Paris 6e,Lycée Saint-Nicolas (0754025T),25,4,18,3,15,2,9,1
Pau,Lycée Saint-Cricq (0640057P),31,3,22,2,18,1,11,1
Rueil-Malmaison,Lycée Richelieu (0920799U),31,2,26,0,21,0,10,0
Safi,Lycée Moulay Abdellah (99929411),9,0,5,0,4,0,4,0
Saint-Benoit,Lycée Amiral Pierre Bouvet (9740471U),20,1,17,1,16,1,2,0
Saint-Brieuc,Lycée Chaptal (0220058U),23,0,14,0,8,0,2,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),16,1,10,1,9,1,2,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),28,1,23,1,17,1,5,0
Saint-Orens-De-Gameville,Lycée Pierre-Paul Riquet (0312289V),19,1,13,1,9,1,1,0
Saint-Ouen-L'Aumone,Lycée Jean Perrin (0951104J),34,3,28,1,27,1,6,0
Sale,Collège Selmane Al-Farissi (L0002),6,0,5,0,3,0,1,0
Settat,Centre des classes préparatoires Settat (E0003),14,1,1,0,1,0,1,0
Sotteville-Lès-Rouen,Lycée Marcel Sembat (0760110G),27,2,18,1,12,1,4,1
Toulon,Lycée Rouvière (0830056K),19,3,17,3,15,3,5,0
Tourcoing,Lycée Colbert (0590214M),14,3,13,3,8,3,4,0
Troyes,Lycée Les Lombards (0100025Y),24,0,20,0,9,0,4,0
Valenciennes,Lycée Du Hainaut (0590223X),20,1,16,1,9,0,3,0
Versailles,Lycée Jules Ferry (0782565P),24,1,24,1,23,1,8,1
