ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),9,2,6,2,4,1,2,0
Agadir,Lycée Reda Slaoui (99926811),1,0,0,0,0,0,0,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),9,3,7,2,5,0,1,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),37,12,33,12,32,11,10,3
Ajaccio,Lycée Laetitia Bonaparte (6200002H),11,3,11,3,7,1,3,0
Albi,Lycée Laperouse (0810006S),21,8,21,8,18,7,13,4
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),29,6,21,6,17,4,8,1
Angers,Lycée Saint-Martin (0490824E),22,5,22,5,22,5,10,1
Angers Cedex 01,Lycée Henri Bergson (0491966W),31,8,31,8,30,8,12,3
Annecy Cedex,Lycée Berthollet (0740003B),19,4,15,4,13,3,5,1
Annonay,Lycée Saint Denis (0071126L),12,1,12,1,11,1,7,1
Antony,Lycée Sainte Marie (0920904H),36,2,34,2,31,2,11,1
Argenteuil,Lycée Jean Jaurès (0950641F),28,8,25,6,19,4,13,4
Arras,Lycée Robespierre (0620006V),44,8,36,7,24,3,12,1
Auxerre,Lycée Jacques Amyot (0890003V),19,4,19,4,17,4,9,1
Avignon Cedex,Lycée Frédéric Mistral (0840003X),38,3,28,3,19,2,14,0
Balma,Lycée Saliège (0312408Z),41,10,35,8,32,8,12,2
Belfort,Lycée Raoul Follereau (0900004R),20,5,17,5,16,5,3,1
Benguérir,LYDEX (L0081),2,0,1,0,0,0,0,0
Besançon,Lycée Victor Hugo (0250007X),38,11,35,11,33,10,10,4
Bordeaux,Lycée Gustave Eiffel (0330028B),42,13,30,10,26,8,10,3
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),56,13,53,12,46,10,13,1
Brest,Lycée Naval (0290063L),9,0,8,0,6,0,3,0
Brest,Lycée Sainte Anne (0290338K),28,8,25,8,22,7,11,3
Brest Cedex 2,Lycée Vauban (0290012F),35,7,32,7,28,7,11,4
Caen,Lycée Victor Hugo (0142059M),38,7,30,6,24,3,10,2
Cannes Cedex,Lycée Stanislas (0060673Z),26,11,23,10,18,7,8,1
Casablanca,ELBILIA SUP (99696011),10,0,5,0,3,0,2,0
Casablanca,Groupe scolaire La Résidence (3500055H),47,12,28,8,16,6,13,5
Casablanca,Lycée Mohamed V (99926411),35,20,15,11,5,4,3,2
Chambéry,Lycée Vaugelas (0730013T),29,10,23,8,16,5,3,1
Clermont-Ferrand,Lycée La Fayette (0630021F),26,5,23,4,21,4,7,2
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),24,6,23,6,20,5,6,1
Dakhla,Lycée Okba Ibn Nafea (L0055),1,1,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),25,8,19,7,19,7,6,3
Dijon,Lycée Gustave Eiffel (0211033J),35,5,29,4,26,4,6,1
Douai,Lycée Albert Chatelet (0590063Y),41,6,40,6,37,6,12,1
Dunkerque Cedex,Lycée Jean Bart (0590071G),34,7,30,6,26,5,16,4
El Jadida,Lycée Errazi (99927011),4,4,2,2,1,1,1,1
Evreux,Lycée Aristide Briand (0270016W),31,7,30,7,25,5,12,2
Evry,Lycée Parc des Loges (0911251R),25,5,23,5,21,5,11,2
Fès,Centre des classes préparatoires Moulay Dris (99926711),1,0,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),40,10,38,9,36,8,16,5
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),21,9,18,8,15,6,11,5
Grenoble Cedex 1,Lycée Champollion (0380027Y),47,14,39,11,37,11,6,0
Guelmim,Lycée Bab Essahra (L0041),1,1,0,0,0,0,0,0
Kenitra,Lycée Mohamed VI (99948211),4,2,1,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),28,7,25,6,21,4,6,2
La Rochelle,Lycée Jean Dautet (0170028N),32,6,31,6,28,6,13,5
Le Mans Cedex 01,Lycée Montesquieu (0720029R),33,6,29,6,24,5,8,2
Le Raincy,Lycée Albert Schweitzer (0930830X),32,4,30,4,22,4,10,1
Les Ulis,Lycée L'Essouriau (0911492C),27,4,25,4,19,4,8,2
Lille,Lycée Catholique Saint Pierre (0593117T),1,0,0,0,0,0,0,0
Lille,Lycée César Baggio (0590121L),55,14,51,13,43,11,24,4
Lille,Lycée privé Frédéric Ozanam (0593007Y),1,0,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),31,5,25,5,23,4,5,1
