ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Militaire (0131596P),22,7,18,6,16,6,9,3
Aix-En-Provence,Lycée Paul Cezanne (0130002G),78,36,67,33,59,29,38,19
Albi,Lycée Laperouse (0810006S),25,16,24,15,15,10,8,5
AMIENS,Lycée Louis Thuillier (0800009A),39,12,23,5,18,4,11,4
Angers,Lycée Henri Bergson (0491966W),33,11,16,4,14,3,10,2
Annecy,Lycée Berthollet (0740003B),62,16,48,14,47,14,26,9
Antony,Lycée Sainte Marie (0920904H),29,11,26,9,20,8,10,3
Arras,Lycée Robespierre (0620006V),18,11,7,4,4,2,2,1
Avignon,Lycée Saint Joseph (0840072X),38,12,34,9,26,7,6,2
Balma,Lycée Saliège (0312408Z),77,24,68,21,55,19,21,7
Bayonne,Lycée René Cassin (0640010N),32,7,23,5,19,3,10,1
Belfort,Lycée Condorcet (0900002N),22,6,17,5,16,4,9,1
Besançon,Lycée Victor Hugo (0250007X),43,14,37,12,32,11,16,6
Bizerte,IPEIB (16200011),1,0,0,0,0,0,0,0
Bordeaux,Lycée Camille Jullian (0330023W),36,7,35,6,21,3,7,2
Bordeaux,Lycée Michel Montaigne (0330021U),77,41,75,41,70,38,44,27
Bourg-En-Bresse,Lycée Lalande (0010013J),33,6,23,3,19,3,6,1
Bourges,Lycée Alain-Fournier (0180005H),24,10,11,6,8,5,6,4
Brest,Lycée de Kerichen (0290007A),55,24,43,19,36,16,16,7
Brest,Lycée Sainte Anne (0290338K),23,7,10,5,5,2,1,0
Caen,Lycée Privé Sainte-Marie (0141164P),15,3,6,3,5,2,1,0
Caen,Lycée Victor Hugo (0142059M),51,20,43,18,39,16,21,10
Chartres,Lycée Marceau (0280007F),29,6,24,6,22,5,13,2
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),54,14,44,11,37,9,20,7
Compiègne,Lycée Pierre d'Ailly (0600014P),20,7,10,0,7,0,2,0
Corenc,ITEC Boisfleury Europe (0381675P),16,7,16,7,13,5,5,1
Dijon,Lycée Carnot (0210015C),63,24,45,18,40,14,20,10
Douai,Lycée Albert Chatelet (0590063Y),26,10,21,7,18,6,8,2
Dunkerque,Lycée Jean Bart (0590071G),32,10,20,5,13,3,7,1
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),21,5,14,2,9,2,5,1
Evreux,Lycée Aristide Briand (0270016W),36,9,24,6,20,4,12,1
Fontainebleau,Lycée François 1er (0770927P),35,17,28,17,24,14,11,5
Fort-De-France,Lycée Bellevue (9720003W),23,13,7,3,6,2,1,0
Grenoble,Lycée Champollion (0380027Y),75,22,72,22,68,21,38,12
La Flèche,Prytanée National Militaire (0720896H),21,0,19,0,15,0,9,0
La Rochelle,Lycée Jean Dautet (0170028N),15,4,7,3,6,3,3,2
La Roche-Sur-Yon,Lycée Pierre Mendès-France (0850025R),8,2,3,0,2,0,1,0
La Roche-Sur-Yon,Lycée Saint Joseph (0850083D),9,4,6,2,5,1,3,0
Le Havre,Lycée François 1er (0760052U),19,2,15,2,12,2,7,1
Le Mans,Lycée Montesquieu (0720029R),48,18,44,17,39,14,15,5
Le Raincy,Lycée Albert Schweitzer (0930830X),21,5,19,4,15,3,3,1
Lille,Lycée Catholique Saint Pierre (0593117T),1,0,0,0,0,0,0,0
Lille,Lycée Faidherbe (0590119J),66,17,55,11,42,10,9,2
Limoges,Lycée Gay-Lussac (0870015U),39,12,38,12,35,11,17,4
Lorient,Lycée Dupuy De Lôme (0560025Y),15,5,7,2,4,2,2,1
Lyon,Institution des Chartreux (0690564N),2,1,1,0,0,0,0,0
Lyon,Lycée aux Lazaristes (0690522T),23,6,20,6,19,6,5,3
Lyon,Lycée du Parc (0690026D),97,34,92,34,81,32,19,7
Lyon,Lycée Jean Perrin (0690082P),28,11,20,7,17,7,9,5
Lyon,Lycée La Martinière Monplaisir (0692866R),54,21,51,20,47,20,20,10
Marseille,Lycée Thiers (0130040Y),84,34,80,31,70,27,31,15
Melun,Lycée Jacques Amyot (0770933W),21,6,15,5,12,4,4,0
Metz,Lycée Fabert (0570054Z),78,23,61,19,56,17,34,13
Monastir,I.P.E.I (99949911),4,0,0,0,0,0,0,0
Montpellier,Lycée Joffre (0340038G),66,22,60,20,52,16,26,12
Mulhouse,Lycée Albert Schweitzer (0680031P),30,18,19,9,18,8,10,5
Nabeul,IPEIN (99950811),2,1,0,0,0,0,0,0
Nancy,Lycée Henri Poincaré (0540038Y),83,21,75,18,63,17,31,11
Nantes,Lycée Clémenceau (0440021J),69,23,65,21,57,16,19,5
