ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,19,5,5,1,4,1,0,0
AMIENS,THUILLIER,21,7,9,3,8,3,5,2
ANGERS,HENRI BERGSON,16,6,5,3,2,0,0,0
ANGOULEME,GUEZ DE BALZAC,14,4,5,2,5,2,1,1
ANNECY,BERTHOLLET,30,6,13,2,12,2,3,0
ANTONY,SAINTE MARIE,23,3,5,0,4,0,0,0
ARRAS,ROBESPIERRE,7,2,1,1,0,0,0,0
AUTUN,LYCEE MILITAIRE,3,0,1,0,0,0,0,0
BESANCON,VICTOR HUGO,60,12,26,2,23,1,6,1
BLOIS,F. PH. DESSAIGNES,6,0,0,0,0,0,0,0
BORDEAUX,CAMILLE JULLIAN,17,5,5,0,5,0,1,0
BORDEAUX,MICHEL MONTAIGNE,96,28,51,14,41,11,11,2
BOULOGNE SUR MER,MARIETTE,7,1,5,0,5,0,3,0
BOURG EN BRESSE,LALANDE,15,2,3,1,1,0,0,0
BOURGES,ALAIN FOURNIER,13,4,1,1,1,1,1,1
BRESSUIRE,SAINT JOSEPH,3,1,0,0,0,0,0,0
BREST,KERICHEN,29,3,15,1,15,1,4,1
BREST,SAINTE ANNE,7,0,0,0,0,0,0,0
CAEN,MALHERBE,67,14,26,7,23,7,5,1
CASABLANCA,ECO SUP GALILEE,2,1,0,0,0,0,0,0
CASABLANCA,LYCEE LA RESIDENCE,2,2,0,0,0,0,0,0
CASABLANCA,MOHAMED V,4,1,0,0,0,0,0,0
CHAMBERY,VAUGELAS,12,1,11,1,9,1,0,0
CHARTRES,MARCEAU,16,4,4,0,4,0,1,0
CHERBOURG,VICTOR GRIGNARD,12,3,3,0,3,0,1,0
CLERMONT-FERRAND,BLAISE PASCAL,69,14,22,3,21,3,6,1
CLERMONT-FERRAND,GODEFROY DE BOUILLON,12,0,3,0,3,0,0,0
CLERMONT-FERRAND,LA FAYETTE,9,2,2,1,2,1,0,0
COMPIEGNE,PIERRE D'AILLY,2,0,0,0,0,0,0,0
DIJON,CARNOT,72,16,28,7,27,7,12,2
DOUAI,A. CHATELET,12,3,4,1,3,0,0,0
DUNKERQUE,JEAN BART,7,3,3,2,2,1,2,1
ENGHIEN LES BAINS,GUSTAVE MONOD,12,1,8,0,8,0,5,0
EPINAL,C. GELLEE,9,1,2,0,2,0,0,0
EVRY,DU PARC DES LOGES,13,0,3,0,2,0,2,0
FES,MOULAY IDRISS,3,0,0,0,0,0,0,0
FONTAINEBLEAU,FRANCOIS 1ER,13,3,3,1,2,1,1,0
FORBACH,JEAN MOULIN,19,1,4,0,3,0,2,0
FORT DE FRANCE,DE BELLEVUE,14,1,5,0,5,0,2,0
GRENOBLE,CHAMPOLLION,65,18,49,16,45,15,15,4
JARVILLE,LA MALGRANGE,3,1,1,0,1,0,0,0
LA FLECHE,PRYTANEE MILITAIRE,22,5,16,2,15,2,4,1
LA ROCHELLE,J. DAUTET,12,1,2,0,2,0,1,0
LA TRONCHE,ITEC- BOISFLEURY,6,1,1,0,1,0,0,0
LE HAVRE,FRANCOIS 1ER,23,4,8,0,5,0,1,0
LE MANS,MONTESQUIEU,10,0,1,0,0,0,0,0
LE RAINCY,ALBERT SCHWEITZER,29,5,10,1,10,1,2,0
LENS,CONDORCET,2,0,0,0,0,0,0,0
LILLE,FAIDHERBE,85,22,55,12,50,10,17,4
LIMOGES,GAY LUSSAC,19,2,11,1,9,1,0,0
LORIENT,DUPUY DE LOME,7,2,2,1,2,1,1,1
LYON,AUX LAZARISTES,40,10,26,7,25,7,16,4
LYON,INSTITUT DES CHARTRX,7,1,1,1,1,1,0,0
LYON,JEAN PERRIN,11,0,2,0,2,0,0,0
LYON,LA MARTINIERE,51,5,36,2,29,1,14,1
LYON,LE PARC,131,33,98,25,90,23,23,7
MANTES-LA-JOLIE,SAINT-EXUPERY,4,1,1,0,1,0,0,0
MARSEILLE,NOTRE DAME DE SION,32,10,7,2,6,2,1,1
MARSEILLE,THIERS,93,31,60,19,53,16,19,5
MAUBEUGE,NOTRE DAME DE GRACE,3,1,0,0,0,0,0,0
MEKNES,OMAR IBN EL KHATTAB,1,1,0,0,0,0,0,0
MELUN,JACQUES AMYOT,14,1,4,0,4,0,1,0
METZ,FABERT,57,13,34,7,26,6,13,0
MONTPELLIER,JOFFRE,73,13,42,5,35,4,16,2
MONTPELLIER,LA MERCI,7,1,2,0,2,0,0,0
MULHOUSE,A. SCHWEITZER,34,5,10,1,9,1,6,0
NANCY,HENRI POINCARE,55,9,43,5,40,5,12,1
NANTES,GEORGES CLEMENCEAU,60,9,45,8,43,8,18,3
NANTES,SAINT STANISLAS,18,5,9,3,8,3,3,2
NEUILLY SUR SEINE,PASTEUR,73,14,57,8,56,8,24,2
NICE,MASSENA,67,14,51,9,46,9,16,4
NIMES,ALPHONSE DAUDET,16,4,6,1,6,1,3,0
NIMES,E. D'ALZON,5,1,0,0,0,0,0,0
ORLEANS,POTHIER,57,11,32,7,28,7,10,1
ORLEANS,SAINT CHARLES,1,0,0,0,0,0,0,0
ORSAY,BLAISE PASCAL,34,7,17,4,15,3,4,2
OUJDA,OMAR BEN ABDELAZIZ,2,0,0,0,0,0,0,0
PARIS 04,CHARLEMAGNE,72,12,55,8,48,8,18,4
PARIS 05,HENRI IV,80,16,74,14,66,14,28,5
PARIS 05,LOUIS LE GRAND,201,49,163,39,148,35,48,6
PARIS 06,FENELON,69,16,44,6,40,6,17,2
PARIS 06,SAINT LOUIS,192,63,119,33,112,33,44,12
PARIS 06,STANISLAS,93,9,66,8,63,5,20,3
PARIS 08,CHAPTAL,75,20,44,15,35,11,10,0
PARIS 08,SAINTE MARIE FENELON,40,6,17,4,15,3,6,1
PARIS 09,CONDORCET,71,16,51,10,44,9,17,1
PARIS 09,JACQUES DECOUR,31,2,9,0,7,0,2,0
PARIS 12,PAUL VALERY,14,3,3,1,1,1,1,1
PARIS 13,ENCPB,22,6,5,1,3,1,1,1
PARIS 15,BUFFON,31,4,17,0,16,0,7,0
PARIS 16,CLAUDE BERNARD,21,6,3,0,2,0,0,0
PARIS 16,JANSON DE SAILLY,161,40,103,23,90,20,33,10
