ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
PARIS 17,BESSIERES,1,1,0,0,0,0,0,0
PARIS 19,DIDEROT,1,0,0,0,0,0,0,0
PAU,LOUIS BARTHOU,26,3,19,3,13,3,4,1
PERPIGNAN,F. ARAGO,18,3,5,0,3,0,2,0
POINTE A PITRE,BAIMBRIDGE,16,4,1,0,1,0,1,0
POITIERS,CAMILLE GUERIN,52,6,19,3,14,2,6,2
PONTOISE,PISSARO,18,6,8,1,7,1,4,1
RABAT,AL KHAWARIZMI,4,1,0,0,0,0,0,0
RABAT,MOULAY YOUSSEF,5,2,0,0,0,0,0,0
REIMS,G. CLEMENCEAU,43,11,26,9,23,9,8,4
RENNES,CHATEAUBRIAND,80,15,62,9,56,8,22,4
ROUBAIX,SAINT REMI,7,0,1,0,1,0,0,0
ROUEN,CORNEILLE,75,13,48,6,44,5,22,3
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,73,16,49,7,43,5,20,2
SAINT-BRIEUC,RABELAIS,2,1,2,1,1,1,1,1
SAINT-BRIEUC,SAINT-CHARLES,3,0,0,0,0,0,0,0
SAINT-DENIS,PAUL ELUARD,4,0,0,0,0,0,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,16,6,7,3,7,3,1,0
SAINT-ETIENNE,FAURIEL,43,6,26,3,25,3,10,2
SAVIGNY SUR ORGE,J. B. COROT,19,4,12,1,9,1,5,0
SCEAUX,LAKANAL,29,9,19,6,15,6,6,4
SFAX,IPEIS,1,0,0,0,0,0,0,0
ST CYR L'ECOLE,LYCEE MILITAIRE,1,1,0,0,0,0,0,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,13,4,3,1,2,1,0,0
STRASBOURG,KLEBER,117,27,75,12,63,11,28,7
TOULON,DUMONT D'URVILLE,10,2,3,0,2,0,1,0
TOULOUSE,BELLEVUE,20,5,9,1,9,1,1,0
TOULOUSE,PIERRE DE FERMAT,109,26,86,19,78,19,32,11
TOURS,DESCARTES,51,7,27,2,24,2,8,1
TROYES,CHRESTIEN DE TROYES,12,3,11,2,8,2,3,1
TUNIS,I.P.E.I.T,15,0,1,0,1,0,0,0
TUNIS,IPEST,1,0,0,0,0,0,0,0
VALBONNE,CENTRE INTERNATIONAL,19,6,11,4,11,4,4,0
VALENCE,CAMILLE VERNET,10,0,3,0,2,0,2,0
VALENCIENNES,HENRI WALLON,67,13,38,4,33,4,14,3
VANNES,LESAGE,10,4,4,3,4,3,3,2
VANVES,MICHELET,20,2,5,1,5,1,3,0
VERSAILLES,HOCHE,81,11,68,10,62,9,15,2
VERSAILLES,SAINTE GENEVIEVE,122,29,114,29,108,28,45,9
