ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),7,4,4,3,1,1,1,1
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),53,21,49,20,45,20,22,8
Albi,Lycée Laperouse (0810006S),25,11,24,10,24,10,6,2
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),24,7,18,5,16,5,8,5
Angers Cedex 01,Lycée Henri Bergson (0491966W),25,4,23,4,20,3,3,0
Annecy Cedex,Lycée Berthollet (0740003B),50,21,45,19,39,17,11,4
Annonay,Lycée Saint Denis (0071126L),8,5,8,5,8,5,3,2
Antony,Lycée Sainte Marie (0920904H),24,7,23,7,22,7,8,2
Arras,Lycée Robespierre (0620006V),19,8,16,8,10,5,5,2
Avignon,Lycée Saint Joseph (0840072X),16,3,14,3,12,3,6,2
Balma,Lycée Saliège (0312408Z),48,17,43,16,42,16,10,6
Bayonne,Lycée René Cassin (0640010N),24,8,21,8,19,7,9,4
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),17,3,12,3,12,3,8,1
Belfort,Lycée Raoul Follereau (0900004R),16,7,14,6,12,5,2,0
Besançon,Lycée Victor Hugo (0250007X),27,13,27,13,26,13,9,6
Bordeaux Cedex,Lycée Camille Jullian (0330023W),28,9,25,6,24,5,7,3
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),6,4,4,3,4,3,1,1
Bourg-En-Bresse,Lycée Lalande (0010013J),27,9,26,9,20,7,6,3
Brest,Lycée Sainte Anne (0290338K),11,8,9,8,8,7,5,5
Brest Cedex 2,Lycée de Kerichen (0290007A),22,11,15,9,14,9,3,2
Caen,Lycée Privé Sainte-Marie (0141164P),10,3,6,1,4,1,2,1
Caen,Lycée Victor Hugo (0142059M),44,14,39,12,33,8,14,2
Chartres,Lycée Marceau (0280007F),18,6,17,6,15,5,12,4
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),36,8,27,8,25,7,5,1
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),19,7,17,7,12,5,6,2
Dijon,Lycée Carnot (0210015C),36,10,31,8,28,8,8,4
Douai,Lycée Albert Chatelet (0590063Y),30,12,29,12,24,10,13,7
Dunkerque Cedex,Lycée Jean Bart (0590071G),17,3,14,3,11,3,5,2
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),21,5,18,5,18,5,12,5
Epinay-Sur-Seine,Lycée Jacques Feyder (0930120A),1,0,1,0,1,0,0,0
Evreux,Lycée Aristide Briand (0270016W),13,0,12,0,9,0,3,0
Fontainebleau,Lycée François 1er (0770927P),17,6,15,5,12,5,3,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),24,11,17,9,16,8,10,5
Grenoble Cedex 1,Lycée Champollion (0380027Y),34,16,30,15,28,15,4,1
La Flèche Cedex,Prytanée National Militaire (0720896H),13,2,8,1,8,1,1,0
La Mulatière,Lycée Assomption Bellevue (0690539L),38,24,35,22,20,10,6,3
La Rochelle,Lycée Jean Dautet (0170028N),19,5,11,3,10,3,3,2
La Roche-Sur-Yon,Lycée Pierre Mendès-France (0850025R),8,4,7,3,5,1,2,1
Le Havre,Lycée François 1er (0760052U),17,6,15,6,15,6,6,1
Le Mans Cedex 01,Lycée Montesquieu (0720029R),13,2,7,2,7,2,4,2
Le Raincy,Lycée Albert Schweitzer (0930830X),27,14,26,14,24,14,12,6
Lille,E.H.E.I.L (09000101),1,0,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),52,18,37,16,35,15,10,6
Limoges Cedex,Lycée Gay-Lussac (0870015U),22,13,20,13,17,12,7,4
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),15,11,13,9,13,9,3,3
Lyon,Lycée aux Lazaristes (0690522T),1,1,0,0,0,0,0,0
Lyon,Lycée Jean Perrin (0690082P),20,10,19,10,17,9,6,4
Lyon,Lycée La Martinière Monplaisir (0692866R),23,12,18,9,17,9,3,1
Lyon Cedex 06,Lycée du Parc (0690026D),43,17,30,16,29,16,4,3
Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,1,0,1,0,1,0
Marseille Cedex 1,Lycée Thiers (0130040Y),36,17,31,14,31,14,12,5
Melun Cedex,Lycée Jacques Amyot (0770933W),31,16,31,16,31,16,17,8
Metz Cedex 1,Lycée Fabert (0570054Z),26,12,19,11,19,11,5,2
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),16,5,14,4,14,4,5,1
Montpellier Cedex 2,Lycée Joffre (0340038G),33,18,30,17,28,16,4,2
Mulhouse,Lycée Albert Schweitzer (0680031P),17,7,14,7,11,7,3,2
