ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Lycée Reda Slaoui (99926811),5,2,0,0,0,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),79,49,52,35,49,32,34,22
AMILLY,Lycée Le Chesnoy - Les Barres (0450094H),22,15,9,6,9,6,7,5
Angers,Lycée Angers le Fresne (0490946M),23,13,18,10,18,10,13,8
Arras,Lycée Robespierre (0620006V),35,21,12,9,12,9,7,6
Auzeville Tolosane,Lycée Toulouse Auzeville (0311262D),34,27,33,27,33,27,23,20
Besançon,Lycée Victor Hugo (0250007X),41,27,30,19,29,18,21,13
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),91,66,61,43,59,41,38,28
BOULOGNE-BILLANCOURT,Lycée Jacques Prévert (0920134W),33,22,24,16,22,14,15,10
Caen Cedex 4,Lycée Malherbe (0140013N),78,53,58,39,53,34,30,19
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),43,21,39,18,35,16,21,11
Dakhla,Lycée Lalla Khadija (L0055),2,2,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),47,31,41,27,40,26,31,20
Douai,Lycée Albert Chatelet (0590063Y),30,21,12,6,9,4,7,3
DUCOS,Lycée Polyvalent Centre Sud (9720825P),16,12,4,4,4,4,2,2
Evreux,Faculté des Sciences et des Techniques (E0012),9,7,1,1,1,1,1,1
Fontainebleau,Lycée François 1er (0770927P),40,30,31,21,30,20,20,15
Gabes,IPEIG (99951112),1,1,0,0,0,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),84,59,74,52,69,48,42,27
Kenitra,Lycée Abdelmalek Essaâdi (99948211),4,1,0,0,0,0,0,0
La Mulatière,Lycée Assomption Bellevue (0690539L),30,21,20,14,18,13,10,8
Le Raincy,Lycée Albert Schweitzer (0930830X),32,21,14,12,12,11,11,10
Le Tampon,Lycée Roland Garros (9740002J),28,17,24,14,23,14,14,10
Lempdes,Legta Louis Pasteur - Lempdes (0630984C),31,21,29,19,29,19,15,10
Lille Cedex,Lycée Faidherbe (0590119J),91,57,71,45,64,41,38,22
Lyon,Lycée La Martinière Monplaisir (0692866R),45,30,33,19,31,17,21,12
Lyon Cedex 06,Lycée du Parc (0690026D),135,99,120,85,118,84,80,62
Marseille Cedex 1,Lycée Thiers (0130040Y),135,101,97,77,90,72,49,40
Metz Cedex 1,Lycée Georges de La Tour (0572757M),29,23,17,14,16,13,10,10
Montpellier Cedex 2,Lycée Joffre (0340038G),26,20,22,16,21,16,16,12
Nancy Cedex,Lycée Henri Poincaré (0540038Y),82,58,52,34,49,31,33,21
Nantes Cedex 1,Externat des Enfants Nantais (0440160K),35,24,17,9,15,8,9,5
Nantes Cedex 1,Lycée Clémenceau (0440021J),81,50,76,47,76,47,59,36
Nice Cedex 1,Lycée Massena (0060030A),40,25,35,22,29,18,19,12
Nimes Cedex,Lycée Emmanuel d'Alzon (0300080Z),35,24,28,18,23,14,13,7
Orléans Cedex 1,Lycée Pothier (0450049J),48,27,37,22,33,19,20,12
Paris Cedex 05,Lycée Henri IV (0750654D),42,26,41,26,40,25,27,19
Paris Cedex 06,Lycée Saint-Louis (0750658H),135,96,131,92,130,91,100,75
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),16,11,4,4,4,4,4,4
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),36,27,28,20,28,20,22,15
Paris 16e,Lycée Janson de Sailly (0750699C),88,61,81,56,79,55,70,49
Paris 16e,Lycée Jean-Baptiste Say (0750700D),39,31,33,26,33,26,26,22
Paris 6e,Lycée Fénelon (0750660K),40,33,33,26,32,25,21,15
Paris 8e,Lycée Chaptal (0750663N),91,62,51,31,49,31,28,19
Pau Cedex,Lycée Louis Barthou (0640055M),42,29,26,20,25,19,17,12
Pointe-à-Pitre Cedex (guadeloupe),L G T de Baimbridge (9710003B),19,16,0,0,0,0,0,0
Poitiers Cedex,Lycée Camille Guérin (0860035W),84,50,52,29,42,22,25,15
Reims Cedex 2,Lycée Clémenceau (0510031G),37,21,23,12,19,10,8,6
Rennes Cedex 7,Lycée Chateaubriand (0350710G),145,90,117,70,109,65,70,43
Rouen Cedex,Lycée Pierre Corneille (0760090K),43,32,40,31,36,28,24,19
Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),37,19,35,18,33,18,22,12
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),121,80,91,54,86,53,57,38
Sceaux Cedex,Lycée Lakanal (0920145H),90,72,72,61,67,56,43,34
Strasbourg,Lycée Jean Rostand (0670084C),42,26,37,23,32,21,25,16
Toulouse Cedex,Lycée Ozenne (0310047H),43,31,25,17,22,15,15,10
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),89,64,86,62,82,61,63,49
Tours Cedex 1,Lycée Descartes (0370035M),46,34,43,32,42,32,38,29
Versailles,Lycée Sainte Geneviève (0783053V),42,27,42,27,41,27,37,26
Versailles Cedex,Lycée Hoche (0782562L),85,63,78,58,74,56,55,43
