ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),9,1,2,0,2,0,0,0
Agadir,Lycée Reda Slaoui (99926811),54,17,22,5,14,5,3,1
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),9,4,3,2,3,2,1,1
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),22,7,14,3,11,2,3,2
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),32,5,16,3,12,3,3,1
Angers Cedex 01,Lycée Henri Bergson (0491966W),23,5,13,3,10,1,5,1
Annecy Cedex,Lycée Berthollet (0740003B),54,6,34,4,28,2,14,2
Antony,Lycée Sainte Marie (0920904H),38,6,34,6,29,6,8,2
Arras,Lycée Robespierre (0620006V),9,2,3,0,3,0,0,0
Autun Cedex,Lycée Militaire National (0711064W),3,0,1,0,1,0,0,0
Beni-Mellal,DAY PREPAS (L0038),2,0,1,0,1,0,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),16,7,3,2,2,1,0,0
Besançon,Lycée Victor Hugo (0250007X),60,13,45,11,37,11,11,4
Beyrouth,Ecole Supérieure d'ingénieurs (99926311),10,0,3,0,2,0,1,0
Blois Cedex,Lycée Dessaignes (0410002E),18,7,9,4,6,2,4,2
Bordeaux Cedex,Lycée Camille Jullian (0330023W),32,8,30,8,25,7,9,3
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),105,23,95,20,86,20,18,5
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),9,3,3,0,1,0,0,0
Bourg-En-Bresse,Lycée Lalande (0010013J),24,8,12,5,11,5,2,1
Bourges,Lycée Alain-Fournier (0180005H),8,2,1,1,1,1,0,0
Brest,Lycée Naval (0290063L),21,2,9,1,9,1,4,0
Brest,Lycée Sainte Anne (0290338K),12,3,3,1,1,1,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),70,16,61,15,46,13,11,7
Caen Cedex 4,Lycée Malherbe (0140013N),88,13,57,7,42,6,14,0
Cannes Cedex,Lycée Stanislas (0060673Z),14,3,8,2,8,2,4,0
Casablanca,Centre privé GALILEE (99927511),13,6,5,3,2,2,0,0
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),23,6,9,3,7,2,0,0
Casablanca,ELBILIA SUP (99696011),10,0,5,0,2,0,0,0
Casablanca,ESTEM (E0004),6,0,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),24,7,6,2,3,2,0,0
Casablanca,Lycée Al Khansaa (3500050C),69,25,46,20,28,15,10,4
Casablanca,Lycée Mohamed V (99926411),64,25,31,12,22,7,10,3
Castres,Lycée Borde Basse (0810959C),21,5,17,4,14,3,4,1
Chambéry,Lycée Vaugelas (0730013T),9,1,2,1,1,1,0,0
Chartres,Lycée Marceau (0280007F),31,7,10,0,8,0,2,0
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),24,3,15,0,9,0,3,0
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),15,4,6,1,4,0,1,0
Clermont-Ferrand,Lycée La Fayette (0630021F),14,2,4,0,3,0,2,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),78,16,54,13,44,9,14,3
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),7,1,7,1,5,1,1,0
Dijon,Lycée Carnot (0210015C),75,18,55,11,41,10,16,2
Douai,Lycée Albert Chatelet (0590063Y),24,5,21,5,17,3,8,1
Dunkerque Cedex,Lycée Jean Bart (0590071G),8,3,4,2,3,2,2,1
El Jadida,classes préparatoires Ibn Younes (L0007),1,0,0,0,0,0,0,0
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),18,4,5,1,3,0,1,0
Epinal,Lycée Claude Gellee (0880020U),24,5,17,4,13,4,3,1
Errachidia,Lycée Ibn Tahir (99929511),11,3,2,0,0,0,0,0
Evry,Lycée Parc des Loges (0911251R),19,4,11,3,11,3,3,0
Fès,CAP-GE ALKHYYAM (99694011),6,3,4,1,1,0,0,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),79,34,37,12,31,8,8,2
Fès,Etablissement Al Cachy (99695011),28,8,11,3,5,1,2,1
Fontainebleau,Lycée François 1er (0770927P),28,8,13,2,10,2,5,1
Forbach,Lycée Jean Moulin (0570029X),17,3,8,2,4,2,2,1
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),3,1,1,0,1,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),72,20,64,17,51,15,21,4
Kenitra,Lycée Mohamed VI (99948211),31,6,11,2,7,2,0,0
Khouribga,Centre des classes péparatoires Ibn Abdoun (99699011),25,2,8,1,6,1,1,1
La Flèche Cedex,Prytanée National Militaire (0720896H),29,3,19,1,15,1,2,0
La Rochelle,Lycée Jean Dautet (0170028N),16,4,9,2,3,1,2,1
La Roche-Sur-Yon,Lycée Saint François d'Assise (0851642Y),13,3,7,1,6,1,2,0
Laayoune,Lycée Lyssane Eddine Ibn Al-Khattib (99936811),9,2,3,1,2,1,1,1
Le Havre,Lycée François 1er (0760052U),13,2,9,1,5,1,1,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),27,4,15,3,11,3,6,1
Le Raincy,Lycée Albert Schweitzer (0930830X),32,10,14,4,14,4,2,1
Libreville,Lycée LEON MBA (99928511),30,8,6,0,2,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),117,16,103,12,89,11,35,4
Limoges Cedex,Lycée Gay-Lussac (0870015U),20,5,11,3,7,2,0,0
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),28,7,18,4,13,4,9,2
Lyon,Lycée aux Lazaristes (0690522T),38,6,38,6,34,6,13,2
Lyon,Lycée Jean Perrin (0690082P),19,3,10,1,6,1,3,0
Lyon,Lycée La Martinière Monplaisir (0692866R),69,16,55,12,41,9,15,3
Lyon Cedex 06,Lycée du Parc (0690026D),118,23,112,22,102,21,32,8
Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,0,0,0,0,0,0
Mantes-La-Jolie Cedex,Lycée Saint Exupéry (0782539L),11,0,2,0,2,0,1,0
Marrakech,CPGE privée Koutoubia-Prépas (99697011),1,1,1,1,0,0,0,0
Marrakech,Ibn Ghazi (L0057),4,0,1,0,0,0,0,0
Marrakech,Marrakech Prépas (99926814),3,2,2,2,0,0,0,0
Marrakech,Lycée Ibn Timiya (99926511),68,21,27,10,25,10,7,5
Marseille,Lycée Notre Dame de Sion (0131341M),26,7,7,4,4,1,2,0
Marseille Cedex 1,Lycée Thiers (0130040Y),116,23,92,18,76,16,26,5
Maubeuge,Lycée Notre-Dame De Grâce (0592916Z),2,0,0,0,0,0,0,0
Meknès,CARNOT PREPAS (L0006),13,4,6,3,2,0,1,0
Meknès,Lycée Omar Ibn Al Khattab (99928611),51,17,32,8,17,6,8,3
Meknès,Prépa - Sup Ibn Ghazi El Meknassi (99901121),11,1,9,1,2,1,0,0
Melun Cedex,Lycée Jacques Amyot (0770933W),35,9,23,7,20,7,12,4
Metz Cedex 1,Lycée Fabert (0570054Z),75,10,52,7,42,4,11,2
Mohammedia,Lycée Omar Khayyam - Mohammadia (99928911),2,0,0,0,0,0,0,0
Mohammedia,Lycée Technique - Mohammadia (99927711),22,9,11,3,3,0,0,0
Montpellier,Lycée Notre Dame de La Merci (0340881Y),5,2,2,1,1,0,0,0
Montpellier Cedex 2,Lycée Joffre (0340038G),89,12,73,11,60,9,25,5
Mulhouse,Lycée Albert Schweitzer (0680031P),29,7,20,3,16,3,9,2
Nancy Cedex,Lycée Henri Poincaré (0540038Y),74,18,54,12,51,10,19,5
Nantes,Lycée Saint Stanislas (0440163N),30,7,21,5,16,1,3,1
Nantes Cedex 1,Lycée Clémenceau (0440021J),79,12,71,10,64,10,31,1
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),73,15,68,15,65,14,17,3
Nice Cedex 1,Lycée Massena (0060030A),71,14,63,11,51,11,19,4
Nimes Cedex,Lycée Alphonse Daudet (0300021K),36,12,27,10,20,9,7,4
Nimes Cedex,Lycée Emmanuel d'Alzon (0300080Z),12,4,0,0,0,0,0,0
Orléans,Lycée Saint Charles (0450110A),8,1,2,0,1,0,1,0
Orléans Cedex 1,Lycée Pothier (0450049J),103,23,71,16,62,15,19,3
Orsay,Lycée Blaise Pascal (0910626L),41,11,41,11,36,9,5,1
Oujda,Lycée Omar Ibn Abdelaziz (99927611),34,9,8,2,6,1,0,0
Oujda,Pythagore Prépas (99700011),2,0,2,0,1,0,0,0
Paris,Lycée Saint-Louis (0750658H),176,42,163,38,154,37,54,16
Paris,Lycée Janson de Sailly (0750699C),146,37,124,35,101,30,33,10
Paris 4e,Lycée Charlemagne (0750652B),84,21,78,20,67,18,20,7
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),62,13,45,10,38,8,9,2
Paris Cedex 05,Lycée Henri IV (0750654D),79,16,73,16,71,15,11,1
Paris Cedex 05,Lycée Louis Le Grand (0750655E),178,36,165,35,149,33,28,9
Paris Cedex 06,Lycée Stanislas (0753840S),78,16,76,15,73,15,14,3
Paris Cedex 09,Lycée Jacques Decour (0750668U),30,4,10,2,4,2,2,1
Paris Cedex 12,Lycée Paul Valery (0750679F),19,4,11,2,10,2,5,2
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),25,5,20,3,17,2,6,1
Paris 15e,Lycée Buffon (0750693W),26,6,17,6,12,5,7,3
Paris 16e,Lycée Claude Bernard (0750698B),27,7,12,2,8,2,5,2
Paris 4e,IPESUP (0753144K),1,1,1,1,1,1,0,0
